system:index,EVI2,GNDVI,GVI,MSR,RDVI,estimateLAI,.geo
0_1259,1.3817693884935474,0.6126510305614783,3.1633027522935784,1.28125589103173,35.243483686052095,1.555,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1273,1.5056179775280898,0.6318204997450281,3.43213296398892,1.4806946917841692,31.070506015931276,1.568,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1293,1.0496061991869918,0.5446614042376402,2.3923357664233578,0.8605980096315984,27.00772782502169,1.064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1308,1.3499456239065677,0.6013456686291001,3.0168776371308015,1.2345037464741457,39.009976882622354,1.567,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1311,1.5459788529317526,0.6624134159679184,3.9244060475161984,1.5523098781859765,37.633918040409284,1.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1344,1.1046000585994726,0.5883256528417818,2.8582089552238807,0.9216808119084561,29.416341661960814,0.77,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1360,1.323232591490944,0.6053639846743295,3.067961165048544,1.1966647200959903,36.17661691206954,1.232,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1371,1.325949555780812,0.6293604651162791,3.3960784313725494,1.2005300755479187,34.205214117559564,1.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1383,1.1962260754784906,0.5763473053892215,2.7208480565371023,1.0301060869004974,31.178759070804304,1.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1392,0.5930405554331055,0.4712340799297321,1.7823920265780733,0.43448233092623273,17.258009477368244,0.265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1394,0.5803492679484918,0.3874933190807055,1.2652705061082026,0.4241225368626115,21.138005428086448,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1404,1.229339450620552,0.606484893146647,3.082397003745318,1.0715546294213836,32.24940014207721,1.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1410,0.8424670704739929,0.47631754503002,1.819108280254777,0.6518867887989878,25.495123509238443,0.637,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1417,0.8466193413243338,0.4470774091627172,1.617142857142857,0.6560540359722205,16.461445866022824,1.549,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1424,1.4054746714651833,0.6486662329212752,3.692592592592592,1.3170334628133038,37.60920669831232,1.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1437,1.3282342923179857,0.6344725111441307,3.4715447154471546,1.2037495641021356,33.917534856620904,1.335,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1446,0.7666980244590781,0.48811700182815354,1.907142857142857,0.5825976698502323,20.490945343948244,0.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1448,1.208214406656669,0.6017078377554133,3.0214395099540585,1.0448786424676604,35.025690808247596,1.071,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1451,1.6198407614166743,0.6519114688128773,3.7456647398843934,1.6954566822087342,32.76233278749852,1.548,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1485,1.0678312873780296,0.5610561056105611,2.556390977443609,0.8805447610016734,27.545138442809456,0.804,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1497,1.2431556598502627,0.6073790462930735,3.093971631205674,1.0892197872580807,33.41287198213336,1.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1503,1.0343608981677812,0.5427549194991056,2.3740219092331767,0.8440799643254353,28.814597057467758,0.875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1508,0.9760132340777503,0.5275415896487985,2.2331768388106417,0.7828240346320043,27.170546298448105,0.82,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1529,0.7142028312833604,0.4530612244897959,1.6567164179104479,0.5363010754650724,22.322860375932276,0.457,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1537,1.545421643141513,0.665016501650165,3.970443349753695,1.5514069489900741,35.39943890676926,1.542,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1540,0.6795131845841785,0.4198221929535726,1.4472190692395004,0.5064772431771171,21.639468126812474,0.744,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1542,1.3224937309929041,0.6503957783641161,3.7207547169811317,1.1956341335830325,36.07840683733909,1.339,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1544,1.2208173982533248,0.5639412997903563,2.5865384615384617,1.0607472714741237,32.53886811979143,1.486,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1546,1.3339755402915063,0.5981370592149036,2.9768211920529803,1.2117994996103463,35.52928520467591,1.273,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1568,0.666157663676274,0.43319148936170215,1.5285285285285286,0.4951248209057648,23.087787937781226,0.731,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1592,0.8406873226295533,0.5437605872388481,2.383663366336634,0.6501841017659561,28.29609172392156,0.967,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1593,1.6035087719298247,0.6407093292212799,3.5665236051502145,1.6633312473917572,26.23232911141432,1.527,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1600,1.386279533162539,0.638095238095238,3.526315789473684,1.2879647306494155,36.3746965555983,1.207,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1623,1.4040284360189572,0.6632179807349269,3.938559322033898,1.3148694757275565,36.05057907477906,1.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1637,1.52054551895147,0.6474384832593788,3.6727688787185357,1.5066066550372283,35.2915852078194,1.572,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1653,1.4824091332712022,0.6383928571428571,3.530864197530864,1.440858907801147,32.98587064419941,1.473,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1656,0.9810881417537483,0.5339435545385202,2.2913256955810146,0.7880543377608449,26.89713852078062,1.037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1667,1.683654896250455,0.6531942633637549,3.7669172932330826,1.8328989490795824,29.394306343946873,1.493,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1671,1.296726661392405,0.5742924528301887,2.698060941828255,1.1605166437294965,26.054574243082133,1.397,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1675,1.025889397675238,0.5348991068475025,2.3001422475106685,0.8349928716202012,29.733283184782902,1.271,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1686,1.5102350048601978,0.6710875331564987,4.080645161290323,1.4883018690758145,39.05603361237003,1.508,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1708,1.254646840148699,0.5948656237464902,2.9366336633663366,1.1041903256367618,31.175315351065944,1.278,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1714,1.3128996046659183,0.5888013998250219,2.8638297872340424,1.1822552009876761,37.48423616888903,1.273,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1722,1.3113037549310862,0.6094395280235988,3.120845921450151,1.1800489078041616,37.484969731672095,1.261,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1738,1.0223673363127523,0.5239716312056738,2.201430274135876,0.8312040750676369,31.92165362532047,1.213,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1768,0.5723791800597756,0.4326241134751773,1.525,0.4177271418563655,16.506247252089356,0.199,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1770,1.6556545789797175,0.6725738396624472,4.108247422680412,1.771672877999072,25.757176531156183,1.562,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1783,0.6713618770200711,0.4068485200232153,1.3718199608610568,0.4995361063751749,22.745054878288016,0.658,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1792,1.053535704966513,0.5525114155251142,2.4693877551020407,0.8650096164806275,23.156915132344416,1.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1801,1.2695725772323319,0.6066427873656789,3.0844370860927155,1.1236889707786655,34.97273561263005,1.147,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1802,1.0360062972931796,0.5323383084577115,2.276595744680851,0.8458276317190886,29.855878717195775,1.182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1807,1.457749514981677,0.6490344248530646,3.6985645933014357,1.3999022462985564,33.80516460561929,1.519,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1836,1.3050641692681233,0.625531914893617,3.340909090909091,1.1716466984102292,31.279586426259545,1.264,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1840,0.6101613558320718,0.44673539518900346,1.6149068322981366,0.4484497383472691,21.645969354042325,0.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1843,1.2073556931049372,0.599274705349048,2.990950226244344,1.044528010747189,20.29609276483421,1.567,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1850,1.2087983389566572,0.6031434184675835,3.0396039603960396,1.0456332478270354,33.82802553464657,1.301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1857,1.437199501394907,0.6658424584952314,3.985200845665962,1.3666326539547378,36.743908195680866,1.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1861,0.7119393719931716,0.45109931766489764,1.6436464088397789,0.5343544383340586,21.083599119106335,0.57,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1907,1.6459982051072855,0.6577540106951871,3.84375,1.7497228241690284,35.170160234781,1.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1915,1.425008474986682,0.6103023516237402,3.1321839080459766,1.3472491440111982,40.38264593852018,1.539,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1928,1.5681835771225139,0.6499133448873483,3.7128712871287126,1.5938225063304332,34.66239949468086,1.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1937,1.3827964359150102,0.6398467432950191,3.5531914893617023,1.2826376809753877,40.513509368270725,1.301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1967,0.6027414025211112,0.438685208596713,1.5630630630630629,0.4423726137359847,20.361160443339337,0.544,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1977,0.8463987402437355,0.510184287099903,2.0831683168316832,0.655656118612374,21.454422278265096,0.599,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2008,1.1460788074752015,0.578984238178634,2.750415973377704,0.9696492256970927,31.42095707024018,1.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2019,1.0676521917667592,0.5466666666666666,2.411764705882353,0.8805811245074376,21.568595250392846,1.029,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020,1.2732599317494044,0.6098334655035687,3.1260162601626016,1.1286732957408,31.780141615951674,1.208,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2027,1.4297864852182074,0.6653832691634581,3.976987447698745,1.354878881270658,36.79900360969936,1.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2035,0.8290003568333588,0.5030830612985129,2.024817518248175,0.6393349067369284,24.399946085523084,0.897,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2070,0.9363679857836102,0.5569318723201524,2.513978494623656,0.7427491848196605,23.516930933173523,0.662,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2074,1.1580010880547136,0.5620723362658846,2.5669642857142856,0.9839255508040127,26.62731627588271,0.98,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2075,1.5446910617876424,0.660009741841208,3.8825214899713467,1.5502581818108396,32.5217197945108,1.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2088,1.175610527147712,0.5690936106983655,2.6413793103448278,1.0050697166253144,26.756778149590627,1.04,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2093,1.0752961082910322,0.5824372759856631,2.7896995708154506,0.8888294702478484,26.729772926931922,1.195,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2097,1.2082762977782457,0.5864562787639711,2.836248012718601,1.0449879551157404,33.57662827853898,1.155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2099,1.1184302406778084,0.5599880916939566,2.5453315290933696,0.9374162335159467,33.366848732446044,1.177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2103,0.8709831371301304,0.52064,2.172229639519359,0.6788404742792841,27.01977116022251,0.852,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2109,1.3447519790420868,0.6505057551447506,3.722554890219561,1.2271433979168687,35.4277464685266,1.563,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2138,1.6927835051546392,0.6706827309236948,4.073170731707317,1.8529161282418745,35.81432719387791,1.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2161,1.5943917603466684,0.6820440028388929,4.290178571428571,1.6440783729832738,39.021631278576706,1.515,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2168,1.537064207363935,0.6402990948445494,3.5601750547045956,1.5361582690029618,35.866122421325784,1.476,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2172,0.8670983459417875,0.5110112359550562,2.0900735294117645,0.6752145852131456,22.659996438580727,0.728,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2175,1.3485477178423235,0.5812154696132596,2.7757255936675462,1.2329493316620588,27.60034080537338,1.305,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2184,1.3785046728971961,0.6382553021208484,3.528761061946903,1.2764618338581164,33.43006439672538,1.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2188,0.7233695018084239,0.40229885057471265,1.3461538461538463,0.5444982552062645,14.247227742611365,1.498,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2189,1.6298173555885695,0.6716707021791768,4.091445427728614,1.715891819654895,33.70084477836587,1.521,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2210,0.5034679435270921,0.4457409568261377,1.608421052631579,0.3629274428203445,18.528897484003675,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
