system:index,B4,EVI2,GVI,NDVI,RDVI,estimatefAPAR,.geo
4_7538,742.0,1.1738618689310185,2.83011583011583,0.6008606777837547,36.63772310295644,0.497,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7550,993.0,1.303972121486854,2.8382594417077174,0.6496118560338744,48.90675673070875,0.547,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7588,1038.0,0.8620689655172414,1.7792706333973127,0.4722928317234367,29.622965438020305,0.46,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7593,1008.0,1.1581757264529058,2.504416961130742,0.5947738693467337,41.951589712393314,0.461,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7596,998.0,1.1758372085765114,2.5316901408450705,0.6015968063872256,42.581836203375474,0.451,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7602,696.0,1.2585476360280237,3.890995260663507,0.6329113924050633,38.97418814769785,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7608,616.0,1.0614049541385182,2.110791366906475,0.556515478761699,29.332114314614053,0.484,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7638,666.0,1.3941500370992308,3.1192982456140355,0.6819484240687679,44.13212774318049,0.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7686,933.0,1.1963452310523894,2.733009708737864,0.6094600251151109,42.127753241007326,0.516,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7713,1086.0,1.129108887371203,2.70556552962298,0.5834292289988493,42.12827690061035,0.532,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7715,600.0,1.4488051091882983,3.7075862068965515,0.700971841515076,44.40533515448238,0.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7729,845.0,1.0493640218049667,2.0426638917793967,0.5516052003183869,33.86424680192852,0.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7737,700.0,1.3203527546571543,2.743047830923248,0.6555965559655597,41.799100727745525,0.456,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7754,1216.0,0.8371666613053688,1.971171171171171,0.46123172352680547,30.988456695724764,0.489,"{""type"":""MultiPoint"",""coordinates"":[]}"
