system:index,B8,GNDVI,GVI,NLI,RDVI,estimatefAPAR,.geo
2_3525,2352.0,0.6812008577555396,4.273542600896861,0.9998087640645625,33.96370339365874,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3546,1866.0,0.6282722513089005,3.380281690140845,0.9998322922434014,33.882777809186905,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3593,1896.0,0.6830892143808256,4.310924369747899,0.999865927021463,35.80104776480093,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3607,1968.0,0.6777493606138107,4.2063492063492065,0.9998667796457887,36.24378374063993,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3641,2354.0,0.6398467432950191,3.5531914893617023,0.9998228014797339,34.92783924473141,0.411,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3644,2482.0,0.5614973262032086,2.5609756097560976,0.9998055486166602,33.923798181953416,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3650,1716.0,0.6273115220483642,3.3664122137404577,0.9998322525393876,33.15596297492658,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3663,2220.0,0.6098622189992748,3.12639405204461,0.9998522956262462,36.511671656919006,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3665,1854.0,0.6206293706293706,3.2718894009216593,0.9998405859919304,34.25084379620274,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3671,2646.0,0.6434782608695652,3.6097560975609753,0.9997952023362358,33.26356510664371,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3701,2380.0,0.6476289373485635,3.6758349705304516,0.9998107657350409,34.148148148148145,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3723,2004.0,0.645320197044335,3.6388888888888893,0.9998650494847604,36.33355244078169,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3725,2358.0,0.6161754626456477,3.2107142857142854,0.9998244810140969,35.05291652819802,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3755,2272.0,0.5854849965108164,2.824915824915825,0.9998264383918277,34.97360349144009,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3810,2382.0,0.6215112321307011,3.284172661870503,0.9998632433324075,37.88656830278685,0.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3814,1820.0,0.6396396396396397,3.55,0.9998406116648112,34.08479884752157,0.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3823,1620.0,0.6875,4.4,0.9998666450758694,34.10637954031752,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3850,2134.0,0.6228136882129277,3.30241935483871,0.9998419082031198,35.52265279039617,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3871,1666.0,0.6333333333333333,3.454545454545454,0.9998486904155466,33.61591662808362,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3878,1894.0,0.6160409556313993,3.2088888888888887,0.9998054401498501,32.622245144808886,0.416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3882,1772.0,0.6399814900509023,3.5552699228791775,0.9998465078139306,34.123479059872075,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3894,2620.0,0.6034271725826194,3.0432098765432096,0.9998496704111165,37.57142857142857,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3932,1752.0,0.6559546313799622,3.813186813186813,0.9998553616837463,34.43640895038529,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3935,2668.0,0.6499690785405071,3.713780918727915,0.999790980939934,32.938252650839026,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3955,2084.0,0.6161302830554478,3.2101010101010097,0.9998374548655216,35.0646334455459,0.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3961,2002.0,0.670421360033375,4.068354430379747,0.9998328484691539,34.48309539770325,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3965,1880.0,0.6696269982238011,4.053763440860215,0.9998681617016534,35.82975600042083,0.424,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4000,2156.0,0.6414160639512753,3.5774946921443735,0.9998563029855851,36.51309937136001,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4001,2178.0,0.6638655462184874,3.95,0.9998187227372698,34.22848166447374,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4030,1792.0,0.6523743660673121,3.753315649867374,0.9998592553612187,34.8603045383633,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4159,2334.0,0.6174636174636174,3.2282608695652177,0.9998303970361332,35.40277140530054,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4161,1780.0,0.6596736596736597,3.8767123287671232,0.9998592448517858,34.78949606483733,0.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4184,2578.0,0.6425613252628225,3.595365418894831,0.9997932830843729,33.09405132001554,0.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4191,1738.0,0.6273408239700374,3.366834170854271,0.9998305140852064,33.18834734055905,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4239,2208.0,0.6140350877192983,3.1818181818181817,0.9998453536673434,36.01289796886741,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4242,2026.0,0.6034823901859913,3.0439121756487024,0.9998587077213307,36.07284895567481,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4266,1918.0,0.6219873150105708,3.29082774049217,0.9998287596298925,33.922602298592366,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4280,2116.0,0.6365042536736272,3.5021276595744677,0.9998534989628799,36.16736871460425,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4328,1926.0,0.6653696498054474,3.9767441860465116,0.9998636018965267,35.839944283458294,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4331,1964.0,0.6414542415378186,3.578088578088578,0.9998522390067766,35.40429643862334,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4339,2082.0,0.6367924528301887,3.5064935064935066,0.9998454461634778,35.53485762943053,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4352,1744.0,0.617060732498841,3.2227602905569004,0.9998474571367705,34.01404806233808,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4353,2632.0,0.6616161616161617,3.91044776119403,0.9997973477965038,33.425238229365874,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4403,1744.0,0.6522974893415443,3.7520435967302452,0.9998481145991787,34.04515988202149,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4447,2148.0,0.582903463522476,2.795053003533569,0.9998201251365586,34.23136833707701,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4448,2172.0,0.5830903790087464,2.797202797202797,0.9998257734482551,34.64951442912607,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4453,2416.0,0.6480218281036835,3.6821705426356592,0.9998297231733914,35.55533152320998,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4487,1816.0,0.6471655328798186,3.6683804627249357,0.9998562805839617,34.84878614474684,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4496,2524.0,0.5959532089788175,2.9499217527386543,0.9998000380775215,33.562913391578384,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4513,2100.0,0.6116653875671527,3.150197628458498,0.9998426427671111,35.43765137911477,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4591,1792.0,0.6470588235294118,3.666666666666667,0.9998685962057933,35.325750339439836,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4596,1802.0,0.6419134396355353,3.585241730279898,0.9998491123340197,34.413567097742366,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4656,1964.0,0.6312292358803987,3.423423423423423,0.9998486100641126,35.20195030058049,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4739,1866.0,0.6765498652291105,4.183333333333334,0.9998650275071069,35.58286679469336,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4741,2556.0,0.6085588420390182,3.109324758842444,0.9997964431423608,33.319322834332425,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4746,1844.0,0.6140043763676148,3.1814058956916096,0.9998400286066491,34.17391304347826,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4763,1864.0,0.6657730116175157,3.9839572192513373,0.9998727953959992,35.98193658201079,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4779,2676.0,0.5928571428571429,2.912280701754386,0.9998349523225852,36.47803973516272,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4780,1806.0,0.6248313090418354,3.330935251798561,0.9998228040190992,33.14313357397917,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4797,1854.0,0.6370860927152318,3.5109489051094886,0.999849312378639,34.69851901680099,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4809,1770.0,0.636615811373093,3.5038167938931295,0.9998621180958509,34.87075835882606,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4832,1750.0,0.6401124648547329,3.557291666666667,0.9998550309169425,34.40882947208384,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4833,1750.0,0.6408813877168308,3.5691906005221936,0.9998543779506015,34.37759528054846,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4870,1896.0,0.6027049873203719,3.0340425531914894,0.9998052941088117,32.621551584538786,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4886,2202.0,0.6232952451161077,3.309197651663405,0.9997921352902311,32.64177672221824,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4888,2586.0,0.6037209302325581,3.046948356807512,0.9997966530284644,33.35145659597001,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4889,1726.0,0.6814417924987822,4.2782874617737,0.999876479394212,35.283177546828846,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4926,2142.0,0.6401225114854517,3.5574468085106385,0.9998169369897119,34.02072656580946,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4927,1984.0,0.6763836079425433,4.180156657963447,0.9998765400423066,36.89254898530513,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4946,1670.0,0.654284299157999,3.785100286532951,0.9998522824159426,33.800619466699466,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4971,2394.0,0.6607700312174818,3.895705521472393,0.9998579813850933,37.54406669433387,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4980,2122.0,0.668895005898545,4.040380047505939,0.9998725342652989,37.38674609708215,0.429,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5017,2082.0,0.668937875751503,4.041162227602905,0.9998615924617719,36.512100751113266,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
