system:index,B2,GVI,MSR,RDVI,SGI,estimateLAI,.geo
1_2146,302.0,3.145132743362832,1.1620940540602747,34.527517865832436,4.674650698602794,1.461,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2155,314.0,3.0175824175824175,1.0313568950862493,29.063051152901345,4.126410835214447,1.473,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2162,419.0,3.2650231124807396,1.1389732610694898,37.24331659361691,4.575206611570248,1.548,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2177,244.0,3.711711711711712,1.5528677906202455,36.0528747862969,6.517133956386293,1.532,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2189,278.0,3.5754985754985755,1.045065198634671,27.39331980336166,4.182291666666667,1.535,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2202,262.0,3.8564231738035266,1.2320197455898194,32.02780244708701,4.981912144702842,1.529,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2225,243.0,3.8513513513513518,1.341135628393697,34.893528108904746,5.480916030534351,1.468,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2237,439.0,2.947291361639824,1.163459164291195,37.06203086757848,4.680555555555555,1.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2244,315.0,3.102088167053364,0.9436506316151001,27.492070738457883,3.7777777777777777,1.549,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2264,228.0,3.603491271820449,1.5361497883857176,33.75597740125609,6.43205574912892,1.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2298,200.0,3.5619047619047617,1.416911958395288,33.52270627510748,5.841463414634147,1.549,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2315,315.0,3.8177966101694913,1.2258140906223665,34.7181690523718,4.954248366013072,1.553,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2323,238.0,3.647619047619048,1.6887970599562976,35.682392342895554,7.229629629629629,1.528,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2325,294.0,3.438133874239351,1.3932715456252507,35.624697418334094,5.727748691099476,1.523,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2327,266.0,3.619589977220957,1.4105784061401108,34.43785596451816,5.810888252148997,1.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2347,334.0,3.306859205776173,1.3528626982954537,36.834377801198436,5.535962877030163,1.478,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2352,199.0,4.011111111111111,1.3969194667189604,32.37600739096457,5.745222929936306,1.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2353,409.0,2.8763197586727,1.1577296173175349,36.116421473674016,4.655797101449275,1.468,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2367,381.0,3.114649681528663,1.1734647021978946,36.4040326488872,4.723948811700183,1.504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2371,189.0,3.9739130434782606,1.5740012870009652,32.785061432984335,6.625482625482626,1.484,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2376,297.0,3.548387096774194,1.3689534183912235,35.961039866247624,5.611940298507463,1.519,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2398,284.0,3.465587044534413,1.4617960030107207,36.334824277171315,6.06043956043956,1.532,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2408,388.0,3.031634446397188,1.1484166646602654,34.014818571901834,4.6156941649899395,1.508,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2420,273.0,3.1879518072289157,0.9544258030890352,27.3972732058387,3.81978021978022,1.486,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2432,437.0,3.187028657616893,1.1783707547842137,37.79271751506446,4.745299145299145,1.548,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2436,315.0,2.7804878048780486,1.1257823118366999,27.741629234858067,4.518950437317784,1.476,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2449,277.0,3.6037735849056602,1.195393606262839,31.86475050882077,4.8197530864197535,1.515,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2464,272.0,3.3821656050955413,1.6056618514708554,36.1677772071786,6.7894736842105265,1.534,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2466,268.0,3.8937875751503004,1.5023066282009607,38.55944123654512,6.2615384615384615,1.546,"{""type"":""MultiPoint"",""coordinates"":[]}"
