system:index,B4,MSAVI2,NDGI,NDVI,RDVI,estimatefCOVER,.geo
0_1810,1676.0,0.49084904066512536,-0.08901884340480831,0.3252818035426731,22.927175895102298,0.177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1818,1576.0,0.4492929020284464,-0.18140929535232383,0.2897701667417756,19.304000477360212,0.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1847,2048.0,0.3748116105207373,-0.1990632318501171,0.23065364387678436,16.82981505188608,0.114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1931,2338.0,0.29954915825965145,-0.23769190047644256,0.17618040873854826,13.273296830047473,0.017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1955,2016.0,0.424950888814692,-0.18797878609310548,0.2698297718218037,20.05109373611543,0.122,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2011,2134.0,0.3849802924401047,-0.23853743470690655,0.238401142041399,17.846678283851844,0.095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2071,2098.0,0.35283338340741466,-0.23484402589758682,0.21423220973782772,15.655083773013638,0.055,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2113,1896.0,0.4222663075147466,-0.17472118959107807,0.26767091541135574,19.261149725811773,0.108,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2136,2208.0,0.34940669981460815,-0.21518987341772153,0.211710103534452,15.84576229759427,0.12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2145,1622.0,0.4930859449696072,-0.19440353460972018,0.32725010369141433,22.72445078819402,0.159,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2158,2134.0,0.45306922123245386,-0.1497844827586207,0.292909211398277,22.756614110015438,0.205,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2191,2140.0,0.3069603731050847,-0.21798520204894706,0.18133129303749043,13.111142810584473,0.011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2228,2396.0,0.289411973208189,-0.25182863113897597,0.16920943134535368,12.851007936853248,0.059,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2264,1858.0,0.40824178655566357,-0.18722044728434506,0.25650260104041617,18.133845001372805,0.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2295,2354.0,0.29050540807475045,-0.2343995804929208,0.16995768688293372,12.799969146648287,0.002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2313,2170.0,0.30711800821563884,-0.24856156501726123,0.18144096567333082,13.21159373345034,0.001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2339,1874.0,0.3175133469371758,-0.22323759791122716,0.18874458874458874,12.829079522135693,0.061,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2360,2230.0,0.38598058926572776,-0.20998372219207814,0.23916751961787786,18.311549975473532,0.089,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2434,2302.0,0.30323679112598256,-0.23630504833512353,0.17873706742775597,13.382620877937606,0.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2442,2354.0,0.354329569373931,-0.2109053497942387,0.21533333333333332,16.679648277666608,0.063,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2448,2130.0,0.30885570021791864,-0.22837370242214533,0.18265541059094398,13.186658063458635,0.004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2479,2284.0,0.3352411445694088,-0.20464135021097046,0.2013986013986014,15.231913498020818,0.045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2487,1750.0,0.324803374586736,-0.21191135734072022,0.19391985260248734,12.778126462486366,0.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2488,2054.0,0.4350597108418697,-0.11569799022270505,0.27803163444639717,20.9725069005639,0.149,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2499,1936.0,0.34854860994664705,-0.22842639593908629,0.2110839445802771,14.787933141083885,0.054,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2529,2406.0,0.29769277994910226,-0.1852216748768473,0.1748971193415638,13.356461422412563,0.128,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2556,2056.0,0.43729528350877445,-0.2058651026392962,0.2798598949211909,21.147484769685096,0.155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2579,1858.0,0.45058433499525563,-0.15046439628482972,0.29083969465648857,21.053258528229982,0.178,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2590,1932.0,0.44415321042333744,-0.18527607361963191,0.28550295857988167,20.995632118308258,0.181,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2602,1960.0,0.41348855239857585,-0.14285714285714285,0.26065635609204074,18.9796492095929,0.14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2659,1752.0,0.4521188700127823,-0.18618821936357483,0.2921212121212121,20.552549056680846,0.192,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2660,2370.0,0.2813520022659759,-0.24605678233438485,0.16372618207480594,12.326309137995036,0.018,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2702,2110.0,0.308615109465336,-0.22318840579710145,0.18248740798140256,13.111183711567817,0.016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2710,1200.0,0.5344746292666969,-0.12623181604880337,0.3647432503970355,22.419103439859384,0.104,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2729,2162.0,0.3933447496269764,-0.19712070874861573,0.24484806147397833,18.527735484578724,0.122,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2754,2490.0,0.30983732841468736,-0.24189526184538654,0.18333879960642835,14.31687039684256,0.094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2762,2048.0,0.40668579193834375,-0.18931475029036005,0.25527272727272726,18.93153213796784,0.136,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2771,2020.0,0.3152176516127838,-0.24154886293792255,0.18712273641851107,13.191821135431425,0.068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2793,1924.0,0.4273445355383956,-0.15140634350688212,0.2717638152914459,19.754818115045158,0.197,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2830,2058.0,0.4355120897821507,-0.2,0.27840112201963535,21.02619751089533,0.207,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2837,1780.0,0.380181816921322,-0.19302949061662197,0.234737747205503,16.01042222892355,0.055,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2856,2380.0,0.2211760050427074,-0.24737945492662475,0.1243561442236939,9.168683302155063,0.008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2859,2134.0,0.3752584251260487,-0.21318931210915293,0.230990990990991,17.208441255687582,0.114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2876,2310.0,0.2816849598034423,-0.2087912087912088,0.16395222584147665,12.187728115296052,0.013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2899,1718.0,0.4351995725010056,-0.17751884852638794,0.2781512605042017,19.190421280096043,0.096,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2907,2496.0,0.32244591822109214,-0.20115495668912417,0.19223300970873786,15.112008984049096,0.095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2922,2268.0,0.3089254280153,-0.22330097087378642,0.1827027027027027,13.611044799740414,0.009,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2952,1722.0,0.4433990309744331,-0.1690427698574338,0.28488372093023256,19.770191327255258,0.134,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2986,2374.0,0.24198859672469553,-0.2547568710359408,0.1376679985470396,10.21529945222635,0.031,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2996,2136.0,0.3037464986045961,-0.25573192239858905,0.17909300538047657,12.919546470933264,0.031,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3017,2326.0,0.3855999851243723,-0.20705760249091854,0.23887434554973822,18.675024618527754,0.125,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3018,1534.0,0.4433514530219327,-0.12052593133674215,0.28484848484848485,18.65703214567763,0.159,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3036,1914.0,0.18688361127306052,-0.21755725190839695,0.10309278350515463,6.735044524148897,0.065,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3038,1980.0,0.35918605640245005,-0.2087912087912088,0.21893491124260356,15.589026636685498,0.042,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3049,2018.0,0.3548227423971184,-0.2215496368038741,0.21570151574038088,15.473483204237588,0.052,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3129,2344.0,0.31658653651584245,-0.24218335983041867,0.1880845167994458,14.291948266216124,0.035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3147,1748.0,0.36799844982078866,-0.18348002708192282,0.2255206025697829,15.151896693682906,0.008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3156,2186.0,0.2916061937748964,-0.2427515633882888,0.17071320182094082,12.395236247802893,0.015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3220,1990.0,0.4080544994012598,-0.17681845062093435,0.2563527653213752,18.754092727213617,0.142,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3222,1826.0,0.25343638463118623,-0.10800970873786407,0.1451310861423221,9.485845951112621,0.154,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3249,2406.0,0.34259218268061886,-0.23006134969325154,0.20672601384767555,16.10075840962112,0.074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3314,2096.0,0.32076832857956106,-0.2186046511627907,0.19104592821304517,13.752653159696667,0.034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3326,1848.0,0.3747912173948862,-0.19072164948453607,0.23064113238967526,15.985943034045885,0.156,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3331,2038.0,0.2937963478771053,-0.15927189988623436,0.17221770917952883,12.08472661603234,0.136,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3340,1190.0,0.5532569137199062,-0.09576427255985268,0.38245978204462894,23.743329984098335,0.209,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3390,1882.0,0.41257141756523197,-0.20332480818414322,0.2599292174596933,18.537163361251217,0.111,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3417,1672.0,0.4074696247112115,-0.21511627906976744,0.255896751223854,17.15462806088876,0.075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3451,2056.0,0.3451869374339367,-0.18025258323765786,0.2086220169361047,15.038160338244086,0.046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3480,1606.0,0.46852266558926203,-0.16208393632416787,0.3059636992221262,20.814528534140056,0.172,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3537,1850.0,0.38575083879004524,-0.23169107856191745,0.23899629781982723,16.66474416445207,0.028,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3546,1914.0,0.2889662955467429,-0.22535211267605634,0.16891011723838473,11.463510422704875,0.001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3547,2182.0,0.45826113978819194,-0.15755968169761272,0.29726247987117554,23.425339652653705,0.182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3605,2354.0,0.30516351258211216,-0.2527940393826503,0.18007662835249041,13.645484004478373,0.047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3615,1916.0,0.43443835571542877,-0.20351758793969849,0.277526395173454,20.211849338824102,0.173,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3641,2056.0,0.3840268798330726,-0.19743739079790332,0.23767148683722655,17.455510480227282,0.072,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3651,1990.0,0.42012767767892,-0.19161676646706588,0.26595352268535594,19.58328316989476,0.114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3655,1898.0,0.39550333113902525,-0.20507936507936508,0.24652639936482731,17.498165275568624,0.078,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3699,1362.0,0.5173193302548498,-0.14453781512605043,0.3489483747609943,22.57132311476338,0.196,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3708,1882.0,0.37010824495791894,-0.2002551020408163,0.2271047227926078,15.84859058114078,0.061,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3757,2272.0,0.3548794804037243,-0.23612622415669204,0.21574042112530203,16.421800339994014,0.107,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3798,1782.0,0.31824465091949605,-0.20486815415821502,0.18926296633303002,12.548577130060641,0.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3805,2232.0,0.33409569275636386,-0.20583468395461912,0.20057306590257878,14.988056372021298,0.019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3854,2222.0,0.3362868581230032,-0.23170731707317074,0.2021543985637343,15.087274531298382,0.055,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3863,2294.0,0.23274605763708678,-0.25905598243688255,0.13171839515518546,9.574758640718265,0.018,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3904,1844.0,0.3404462548992342,-0.24008069939475454,0.20517241379310344,13.975841224449942,0.053,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3943,2092.0,0.2893672496866202,-0.23567631423508564,0.1691818903891978,12.005955630919035,0.065,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3964,1968.0,0.41977541803998975,-0.19853836784409257,0.2656716417910448,19.45035778361025,0.154,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3976,1924.0,0.41834290626957227,-0.1905940594059406,0.26452599388379205,19.133843720882854,0.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3981,1912.0,0.39566385683156113,-0.17951881554595928,0.2466509062253743,17.57290341958803,0.088,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4026,1978.0,0.35524298477730554,-0.21873074553296365,0.21601268331351567,15.3445047105383,0.127,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4035,2288.0,0.3157571688725511,-0.23408845738942827,0.1875,14.071247279470288,0.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4040,1910.0,0.3431524417392211,-0.2065698041692988,0.20713989207139893,14.377955775674653,0.037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4062,1824.0,0.3975826435462295,-0.18441558441558442,0.24814509480626545,17.284868936348452,0.088,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4064,2008.0,0.3851443955618379,-0.197376267143709,0.2385286310200986,17.32250033405351,0.064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4086,1792.0,0.442053760548788,-0.18518518518518517,0.2837729816147082,20.073804669092645,0.16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4089,1334.0,0.5091519653715295,-0.15099223468507333,0.3415597235932873,21.742094136791643,0.182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4127,1980.0,0.4099758796696733,-0.24371859296482412,0.25787106446776614,18.836947329852737,0.152,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4154,1676.0,0.4435181258636476,-0.18278052223006352,0.28498293515358364,19.512488343755333,0.153,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4171,2138.0,0.3509065313996871,-0.21892816419612315,0.21281296023564064,15.684762734335532,0.072,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4191,1958.0,0.41653113335087255,-0.20122699386503068,0.26307866014301845,19.177694514199036,0.132,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4213,2156.0,0.3807817652191261,-0.20111420612813372,0.23518978361120965,17.659605122098966,0.094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4222,1792.0,0.36314298682327717,-0.20187793427230047,0.22188449848024316,15.058750195378384,0.034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4233,2316.0,0.3438773901229979,-0.21894736842105264,0.20766335956209375,15.87776176003349,0.049,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4238,2338.0,0.20473421460610552,-0.23442449841605068,0.11405835543766578,8.286321860359687,0.031,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4241,2444.0,0.3752256606130686,-0.23621648963075367,0.23096286972938956,18.413405246253173,0.112,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4265,2176.0,0.27656248742050593,-0.24627720504009165,0.16049382716049382,11.555555555555555,0.006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4268,1808.0,0.41823627498479254,-0.19261213720316622,0.2644426362896664,18.54118192501671,0.093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4270,1836.0,0.3404769122871585,-0.22809364548494984,0.2051948051948052,13.947210306175041,0.033,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4277,1938.0,0.4134015586091664,-0.22658227848101264,0.26058756199923694,18.86697139688714,0.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4287,1902.0,0.4580842958584981,-0.21223709369024857,0.29711751662971175,21.85783536264688,0.111,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4293,2166.0,0.35837826669376227,-0.19076415612974162,0.21833273186575244,16.253695135493356,0.084,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4305,2144.0,0.30113910457248494,-0.22865329512893984,0.1772831926323868,12.798815179239265,0.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4309,1584.0,0.1958991059273103,-0.1282051282051282,0.10861001688238604,6.474833319599896,0.052,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4327,1920.0,0.4149538745950849,-0.20225422667501566,0.2618223760092272,18.883910509334857,0.076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4335,2406.0,0.30859003416298947,-0.22880490296220635,0.18246687054026503,13.998907777403375,0.041,"{""type"":""MultiPoint"",""coordinates"":[]}"
