system:index,EVI2,MSR,NDGI,NDVI,RDVI,estimateLAI,.geo
0_811,1.0778887418280994,0.8915437213768271,0.07845303867403315,0.5631220534311158,34.795292998865506,1.109,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_824,0.9691625454694077,0.7757350478808537,0.058257616247995726,0.5184476632959825,31.360727307772674,1.036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_844,0.9287676524874449,0.7350656937627675,0.05384615384615385,0.5013032145960035,29.45769618394626,0.921,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_855,0.9431015426017588,0.7493905950553871,0.04150943396226415,0.5074337427278603,28.225360512892316,0.868,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_858,0.9819592447186389,0.7888543819998319,0.07416383906931653,0.5238095238095238,33.17414368938269,1.062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_882,0.7144671662644482,0.5365178478540994,-0.006085192697768763,0.40491901619676063,23.380347984271467,0.642,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_896,1.1550399054093998,0.9802765784361546,0.07599309153713299,0.5936194454994304,30.460255962739538,1.114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_922,0.9226049593999198,0.7289317809104553,0.029985721085197526,0.4986469864698647,31.79241169798881,1.049,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_945,0.5710894223160116,0.41667806652960027,-0.008797653958944282,0.3348801237432328,17.02956802627828,0.584,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1017,0.8875463236897013,0.6946743587680819,0.012965964343598054,0.48346055979643765,33.20075415311944,0.933,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1026,0.965407910247551,0.7719028301912155,0.03948080043266631,0.5168661588683352,31.337608425817002,0.994,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1045,0.6045615075620737,0.4438293836171822,-0.011620795107033639,0.3516268130145041,25.116100464602788,0.531,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1059,0.6147626391030716,0.4522474156943703,9.389671361502347E-4,0.3567110036275695,20.516310201411265,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1069,1.0085036377960053,0.8165538526571952,0.03934010152284264,0.5348694316436252,30.515695641612883,0.917,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1092,0.7413299395482023,0.5600788934685816,0.024756189047261814,0.4175627240143369,19.72735306069626,0.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1119,0.9029814806707237,0.7097008285302207,0.040804918949133594,0.49019607843137253,28.439822949726054,0.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1127,0.8244266310398575,0.6350676829060061,0.05246252676659529,0.4555521378037527,25.974462768021933,1.013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1130,0.5226945437089978,0.37807204775633535,-0.006347374495095211,0.310126582278481,15.592922769844309,0.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1132,0.8531024235282063,0.6618979396776331,0.06261624302541847,0.46835443037974683,24.97695140055773,0.956,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1138,0.5158421825088493,0.3726229312769491,0.0024600246002460025,0.3065412569474134,20.96616709040045,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1140,0.8597908565819776,0.6681663181381663,0.039473684210526314,0.47128815312984995,29.303361837894755,0.886,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1142,0.6251848096988128,0.4608557823612286,0.023386342376052385,0.36185819070904646,20.698794597741944,0.702,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1156,0.5468322787282244,0.39727626201154376,-0.01818181818181818,0.3225806451612903,13.44043010064494,0.155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1157,1.0018042500111375,0.8095127198187475,0.054958183990442055,0.5320910973084886,30.939164243042683,1.007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1167,0.6135351243670973,0.4512012394587057,-0.00880503144654088,0.3560818948213569,25.133429559315758,0.815,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1174,0.9747525964261985,0.7814289990769873,0.008695652173913044,0.5207846800560486,34.078583252902234,1.075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1186,1.025319977740679,0.8343134634933423,0.031088082901554404,0.5417789757412399,34.61030649046439,0.999,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1212,0.6062823911065396,0.44527158233808495,0.022569444444444444,0.3525014376078206,20.788620986183478,0.517,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1218,0.42229431886306734,0.3004605688746165,0.012116892373485389,0.2568364611260054,15.685959637800716,0.394,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1230,0.8497795048683577,0.6587362883354062,0.03317020119630234,0.4668665667166417,26.96129159327889,0.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1234,1.0406613234862157,0.8507911478231778,0.02965599051008304,0.5480662983425414,32.975195767600866,1.059,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1249,0.8306418087045506,0.6407871313560004,0.031545741324921134,0.45831495368328184,30.860629834043564,0.876,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1254,0.9572674995042634,0.7636276573191979,-0.024062674874090653,0.5134272799787291,31.48695091047918,0.982,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1263,0.8712902436466599,0.679089951638515,-0.009208103130755065,0.47634973721930246,30.819496686599038,0.922,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1272,0.9639316381134111,0.7704034450398461,0.05990286022665947,0.516245487364621,30.979030988893605,0.959,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1316,1.001669449081803,0.8093325317714032,0.02313624678663239,0.5320197044334976,33.899300311014606,0.992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1329,0.8743070307237967,0.6820428926406504,0.031496062992125984,0.47770700636942676,25.394969159239515,0.896,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1335,1.177764740393077,1.007532983351776,0.06854130052724078,0.6024006001500375,31.10394450613877,1.052,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1338,1.0280780221145485,0.8372800783017275,0.05749718151071026,0.5429196282121378,32.83654034196211,0.935,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1339,1.1444996080480794,0.96777314432863,0.08955223880597014,0.5895020188425303,32.13732311522092,1.079,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1355,0.886105492453711,0.6932847116637232,0.05572755417956656,0.4828317083509962,33.164599072257296,1.083,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1366,0.5323843143273732,0.38578425808285494,-0.018581081081081082,0.3151618398637138,13.225536704586366,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1379,1.0842280064879897,0.8988334433213562,0.0681081081081081,0.565743073047859,25.205742818507566,0.886,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1380,0.979457856840322,0.7863933927435754,0.0589171974522293,0.5228098506257569,26.01996841966483,0.689,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1415,1.0828625235404896,0.8971860922147701,0.08392156862745098,0.5651526433358154,29.289959245170824,1.104,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1418,0.8918787288445149,0.698901437523849,0.005866666666666667,0.4853672004417449,29.210880479310916,0.916,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1422,0.7317594818104046,0.5515939168042825,0.00825643516270034,0.4130497269330267,24.362932040350962,0.562,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1458,1.0018214936247725,0.8094920843638768,0.04435483870967742,0.5320829220138203,33.86990965240086,1.027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1524,0.6108202443280977,0.4490054721213263,0.02702702702702703,0.3547589616810878,20.18076529792388,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1538,1.1625444689141113,0.9891988409219713,0.07089241034195162,0.5965229989134372,31.3444313907659,1.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1541,0.9542145352017841,0.7605502086100916,0.03678929765886288,0.5121400338791643,30.479862556396217,1.101,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1544,1.0300233948531323,0.8394180184548974,0.07317073170731707,0.5437392795883362,29.356886043099205,1.031,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1556,0.85759507300056,0.6661091598216102,0.03600214938205266,0.47032772364924713,27.372103751324097,0.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1597,0.9744119691260928,0.7810876425998284,0.06881822496440437,0.5206450036647936,33.309075382088814,1.034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1613,1.0524696783265954,0.8636850213660106,0.05142857142857143,0.5529049634474797,28.187309777167957,1.036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1631,0.7354190020041442,0.5547824956687577,0.018473895582329317,0.41475095785440613,26.80202714355449,0.745,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1637,0.45089421036677785,0.32228123822278254,-0.01727447216890595,0.2723112128146453,12.728910857756604,0.118,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1642,1.1732348111658457,1.0021041562894721,0.10377358490566038,0.6006725514922236,29.297799850541466,1.099,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1644,1.0166321011752268,0.8251033754290006,0.007518796992481203,0.5382131324004306,32.808935746239335,1.067,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1709,0.7412646507697396,0.5599335049816951,0.016593886462882096,0.4174857734092085,25.958082330604903,0.506,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1717,0.9242098295548569,0.7305036426262895,0.06197654941373534,0.49932945909700494,33.39913189923817,1.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1776,0.8239557691556285,0.6346107879696256,0.02559150169000483,0.4553306342780027,27.715388866602442,0.825,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1801,0.6877749917206795,0.5135349395763993,0.013683634373289545,0.3922428330522766,21.358333615706016,0.664,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1852,0.9170960547565947,0.7236804750780491,0.0,0.4963579604578564,21.76064094361182,0.674,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1856,1.156853725850966,0.9824472470607233,0.08687943262411348,0.5943284757778653,29.947314903823994,0.847,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1872,0.8703854564164129,0.6782594584400233,0.0849539406345957,0.47596717467760846,27.80235047035477,1.057,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1877,0.8227025750059059,0.6334820087940645,0.03690888119953864,0.4547828925889651,25.169675591402214,0.745,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1883,0.962761222500106,0.769217046216682,0.08180839612486544,0.5157536190746523,30.612486437051192,1.026,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1910,0.8221999098397608,0.632993161855452,0.0636849781234808,0.45454545454545453,27.0100991213556,0.983,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1920,0.907179997787366,0.7137700761816761,0.023076923076923078,0.492,31.116812176056854,0.979,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1931,0.6168462847419172,0.453989734036038,0.02882984737139627,0.3577570093457944,18.503336400334003,0.494,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1934,1.0797755793108028,0.8938007058083169,0.048249763481551564,0.563935847420893,27.086537938514436,1.051,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1936,1.032279509528734,0.8418188616074318,0.018207282913165267,0.544657356284508,30.222349122613217,1.003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1955,0.6894021319326432,0.5149397089140209,0.0488786658999425,0.3930275229357798,20.516639029437062,0.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1960,0.994344520674949,0.8016862375089951,0.0641842234198922,0.528976572133169,33.684636664593064,1.01,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1963,1.1295648247445957,0.9503468639365794,0.07828894269572235,0.5836675173168064,30.568802646230797,1.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1966,0.9903390652392854,0.7975239739638496,0.06575073601570167,0.5273088381330685,33.46646040731881,1.112,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1977,1.0545739208230822,0.8658989649411409,0.05,0.5537287140340575,32.31613149292831,1.062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1998,0.7918284653047442,0.6051388065321,-0.005067567567567568,0.4407894736842105,28.756235021844898,0.832,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1999,1.0085171002244817,0.8165556775077307,0.021485573971761818,0.5348701488182084,31.311610989915163,1.043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2020,1.0984224158229339,0.9146055169967222,0.014084507042253521,0.5713410900183711,32.6515309591186,1.109,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2028,0.8703116171932723,0.6781914463529615,0.018363939899833055,0.47593582887700536,27.612482645734023,0.832,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2035,0.9825980935491021,0.7895486783124088,0.05516431924882629,0.5240910434525569,30.48300214941736,0.861,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2039,0.526325595260275,0.3809062555718138,-0.002413515687851971,0.311982330204307,18.776049454847175,0.451,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2050,0.7979030674137833,0.6107503203527834,0.023943661971830985,0.44359694901645924,22.139887729236285,1.036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2055,0.6746109907425645,0.5022918271577442,0.016245487364620937,0.38591549295774646,22.99356921732928,0.598,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2064,1.1277207905929447,0.9481655055998971,0.06791907514450866,0.5829291949563531,32.4194592568461,1.102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2073,1.0412433969930923,0.8515096506536554,0.05060240963855422,0.5483377913641574,28.051109258059046,0.776,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2089,0.454111589969051,0.32469154609957873,0.005379557680812911,0.27399650959860383,18.55100040579608,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2154,1.0888860303576022,0.9038923818195154,0.04017857142857143,0.5675494468655716,30.997761427938837,1.007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2178,0.9151732377538829,0.7216569240422332,0.029850746268656716,0.49547218628719275,27.551105048472724,0.94,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2182,0.6942868811544222,0.5191090506255,-0.011345218800648298,0.3953488372093023,21.997885733501437,0.633,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2183,1.01308388359012,0.8213957608061234,0.030508474576271188,0.5367670877874959,29.82319675125188,1.039,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2201,0.6850140013850834,0.5111247084023696,0.0104675505931612,0.390893470790378,26.67257237010499,0.755,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2231,0.5970623951888048,0.4377703093791788,0.012755102040816327,0.34793597304128054,16.952731748367217,0.222,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2236,0.7385928438560018,0.557580283012137,0.01984469370146678,0.41623843782117165,25.96740782731881,0.741,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2239,0.7896188347316168,0.6031174535839755,-0.003620564808110065,0.4397736459175424,30.93456729156838,0.909,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2263,0.972011581414587,0.7786744683752922,0.041666666666666664,0.5196560196560197,29.652284654946662,0.959,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2276,0.4022498487265527,0.2853691738343029,0.008291873963515755,0.2459016393442623,11.993850883531671,0.104,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2297,0.7663230240549829,0.5822044073117904,0.03627504060638874,0.4291212315586915,23.961723807471138,0.663,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2302,0.9063222217869875,0.7129417033270179,0.06405867970660147,0.49163346613545816,30.166430776887296,1.026,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2308,0.7909865301498049,0.6044041681771773,0.027904616945712835,0.44042056074766356,25.771189448829805,0.84,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2360,0.7968991663208723,0.6097630570402826,-0.013358778625954198,0.44310435238594653,27.365057199506264,0.783,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2364,0.6151388056720591,0.45255289401450366,-0.0018050541516245488,0.35689455388180763,20.968883861149763,0.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2366,0.6677437351806221,0.4964899600890242,0.006430868167202572,0.3826173826173826,20.967292925587046,0.593,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2370,0.8857602574416734,0.6929564952813331,0.02074688796680498,0.48268303375712407,32.60165701821285,0.912,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2381,1.1184760145978982,0.9374522561667359,0.06573957016434892,0.5792769712496442,34.33407398624617,1.022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2406,0.5627752705127508,0.4099882360415835,0.04009163802978236,0.3306709265175719,16.54676787643283,0.211,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2411,0.9354568541632896,0.7417731947551881,-0.014903129657228018,0.5041863851474335,26.425331472456417,0.823,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2437,1.0785489255654301,0.8923192149454483,0.037237643872714964,0.5634019035922628,32.15342117243206,1.113,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2476,0.5260451686904244,0.3806894063464362,-0.019097222222222224,0.3118405627198124,18.215333066784158,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2489,1.036556180447529,0.8463581014262108,0.02924634420697413,0.5463863337713535,33.70366727688018,1.045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2491,0.7268941955229724,0.5473196024798593,0.04013104013104013,0.4107591754650578,25.907151381614778,0.757,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2496,0.9395708790954169,0.7458464416952019,0.05658129839189994,0.5059263880224579,28.646336613473398,1.023,"{""type"":""MultiPoint"",""coordinates"":[]}"
