system:index,B2,B8,GVI,NDGI,RDVI,estimatefCOVER,.geo
0_3058,488.0,2588.0,2.3523316062176165,0.003248862897985705,31.43863513948532,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3059,390.0,2472.0,2.8867924528301887,0.047775947281713346,34.29494060090602,0.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3090,392.0,2609.0,3.0512422360248443,0.024661893396976928,35.16395931576844,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3102,67.0,879.0,4.86,0.3574660633484163,26.214981654731226,0.279,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3105,596.0,2310.0,1.6220204313280364,0.03830288744843842,26.721209415547765,0.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3111,618.0,2287.0,1.662398137369034,0.009400705052878966,25.81041719505416,0.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3112,418.0,2546.0,3.0094488188976376,-0.05011219147344802,32.3558569324398,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3134,145.0,835.0,2.5836909871244633,0.21038961038961038,21.740129530805717,0.268,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3140,514.0,2655.0,2.352272727272727,-0.009380863039399626,31.40786641576111,0.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3156,70.0,960.0,7.0,0.1650485436893204,27.023748496305746,0.318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3163,471.0,2164.0,2.1002865329512894,0.04256908140403286,28.75633077627942,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3171,155.0,881.0,3.4948979591836737,0.10422535211267606,22.388269593352128,0.305,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3182,392.0,2488.0,2.815950920245399,0.08036454018227009,35.0413539083917,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3183,415.0,2120.0,2.3491311216429698,-0.04524886877828054,26.90537856382982,0.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3191,105.0,1222.0,5.397905759162303,0.29931972789115646,30.741294211716603,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3192,66.0,802.0,4.276315789473684,0.3217391304347826,24.406035021169362,0.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3224,139.0,822.0,2.8232558139534882,0.07769423558897243,20.11507648970987,0.217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3240,523.0,2370.0,1.951432129514321,0.0012468827930174563,27.862804169659295,0.275,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3248,504.0,2570.0,2.5350756533700136,-0.02807486631016043,31.167753703458274,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3262,196.0,1831.0,3.975543478260869,0.09850746268656717,33.106407598794455,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3274,767.0,1758.0,0.9752808988764046,-0.008356545961002786,16.529642009563485,0.318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3291,91.0,795.0,4.371621621621622,0.27586206896551724,23.981434798966156,0.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
