system:index,GVI,MSR,NLI,RDVI,SGI,estimateLAI,.geo
0_6,4.175373134328358,1.783631324718722,0.9998139242848559,30.526081221443842,7.748603351955308,1.688,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_26,3.2902374670184695,1.530133356791615,0.9998078763147047,31.642820435390757,6.4015748031496065,1.772,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_28,4.2507374631268435,1.8706690406141806,0.9998636628736332,35.007127817003095,8.24074074074074,1.753,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_44,4.298932384341637,1.844712868524313,0.9998340327559808,31.905278593860032,8.092391304347826,1.738,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_52,4.02112676056338,1.806858214921807,0.9998219955479218,31.057136658083596,7.878453038674033,1.702,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_55,3.8530465949820787,1.822181050597736,0.9998145608965653,30.32907875905075,7.964705882352941,1.767,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_87,3.5123456790123457,1.5956361819292189,0.9997969743565513,30.383933954070407,6.7373271889400925,1.626,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_96,3.3641618497109826,1.3475410337434974,0.999759688542318,29.263148131481387,5.510948905109489,1.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_102,3.7653958944281527,1.7751435640247275,0.9998402021178142,32.999933980260096,7.701421800947867,1.682,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_120,3.624605678233438,1.5639795302205777,0.9997924982052956,30.245189078658264,6.573991031390134,1.63,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_148,4.052631578947368,1.4806946917841692,0.9998307434917618,34.036034036051056,6.153846153846154,1.637,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_166,2.5430016863406406,0.9352255783798659,0.9997458526643113,29.848100289785464,3.7450980392156863,0.897,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_195,4.018072289156627,1.8301263902192397,0.9998501313512244,33.68005024370297,8.009615384615385,1.752,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_225,4.23021582733813,1.8500710566463006,0.9998306764193265,31.5512879641768,8.12290502793296,1.778,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_233,4.088414634146342,1.7419004391148154,0.9998406193160055,33.27536030435212,7.518018018018018,1.778,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_240,4.062176165803109,1.6464285800661012,0.9998538653020445,35.44626253907811,7.003584229390681,1.614,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_244,4.473118279569892,1.8424223963663597,0.9998379016757879,32.2996243672544,8.079365079365079,1.754,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_246,4.258485639686684,1.7778544050733547,0.9998713162742758,36.752866375470454,7.716475095785441,1.729,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_251,3.951672862453532,1.7432505771098563,0.999800496054725,29.73290644464687,7.52542372881356,1.689,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_255,3.992248062015504,1.6824486437315036,0.9997842233517347,28.954527967888154,7.195530726256983,1.698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_259,4.1063829787234045,1.8051474932731064,0.9998235109459379,31.201539134508927,7.868852459016393,1.712,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_271,3.9591194968553456,1.8437966676925914,0.9998431923780238,32.83040076585957,8.087179487179487,1.737,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_280,4.5,1.7852997570893703,0.9998251157687589,31.47663968967854,7.757894736842105,1.684,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_288,4.307142857142857,1.7326428020173228,0.9998197786175027,31.352963314579075,7.467336683417085,1.639,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_312,3.614583333333333,1.605623155917091,0.9998337709318859,33.51164718128243,6.789272030651341,1.768,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_323,3.6483790523690773,1.816365546873669,0.9998647377307769,35.55616108014902,7.931914893617021,1.642,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_339,4.375,1.8111746126312933,0.9998269110308664,31.466185433632983,7.902702702702703,1.763,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_379,3.3913934426229506,1.4263888058929546,0.9998414914780985,35.53029236171769,5.887362637362638,1.647,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_387,4.620689655172414,2.000920669041162,0.9998637602692578,34.04937623639007,9.005524861878452,1.708,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_393,3.7555555555555555,1.7787856132735542,0.9998271097291772,31.701324818875747,7.721649484536083,1.776,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_400,3.184,1.3042666230388273,0.9996399567582583,24.080867379999614,5.309644670050761,1.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_405,2.8294243070362475,1.24294724078164,0.9997786714271942,31.012642942749537,5.030812324929972,1.504,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_408,4.0979020979020975,1.7922735259731033,0.9998240787299425,31.337373901453738,7.7967914438502675,1.764,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_413,4.444444444444445,1.9225475879221752,0.999874252363969,36.0470845935189,8.541284403669724,1.708,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_416,4.1269349845201235,1.794874014104568,0.9998453992418729,33.41017552623437,7.811320754716981,1.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_437,4.075409836065574,1.884888324556306,0.9998447729804839,32.70789244775185,8.32258064516129,1.766,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_448,3.9714285714285715,1.7964664702265112,0.9998775232447809,37.524463358167715,7.820224719101123,1.509,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_475,3.223958333333333,1.5420761976035082,0.9998092078133581,31.678788624124156,6.46215139442231,1.698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_516,3.617647058823529,1.5110198891156033,0.9997979838135544,30.97322790118946,6.305220883534137,1.784,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_532,4.17359413202934,1.799470849470849,0.9998794030720057,37.791704230342624,7.837037037037037,1.68,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_534,3.709677419354839,1.7142167336202576,0.9998309719808921,32.499527661884784,7.36697247706422,1.699,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_535,3.774410774410774,1.7912736861885814,0.9998189870635426,30.9,7.791208791208791,1.768,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_536,4.060869565217391,1.9399939381630777,0.9998674852839784,34.98265924195306,8.643564356435643,1.669,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_538,3.7182044887780545,1.8806675639571961,0.9998726218556314,36.13977059788737,8.298245614035087,1.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_549,3.8746518105849583,1.9729419500528158,0.9998707022370472,35.16391654372484,8.83838383838384,1.792,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_589,2.6057347670250897,1.1359677611434098,0.9997821461078377,31.71957874088791,4.562358276643991,1.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_596,3.443768996960486,1.64484693526956,0.9998044584411034,30.65228437494917,6.9952153110047846,1.693,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_597,3.948630136986301,1.890086703901695,0.9998343069000162,31.622620246406765,8.352601156069364,1.794,"{""type"":""MultiPoint"",""coordinates"":[]}"
