system:index,B8,GVI,NLI,RDVI,SGI,estimatefCOVER,.geo
4_193,1704.0,3.8825214899713467,0.999835391229934,33.2354240570073,7.129707112970712,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_207,1896.0,4.432664756446991,0.9998642581764977,35.711094116403856,7.770491803278689,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_216,1548.0,4.26530612244898,0.9998689734571103,33.68720181289038,9.859872611464969,0.394,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_223,1540.0,4.62043795620438,0.9998600199176478,33.26574233547373,9.27710843373494,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_243,1564.0,4.546099290780142,0.9998495675065814,33.00717625321085,8.5,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_248,2392.0,2.528023598820059,0.9998084656772591,34.00848233526894,4.364963503649635,0.392,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_260,2186.0,2.7176870748299318,0.9998384593204159,35.492535302629456,5.66321243523316,0.406,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_282,2094.0,2.821167883211679,0.9998111852231913,33.54636868089661,5.057971014492754,0.395,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_293,1714.0,3.670299727520436,0.999875424569066,35.15131085347993,9.366120218579235,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_322,1808.0,3.7704485488126647,0.9998611234743848,35.04690433812242,7.964757709251101,0.401,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_336,2242.0,2.793570219966159,0.9998054526180647,33.54448016284983,4.584867075664621,0.393,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_348,1764.0,4.745928338762215,0.9998881701356419,36.11771260872825,10.137931034482758,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_366,1692.0,4.320754716981132,0.9998679731042353,34.65489463969034,8.952380952380953,0.393,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_413,1738.0,2.9680365296803655,0.999797414720535,31.673975192592714,5.6797385620915035,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
