system:index,GVI,MSR,NLI,RDVI,SGI,estimatefCOVER,.geo
0_1943,4.009463722397476,1.9457758958235944,0.9998548728809359,33.38620407065346,8.6775956284153,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1957,3.658823529411765,1.9340578815309544,0.9998533420477914,33.295604590814584,8.608695652173912,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1965,2.980952380952381,1.0957800983560988,0.9998184602985232,34.907984645498985,4.392294220665499,0.365,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1970,4.369337979094077,1.748439842642995,0.9998282022076859,32.00616881800877,7.553921568627451,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1981,3.2233009708737868,1.3245917293310956,0.9995746709974493,22.08090669218942,5.403726708074534,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2029,3.8275862068965516,1.9217435489538877,0.9998326670625519,31.253603372813927,8.536585365853659,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2031,4.423664122137405,1.4232005336839708,0.9997603346995246,28.911304012433245,5.871900826446281,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2040,4.08550185873606,1.7800743801779897,0.9998108571217904,30.30034124579541,7.728813559322034,0.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2047,4.135231316725979,1.922064602034243,0.9998376886869015,31.73123016433393,8.538461538461538,0.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2067,3.8090909090909095,1.7891596879178293,0.9998380163674933,32.67942355088429,7.779411764705882,0.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2090,3.615384615384615,1.4546088491876785,0.9997695095906673,29.310124240030973,6.02510460251046,0.323,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2106,3.714714714714715,1.7606809347153776,0.9998328672276162,32.366287655160214,7.621359223300971,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2133,3.6814404432132966,1.7716093126229355,0.9998459556352229,33.63571400378625,7.681818181818182,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
