system:index,EVI2,GI,MSR,NLI,RDVI,estimatefCOVER,.geo
0_461,1.3024771368906172,1.0895140664961638,1.168125287760629,0.9997685455812777,30.64880153353312,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_470,0.8674974679642434,1.0160550458715596,0.6755116978228723,0.999709021792666,27.35187929932456,0.286,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_500,1.2760992976041565,1.0903010033444815,1.1327200902316252,0.9996767391084594,26.049068086239537,0.223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_528,1.169762137504073,1.18125,0.9979155804654677,0.9997385290516013,29.336684687391184,0.304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_547,0.9230704237252334,1.0364464692482915,0.7294185099876568,0.9997453874677855,29.529723436057534,0.329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_662,1.0351623045923566,1.038560411311054,0.8448845415695706,0.9997781162756275,31.948312751731173,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_664,1.1035150152962478,0.9467680608365019,0.9204720585722287,0.9997205194512617,28.474287998962343,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_741,1.0004357198550657,0.9323797139141743,0.8080875958388378,0.9997566827217047,30.455097200250375,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_754,1.170717697563335,1.2746615087040618,0.9990326480691659,0.9997577815034554,30.47819298734599,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_826,0.9907618849906581,1.0058479532163742,0.7979845766890483,0.9997761941514427,31.7330369077699,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_882,1.2844190732034924,1.328981723237598,1.143665146681404,0.9997527423488121,29.745608301940134,0.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_936,1.2128286641499435,1.3522975929978118,1.0507777251324295,0.9997526079694338,30.035882981835723,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_963,0.8385141842119013,0.9318181818181818,0.6482043380925049,0.9996377523989218,24.352448062129298,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_983,1.044107161047163,0.8720238095238095,0.8548520670059353,0.999497258863805,21.228995296218407,0.195,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_986,0.8608082956660462,1.053793103448276,0.6691934868527746,0.9996447058102852,24.71716143121531,0.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1006,0.8872182023505794,1.039691289966924,0.694403525612331,0.9997325163531451,28.639565679341903,0.301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1018,1.3733894694126,1.2183908045977012,1.2692345157247018,0.999711058968879,27.032794206608063,0.262,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1041,0.9391939032898621,1.1330409356725146,0.7455038314856242,0.9996850640231689,26.610007244439693,0.281,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1066,0.7447535197905203,0.9448529411764706,0.5630146211351809,0.9996920486857441,25.651677185815256,0.217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1091,0.996683685642029,0.9406207827260459,0.8041786853704207,0.9997452945225432,29.758734895303967,0.292,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1104,0.769984600307994,0.948394495412844,0.5854846161000454,0.9996371003317702,23.846769326487497,0.289,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1137,0.8959267156969408,1.1141868512110726,0.7028370383682504,0.9997256790511343,28.325071433180266,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1139,1.0760661788939423,0.9251968503937008,0.8896735542765801,0.9996912890021099,27.102669503742852,0.261,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1148,0.957747955546236,1.0809248554913296,0.7641254854243502,0.99976130454105,30.63349966390881,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1151,0.9047998454778116,1.135135135135135,0.7114949398741818,0.9997000551828978,27.129277675110927,0.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1164,0.8995437186926548,1.0276679841897234,0.7063780223632208,0.999689243845114,26.629457170996936,0.197,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1215,1.2859304084720122,1.2695852534562213,1.1456203382576098,0.9997825889844751,31.714287831064077,0.323,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1240,1.113192136540303,1.1416234887737478,0.9314683399389513,0.9997518312092185,30.208965542099712,0.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1253,1.0677288423093234,1.1546762589928057,0.8804178320313767,0.9997123427715257,28.076732968406827,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1311,1.2593383137673424,1.3414634146341464,1.1103692891495,0.9997540997863067,29.9452093581972,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1356,1.031912110907664,1.2454545454545454,0.8414421226063803,0.9997364903387777,29.31283398146356,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1375,1.1022488836283426,1.1718494271685762,0.9189809079407009,0.9997586464132427,30.642205771686076,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1438,1.2464316537210383,1.3738738738738738,1.0935335877130996,0.9997655358877952,30.723520762332445,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1444,1.2343766139861585,0.9756944444444444,1.0783273188899878,0.9996278646667838,24.42465902870309,0.132,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1469,0.9155656926453501,1.0311778290993072,0.7220214771214198,0.9997373963117221,29.044199442539437,0.284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1486,0.8936866787594566,0.9918032786885246,0.700668004862638,0.9997200804883317,28.029209450692797,0.247,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1549,0.7600657354149548,1.0325047801147227,0.5765974932847445,0.9996905804220234,25.7360968543128,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1610,1.0236047533176125,1.1118508655126498,0.8325362428135039,0.9997638823278813,30.9560513598861,0.331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1704,0.6826518136122808,0.9353813559322034,0.5091528659752649,0.999591646400389,21.681391578693077,0.169,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1712,0.9326636748731283,1.0,0.7389338069584291,0.9997511974155101,29.912893047705378,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1722,1.0785545195420068,1.01878612716763,0.8923331777177426,0.9997746359980564,31.72136180797857,0.297,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1727,1.2838155333288581,1.3591549295774648,1.142790072726362,0.9997773341884537,31.348773372167955,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1764,0.8824823136981783,1.0096339113680155,0.6898199103690809,0.9997637239831766,30.4451235377094,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1808,1.2921643753286758,1.3835978835978835,1.1541150480444726,0.9997542976781131,29.800588029505647,0.281,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1829,1.0387780151838888,1.0145502645502646,0.8487805218547221,0.9997735785314111,31.63027428741341,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1912,1.2752399867593511,1.3264367816091953,1.1313208898784302,0.9997772093343655,31.383692040433353,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1927,1.2056173820879703,1.1218905472636815,1.0418506872089648,0.9997138156559922,27.94773755867728,0.224,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2001,1.351095993953137,1.3271028037383177,1.2381567850337303,0.9992554009526693,16.918108494253374,0.209,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2008,0.9887190493639743,1.150220913107511,0.7959207581798443,0.9997168933569798,28.20974693678966,0.271,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2038,1.2053856524515718,1.1608391608391608,1.0415269206728985,0.9997316547052846,28.862677062235882,0.227,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2071,0.9049744568863203,1.094910591471802,0.7116800791210874,0.9996795681972097,26.248382785991673,0.281,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2103,1.0455286964259232,1.0664739884393064,0.856094476367599,0.9997565158401928,30.507540264726376,0.277,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2177,1.3062133391266566,0.9612403100775194,1.1745533266725459,0.999306878292664,17.693871021303917,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2182,1.0946309419127915,1.1392801251956182,0.9103539643664413,0.9997650244177874,31.0602990061601,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2193,0.9639321484397614,0.8846153846153846,0.7704845056129083,0.9996738585047666,26.223724390906654,0.284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2199,1.058122780836721,1.077389984825493,0.8698145291158875,0.9997517458314301,30.220390824735045,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2288,0.9619910567192281,0.911062906724512,0.7686103715688269,0.9995566934718065,22.48793686082468,0.205,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2321,1.0112535167239762,0.8875,0.8195368327446096,0.9996742174528691,26.336959957780433,0.231,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2377,0.8626008020094301,0.9633867276887872,0.6708566706124068,0.9997064392253623,27.202918832349525,0.292,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2462,1.1809369951534734,1.2354166666666666,1.0114256966970798,0.9997454825809339,29.707103082858104,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2489,1.1305963385898135,1.2870544090056286,0.9515712628536648,0.9997413520976806,29.569739411773966,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2501,1.2709617551534436,1.0344036697247707,1.1256407560670292,0.9997753350908037,31.273576310179095,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2517,0.9728447523138716,0.8492706645056726,0.779588938750695,0.9996768561719293,26.368193007661784,0.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2534,0.7584672526017724,0.9497307001795332,0.575166344411702,0.9997084078782223,26.495983328469766,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2539,1.118077817587529,0.9941972920696325,0.9371158444891691,0.999725300781033,28.707959299590197,0.305,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2542,1.2719878948363914,1.3013100436681222,1.1269737815142218,0.9997866613005928,32.08804586987241,0.309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2557,0.9991683223213048,1.0078534031413613,0.8067644854156177,0.9997543724279835,30.308927100793717,0.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2581,0.8487791047949818,0.9616788321167883,0.6577621006892852,0.9997584104465439,29.893742363944803,0.319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2609,0.95701720418211,1.1554878048780488,0.7634500553066355,0.9996847863274148,26.654844065688547,0.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2638,1.1004664228547199,1.0193236714975846,0.9169554497841954,0.99976152737683,30.828054247624095,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2689,0.945518453427065,0.9576923076923077,0.7519220214469505,0.9995917944402403,23.391304347826086,0.143,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2692,0.8942912211463449,0.9951397326852977,0.7012610575409127,0.9997099430159617,27.53798114634086,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2784,1.161758403232719,0.830739299610895,0.9882925823419724,0.9997510617410471,30.084484339233416,0.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2816,1.1127705415728137,0.93993993993994,0.931250819994578,0.9995683444844341,22.90464706435917,0.085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2827,0.9324495312589867,0.9329173166926678,0.7387929537577042,0.9996587235141362,25.53961258083943,0.171,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2851,1.0295812524010757,1.051111111111111,0.8390818965511628,0.9996115556161721,24.14022591235201,0.228,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2930,1.3248171887695224,0.8986928104575164,1.199227434166267,0.9997206380043694,27.77968837525367,0.255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2934,1.188529845483106,1.2952182952182951,1.020683073408614,0.9997506335902775,29.991743921894283,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2941,1.3631193573612,1.3537234042553192,1.2538383336083696,0.9997938865433129,32.08390683606451,0.241,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2979,1.2379165821672413,1.3189066059225512,1.0825776913591236,0.9997578368598226,30.26575278627672,0.304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3010,0.7640177839167782,0.9556025369978859,0.5801356753907895,0.9996609312919915,24.61957224169352,0.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3012,0.9873949579831932,0.8690909090909091,0.7949423895540998,0.9992996048497907,17.93185012549854,0.253,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3036,0.9306676142301744,0.986409966024915,0.7369477661889711,0.9997511897735898,29.90427826368575,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3038,1.1323283082077051,1.1979166666666667,0.9536291016123472,0.9997140051669733,28.11789318130036,0.278,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3055,1.0809610620296357,1.0182072829131652,0.8950030117564,0.9997828074119252,32.31225397846776,0.312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3094,1.0257420541108484,1.15,0.8348478592697179,0.9997326822661415,29.096050465170627,0.318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3117,1.0538713641950022,0.8722891566265061,0.8653466359605005,0.999602023637878,23.8657825823476,0.154,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3182,0.9722034356824022,0.9473023839397742,0.7788665981186259,0.9997494215394667,29.942321775762313,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3209,0.8812535315338811,0.95662100456621,0.6886675734187535,0.9997192703593083,27.92404381318819,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3227,0.9515384283433305,1.0118483412322274,0.7578530636446633,0.9997518562271445,30.02362916482807,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3263,1.1841896815757513,1.081911262798635,1.0152998404949511,0.9997931151109641,32.94100654715717,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3271,0.913587207216442,0.9848901098901099,0.7201137197264631,0.9996862369204326,26.562719566794694,0.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3290,1.290582041532612,1.1134020618556701,1.1538744758532145,0.9990424339945804,15.09319010575815,0.241,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3307,0.7880033733923677,0.9905759162303664,0.6017006668469643,0.9996818498681176,25.620207012086063,0.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3322,1.133428981348637,1.1732142857142858,0.9548474547720013,0.9997554670579194,30.407114177320288,0.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3350,1.0541459586712005,1.2261538461538461,0.865475810617763,0.9997459594856187,29.872347461442377,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3374,1.232624222409953,1.0231958762886597,1.0758801387641492,0.9997224578786912,28.28990008115868,0.293,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3381,1.3678941867009728,1.1993957703927491,1.2609251374915953,0.9997687897610886,30.25939104503284,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3412,0.9285272436723542,1.2147838214783822,0.7348668251414258,0.9996921214655963,26.874788573485844,0.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3437,1.0192564610494312,1.1455026455026456,0.8279140683494509,0.9997630625853257,30.89612247373849,0.329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3495,0.7095354851711282,0.937799043062201,0.5322164991668049,0.9997106729161932,26.083477234819775,0.263,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3531,0.7916646899758052,1.0295159386068478,0.6050392897389357,0.9996442649482745,24.256695086517944,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3566,1.1181389932779338,1.1530944625407167,0.937122349451028,0.9997686959764778,31.285569202134972,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3573,1.0157575757575756,1.0958333333333334,0.8242197723349504,0.9997491960339533,30.024465847410777,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3581,1.113471028132472,1.1279251170046802,0.9317529000290568,0.9997759644059518,31.794349281355956,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3595,1.214262241209333,1.1717391304347826,1.052569969151081,0.9997550783962107,30.182127172669965,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3621,1.203254255828263,1.3071748878923768,1.0388601405309144,0.999740528867327,29.358829499236126,0.314,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3641,1.0013631120897557,0.8303571428571429,0.8093671611393647,0.9994447822753351,20.161188893625713,0.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3642,0.9418566699305265,1.1374045801526718,0.7481360484143972,0.9997275747393157,28.620828417822906,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3687,0.8541995087436303,1.0284090909090908,0.6628744736604489,0.9997523294168859,29.561244953812686,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3690,0.98092014156024,1.0732758620689655,0.7883724058676831,0.9991575828437389,16.341454070856038,0.133,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3707,1.1897001303780965,1.2717149220489978,1.0221490696010016,0.999733637465166,29.01572048064533,0.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3740,0.8703303226900733,1.011061946902655,0.6782048985198229,0.9997211176272787,27.955264470117303,0.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3743,1.0335741501311295,0.9784791965566715,0.8432084807711797,0.9997514318967083,30.182917070275458,0.265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3762,0.6671153270948169,0.9801783944499505,0.49594761492526696,0.9996042805936889,21.8518329156922,0.226,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3769,0.907133067937088,0.9651567944250871,0.7138501188742138,0.9995962253400253,23.39109580228892,0.218,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3782,0.8784287244446514,1.0793650793650793,0.6859688142106433,0.9996978084470841,26.899293174875663,0.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3803,1.2115548560561347,1.2922077922077921,1.0491789085226793,0.9997545205153369,30.156985871203542,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3807,1.1367803447011366,1.1797385620915033,0.9587244081773073,0.9997780081527594,31.908314598871254,0.33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3810,0.8829236739974127,1.1673469387755102,0.6903085094570333,0.9996667222129645,25.636345726765,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3826,1.0807327001356852,1.2227642276422763,0.8947938944484238,0.9997477377925088,29.98198183670545,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3845,0.8988944277182765,1.0851900393184797,0.705745437257113,0.9996904139708912,26.676750384233245,0.288,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3865,1.179084559032313,0.9414990859232175,1.0091199743414998,0.9997756270700402,31.645271850467932,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3887,0.9040418372724695,0.9319654427645788,0.7107208640599498,0.999747856576682,29.58577245557701,0.319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3899,1.0292319338496478,1.1632996632996633,0.8386058252032655,0.9997054052190888,27.720161957306047,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3902,0.9327278393660122,0.9685990338164251,0.7390096576419525,0.9997359207149787,29.034979111492433,0.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3919,0.9536247597457002,0.8319783197831978,0.7599889134905812,0.9997175948726249,28.150107840443017,0.295,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3936,0.9233171711876992,1.0742049469964665,0.7296690451902299,0.9997368441036883,29.047437316148663,0.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3942,0.9442171111424674,1.1028277634961439,0.7505048849360834,0.9997262603897025,28.560421210287583,0.291,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3991,0.7871693661812078,0.9628378378378378,0.6009569210516137,0.9996572132673907,24.675799268356794,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4011,1.0823721810982958,1.2598967297762478,0.8966407481035014,0.9997340158276605,29.197945646078068,0.324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4027,0.8841963885987167,1.0785340314136125,0.6915249169026797,0.999680291921931,26.181142133028317,0.288,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4030,0.953757860943753,1.0096735187424426,0.7600978317318702,0.9997480452561903,29.80325472709517,0.293,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4076,1.2095769206804161,1.2361396303901437,1.0466830981644704,0.9997659827870008,30.8936224517542,0.309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4117,0.9736135742702391,1.0520694259012016,0.7803256478942459,0.9997342381300867,29.07819021764686,0.267,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4184,0.8374172687313697,1.062015503875969,0.647172818672541,0.9996490411886894,24.734329511176004,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4185,1.254586660910857,1.3783783783783783,1.10416692007037,0.9997493542176079,29.680851063829788,0.304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4213,0.965040650406504,0.9981981981981982,0.7716485934684505,0.9996342812258762,24.766818491987685,0.246,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4220,1.0204815316980977,1.051948051948052,0.8291874700183837,0.9997891042070474,32.75027555248845,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4228,1.0692111536116191,1.186161449752883,0.8820228172577366,0.9997374060345131,29.386478302109676,0.33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4229,1.0744965694204274,1.2462562396006656,0.8878717912417647,0.9997380558821383,29.42318855580366,0.277,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4268,0.8846674352162799,1.0448548812664908,0.6919801517077814,0.9996781082617888,26.09451086469642,0.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4295,1.2398003644141646,0.9973262032085561,1.0850883873082455,0.9997171220572941,27.995571078297367,0.155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4319,0.8232266252996756,0.8629320619785459,0.6339660503313036,0.9996656330783337,25.248366798319093,0.212,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4337,0.866724554195434,1.0154355016538037,0.674768986356812,0.9997197522016215,27.866100544352403,0.33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4403,1.1845027556140495,0.9893617021276596,1.0158942896972654,0.9996779663920246,26.400916714412485,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4474,0.9792259654190917,1.0213776722090262,0.7860637594915589,0.9997666115348784,31.045354869237947,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4484,1.0969339473850233,1.2466539196940727,0.9130226950404853,0.9997145133394052,28.177299319904304,0.301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4506,0.978686918177364,0.8958904109589041,0.7857886481581214,0.999461358365658,20.4335129130382,0.202,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4540,1.107290634652369,1.0231316725978647,0.924740588889727,0.9997407322146682,29.56057398020773,0.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4567,1.0580938727170728,1.224264705882353,0.8698458571261334,0.9996992936717901,27.458167096707516,0.276,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4613,0.9371221281741233,1.0513157894736842,0.7434086394791458,0.9997151883317157,27.974511432771802,0.282,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4700,1.1989285483766863,1.358649789029536,1.0334751282094439,0.9997532582662385,30.120246550446012,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4714,0.8534523940763605,0.9601518026565465,0.6621697714572089,0.9997514384849162,29.503215719156003,0.299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4720,0.7147581949140086,0.9801633605600933,0.5367911225968268,0.9995816893162134,21.74198675831034,0.164,"{""type"":""MultiPoint"",""coordinates"":[]}"
