system:index,EVI,GVI,MSR,RDVI,SGI,estimatefAPAR,.geo
1_9513,6.798561151079136,3.910669975186104,1.6680901476470436,35.80457591119843,7.118705035971223,0.407,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9522,8.241869918699187,4.316860465116279,1.9724987455456613,35.94694300213063,8.83574879227053,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9533,11.623188405797102,3.9835164835164836,1.9390636669006063,35.653248802845845,8.638095238095238,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9536,9.149286498353458,3.9921259842519685,1.8449282980905857,36.06063240116202,8.093617021276597,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9551,9.77027027027027,4.294117647058823,2.0512857662936463,34.13949350418673,9.310344827586206,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9552,7.109207708779444,4.141891891891892,1.8009571265448294,32.05822209246177,7.845360824742268,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9564,9.689521345407503,4.068656716417911,1.913760456866693,34.38457884548616,8.49,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9570,8.069476082004556,3.599447513812155,1.5910827229981206,32.39756465391254,6.713709677419355,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9590,7.257905138339921,4.662068965517242,2.0808001362906983,34.481288094416335,9.491329479768787,0.424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9614,8.71505376344086,4.352941176470588,2.0241905765371464,36.075707362624506,9.14572864321608,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9623,6.860902255639098,4.6482758620689655,2.033520593470767,34.260597575867045,9.202247191011235,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9633,6.968472109943411,4.203166226912929,1.819860440381014,36.589862230104366,7.951612903225806,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9670,8.953947368421053,4.167785234899329,1.9331471076826785,32.826167926766196,8.603351955307263,0.402,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9677,9.99252615844544,4.2596491228070175,2.0418886271119603,32.80549468667662,9.253086419753087,0.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9702,11.729857819905213,4.151702786377709,2.0489488984689235,34.591053262608284,9.296089385474861,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9720,11.041968162083936,4.147147147147147,2.019440556890588,34.990429816725616,9.117021276595745,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9728,7.064777327935222,4.380952380952381,1.9163978370733343,33.20047429198369,8.505376344086022,0.402,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9733,11.054794520547945,3.93010752688172,1.8872761621229854,35.6125695784035,8.336363636363636,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9741,9.072289156626507,4.089285714285714,1.895229341723462,34.42341916245183,8.382352941176471,0.411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9781,6.370212765957447,4.495145631067961,1.9065032589057684,34.35257670199356,8.447761194029852,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9784,9.35614849187935,4.1971428571428575,1.9715479278279597,35.84444444444444,8.830097087378642,0.429,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9806,8.175745118191161,3.7365728900255757,1.6637915535216015,34.61150078729177,7.095785440613027,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9807,7.78046421663443,4.555555555555555,2.069867060579905,36.05955924798883,9.424083769633508,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9823,8.603034134007586,4.423487544483986,2.0577268111349882,33.13603832927017,9.349693251533742,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9825,6.657048639736192,4.80064308681672,2.0894940597084086,36.175861084960154,9.544973544973544,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9828,8.631633714880333,4.4169096209912535,2.055598700268971,36.578781994116035,9.336683417085426,0.424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9836,10.14833127317676,4.107438016528926,1.9572424687312884,36.12501151448381,8.745283018867925,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9853,8.045404208194906,4.101538461538461,1.8439066225965965,33.66349373610329,8.08780487804878,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9862,7.15058611361587,4.6380952380952385,2.057346630830831,35.769381133213685,9.347368421052632,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9934,5.464654487688642,5.168674698795181,2.098386676965933,33.412233665089886,9.6,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9936,7.551799345692476,4.435540069686411,1.9856801091687157,33.250641908388545,8.914285714285715,0.416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_11,8.362333674513817,4.14404432132964,1.8857155542585424,35.82782008869214,8.327354260089686,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_53,6.814848762603116,4.337539432176656,1.8729181221513025,34.14108376167515,8.253658536585366,0.454,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_61,8.67027027027027,4.321533923303835,2.003331483536241,35.830717539023375,9.02,0.447,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_62,5.04787552363854,5.20327868852459,2.037971081607415,36.83968154565553,9.229268292682926,0.463,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_69,7.527151211361738,4.715099715099715,2.13581462037113,38.331750246017684,9.833333333333334,0.465,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_71,9.85594237695078,4.398230088495575,2.119942716331742,36.55212008428643,9.73404255319149,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_75,6.8462823725981625,4.74294670846395,2.0809459552667606,36.422222222222224,9.492227979274611,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_79,7.458022388059701,4.565217391304348,2.0471255460292817,35.889566132496526,9.284974093264248,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_84,6.575342465753424,5.099616858237548,2.236307187293307,34.48174626796145,10.473684210526315,0.453,"{""type"":""MultiPoint"",""coordinates"":[]}"
