system:index,B2,B8,GVI,NDGI,RDVI,estimatefCOVER,.geo
0_18,588.0,1324.0,1.1252006420545748,-8.019246190858059E-4,15.860013905030533,0.11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_22,904.0,2446.0,1.4782168186423505,0.007142857142857143,25.191451773737814,0.219,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_25,462.0,1814.0,2.1824561403508773,0.14919354838709678,29.437663436871823,0.331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_36,497.0,2222.0,2.183381088825215,0.06321401370906321,30.170757130541194,0.312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_39,586.0,2054.0,1.8136986301369862,0.09281437125748503,28.075515782727223,0.297,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_62,752.0,1634.0,0.7780195865070729,0.004371584699453552,14.331590945100327,0.123,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_90,1072.0,2856.0,1.391959798994975,0.0016778523489932886,26.19160170741759,0.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_95,750.0,1922.0,0.9473150962512664,-0.008538422903063787,16.970925239537994,0.241,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_102,506.0,2046.0,1.9609261939218525,0.13278688524590163,29.894890299504656,0.323,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_133,799.0,2426.0,1.5726405090137856,0.026115342763873776,26.566892161272875,0.264,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_139,669.0,2034.0,1.348729792147806,0.030339083878643664,22.837969099130344,0.183,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_175,513.0,1956.0,2.0372670807453415,0.12982456140350876,29.48442229785371,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_186,593.0,1364.0,0.7923784494086727,-0.017430600387346677,12.416561670505734,0.077,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_194,1072.0,2576.0,1.2017094017094019,0.031746031746031744,24.38399485781425,0.225,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_207,446.0,1976.0,2.3548387096774195,0.13816425120772946,31.0888288076422,0.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_212,858.0,1920.0,0.9532044760935912,0.006656426011264721,17.671551630352706,0.095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_233,592.0,1752.0,1.2404092071611252,-0.004455760661998727,19.10398439066006,0.185,"{""type"":""MultiPoint"",""coordinates"":[]}"
