system:index,B2,B8,NDGI,NLI,RDVI,estimatefAPAR,.geo
7_6480,471.0,2636.0,0.15911111111111112,0.9998638646970508,38.79235615566646,0.471,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6489,551.0,2730.0,0.21946902654867256,0.9998816638068754,40.64879461080314,0.487,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6511,414.0,2364.0,0.1982281284606866,0.9998704565404954,38.34432944882999,0.467,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6522,471.0,2900.0,0.18446601941747573,0.9998801498697343,41.06691109444455,0.47,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6523,410.0,2414.0,0.16565656565656567,0.9998582657736381,37.63432962314106,0.468,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6527,376.0,2492.0,0.19218910585817062,0.9998734392654196,39.07864797946503,0.487,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6537,454.0,2632.0,0.16776007497656983,0.9998718220381797,39.45064899481165,0.472,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6540,423.0,2624.0,0.2176529588766299,0.9998867228424551,40.692235082612264,0.482,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6548,470.0,2874.0,0.1148936170212766,0.9998740980456627,40.40643542272701,0.471,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6550,438.0,2476.0,0.1921487603305785,0.9998724507895737,38.939665169898085,0.471,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6573,322.0,2526.0,0.21189591078066913,0.9999003290083018,41.40323475407768,0.486,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6598,467.0,2656.0,0.1838170624450308,0.9998684583545955,39.24309509736092,0.469,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6604,395.0,2522.0,0.18118118118118118,0.9998714017041318,39.02937420065446,0.472,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6618,504.0,2568.0,0.19618055555555555,0.9998595924511686,38.23482721991976,0.465,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6636,527.0,2900.0,0.10586319218241043,0.9998694496637497,40.03188421910256,0.467,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6641,545.0,2464.0,0.20113314447592068,0.9998606654886367,37.98565441209806,0.474,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6650,451.0,2484.0,0.1827364554637282,0.9998557700332588,37.67537120034315,0.477,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6652,346.0,2416.0,0.2473622508792497,0.9998900190959056,40.04484606972868,0.486,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6654,440.0,2512.0,0.2396039603960396,0.9998782986146325,39.54324858034925,0.484,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6662,389.0,2920.0,0.09280138768430182,0.9998773297237468,40.85070186863421,0.471,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6674,389.0,2252.0,0.22209165687426558,0.9998694752490962,37.79768155499784,0.469,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6676,371.0,2328.0,0.21984216459977451,0.9998723230742832,38.328599319620835,0.481,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6700,317.0,2194.0,0.25274725274725274,0.9998728692618233,37.76,0.481,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6701,347.0,2288.0,0.2585258525852585,0.9998712581043883,38.07962084645176,0.488,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6704,540.0,2756.0,0.1377049180327869,0.9998615071862236,38.92562322962533,0.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6705,439.0,2592.0,0.1801470588235294,0.999867240370834,38.93461036320126,0.476,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6715,383.0,2836.0,0.13203883495145632,0.9998888521849684,41.694686081030454,0.472,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6718,525.0,2612.0,0.17873510540788268,0.9998686793125362,39.11979255996433,0.476,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6720,528.0,2690.0,0.20032706459525756,0.9998648534551292,39.03685114209752,0.474,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6740,509.0,3074.0,0.17155425219941348,0.9998804237992195,41.59198363267478,0.486,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6744,477.0,2410.0,0.1634349030470914,0.9998440231155676,36.57464770913253,0.467,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6748,617.0,2900.0,0.11820159535895576,0.9998554206782673,38.69767037086689,0.487,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6755,552.0,2986.0,0.11700468018720749,0.9998730480862896,40.60494134044847,0.479,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6759,389.0,2206.0,0.25942350332594233,0.999862742640396,37.14402697820311,0.469,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6760,549.0,2836.0,0.1456752655538695,0.9998600104755927,38.98736226015691,0.467,"{""type"":""MultiPoint"",""coordinates"":[]}"
