system:index,EVI2,GNDVI,GVI,NDVI,RDVI,estimateLAI,.geo
0_1838,1.1661341853035143,0.6074906367041198,3.0954198473282446,0.5979151154132539,30.987927897064782,1.171,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1846,1.298194406733641,0.6122618061309031,3.1581196581196584,0.6477561388653683,22.2605805457092,1.187,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1852,1.1408700799052975,0.5462309691793539,2.407528641571195,0.5881006864988558,30.113971152626746,1.184,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1857,1.2616513154266173,0.577257525083612,2.731012658227848,0.6340956340956341,34.06457119053476,1.135,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1859,0.9730811204074208,0.5698744769874478,2.649805447470817,0.520259319286872,18.27584424813726,1.04,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1864,0.6344995698308,0.41146278870829767,1.3982558139534884,0.36645962732919257,18.008797022187114,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1875,1.1856520038007938,0.557632398753894,2.5211267605633805,0.6054227613271495,32.053118818177005,1.264,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1883,1.2337380745880313,0.5809320526503023,2.7724957555178267,0.6236755571793935,32.628425890704946,1.301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1887,1.314889480884153,0.5647756138865369,2.595330739299611,0.6536912751677852,30.90376923645616,1.289,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1937,1.2252889071390862,0.5624776226279986,2.5711947626841245,0.6204975863349425,32.20017805487555,1.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1952,1.2317162042579772,0.5884057971014492,2.859154929577465,0.6229022704837117,34.33881183188589,1.049,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1970,1.3052422501241399,0.5931769722814499,2.9161425576519915,0.6501766784452296,30.936387485797017,1.297,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1971,1.1602697928376424,0.5715736040609137,2.6682464454976302,0.5958762886597938,18.558461543063338,1.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1987,1.1793069630598234,0.5264623955431755,2.223529411764706,0.6030087755954868,29.498163725633624,1.173,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2001,1.081974527460047,0.5849865951742628,2.8191214470284236,0.5648491265219693,24.54982724987981,1.107,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2003,1.109159510798855,0.6403046280023433,3.5602605863192185,0.5756893640967924,24.267884528137564,1.113,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2017,1.1408648291797328,0.6011436740528949,3.0143369175627237,0.5880893300248139,31.235239690310785,1.054,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2027,1.3959731543624159,0.6353003721424774,3.48396501457726,0.6827133479212254,29.189488830839252,1.004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2028,1.2372042573384856,0.5869565217391305,2.8421052631578947,0.625,30.20761493398643,0.827,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2037,1.1085205010760997,0.5214384508990318,2.179190751445087,0.5753669889008235,30.407478540050363,1.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2042,1.1577799698873372,0.5736842105263158,2.691358024691358,0.5946666666666667,32.57123475297388,1.237,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2057,0.9997380598969703,0.5357766143106457,2.308270676691729,0.531322505800464,22.061083729346233,0.631,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2096,0.9533078359058416,0.5145393327211509,2.119798234552333,0.5117629086465016,29.278027119034,0.969,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2100,0.9955060014790375,0.4796926454445664,1.8438818565400843,0.529500756429652,27.22684445545449,1.182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2130,1.0913793103448275,0.6062557497700092,3.0794392523364484,0.568733153638814,18.97387905130022,1.091,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2139,1.1790067973709342,0.5277207392197125,2.234782608695652,0.6028725314183124,31.815451910217252,1.262,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2165,1.093648736228127,0.6301489921121823,3.407582938388626,0.569620253164557,19.608510164876776,1.247,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2174,1.1095116519093922,0.5351870923446619,2.3028064992614476,0.5757575757575758,30.672265628542647,0.956,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2184,1.2829985893732787,0.587972368955709,2.854043392504931,0.6420168067226891,31.32094635658809,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2213,1.1351384464592011,0.5529411764705883,2.473684210526316,0.5858362314258615,32.94775465539528,1.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2217,1.2002175763882321,0.603355302576393,3.042296072507553,0.6110776640577965,24.90469491920476,0.691,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2245,1.3491168733558812,0.5907883082373782,2.8874458874458875,0.6660482374768089,30.926449343833468,1.288,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2248,1.418664445571087,0.6003337505214852,3.0041753653444676,0.6906126046716615,32.896655628201685,1.304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2250,1.4696679673120814,0.6553502363558229,3.802992518703242,0.7082039911308204,33.6303698141415,1.059,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2271,1.0981416065120566,0.5089514066496164,2.0729166666666665,0.5712383488681758,31.308864665742668,1.284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2280,1.073284112660651,0.6053921568627451,3.0683229813664594,0.5613825983313468,22.996138972186802,1.048,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2284,0.7128623618161978,0.3827814569536424,1.240343347639485,0.4041694687289845,22.04113657260531,0.918,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2314,0.8694937541091387,0.46026097271648875,1.7054945054945057,0.4755768654480072,27.472540571741586,1.104,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2328,1.071272938556142,0.5093415007656967,2.076154806491885,0.5604813172894236,31.49685590026852,1.211,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2335,0.9527588156006783,0.4599774520856821,1.7035490605427976,0.5115261161365626,29.945037678844123,1.157,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2346,0.9824494467760396,0.49528563505268997,1.9626373626373628,0.5240248728094969,31.16957032409666,1.141,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2366,0.7689822294022618,0.4995260663507109,1.996212121212121,0.43037974683544306,20.241578964777965,0.494,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2373,1.1628741655301127,0.5671034794396747,2.6200417536534446,0.5966850828729282,27.80834168740227,0.872,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2374,0.9596284715835939,0.4963468095470044,1.9709864603481626,0.5144195218141484,32.76573731851807,1.291,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2386,1.373651282981231,0.6198169089929995,3.260623229461756,0.6748329621380846,28.598908197890328,1.187,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2405,1.0636271272542546,0.4890232262169901,1.9140722291407224,0.5574043261231281,30.55572362514492,1.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2409,1.0971717350828973,0.6042402826855123,3.053571428571429,0.5709342560553633,23.77445926818967,1.261,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2412,1.108839257628185,0.5878239407651172,2.852295409181637,0.5755102040816327,28.48630175637234,0.871,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2416,1.2718464544062515,0.6033700583279326,3.042483660130719,0.6378682555445216,35.05955117274454,1.297,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2441,1.151694124961144,0.5188715211589783,2.15689381933439,0.592326139088729,29.628151108860916,1.292,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2462,1.0078294186240213,0.4944424524919326,1.956028368794326,0.5346097201767305,27.861322899256106,1.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2475,1.146400917694293,0.5446396557906059,2.3921259842519684,0.5902547065337763,30.72160926363572,1.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2483,1.0130414531904983,0.5021929824561403,2.0176211453744495,0.5367358384744813,32.05171438223168,1.213,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2508,0.9407294832826747,0.508053508053508,2.0654827968923417,0.5064085083174257,30.66595180237293,1.011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2548,1.0954128440366973,0.5271713887598699,2.2298624754420433,0.5702005730659025,26.092517782703293,1.278,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2559,0.8642787861992518,0.46035725477906614,1.7061556329849012,0.47328485614922544,26.617802870548697,0.996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2572,1.2119092512620888,0.5371050698016164,2.320634920634921,0.6154440154440154,31.321203051890592,1.224,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2577,0.8654723644010632,0.4563992487255165,1.6791707798617965,0.47379853380396414,28.753755258886056,0.701,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2596,0.92155556842532,0.4745762711864407,1.806451612903226,0.49823874755381603,25.18447787102222,0.86,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2601,1.0376025830754743,0.48454777431244683,1.8800880088008802,0.546824224519941,31.814645048882923,1.179,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2605,1.1859651679661882,0.6206572769953052,3.272277227722772,0.6055813953488373,28.079654142175364,1.284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2618,1.2960498457443592,0.5979494690589527,2.9744990892531877,0.6467924528301887,33.295679361607014,1.277,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2621,1.241165768665594,0.6286472148541115,3.385714285714286,0.6264900662251656,29.815925341560504,1.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2633,1.096540809405381,0.5101809954751131,2.0831408775981526,0.5705882352941176,33.27072551764672,1.172,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2644,1.046543825202638,0.49314631813834875,1.9459119496855344,0.5504799735187024,30.25637446822739,1.236,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2661,1.0132428483905933,0.5048899755501223,2.039506172839506,0.5368289637952559,30.386605893515654,1.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2772,1.0711053002112039,0.6392536281962682,3.5440613026819925,0.5605263157894737,21.853338899413785,1.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2781,1.0656385244212407,0.5846294602012809,2.814977973568282,0.5582546108861899,26.320979695098004,1.202,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2791,0.9126342274340659,0.48085619535725055,1.8524970963995355,0.49437176756921203,28.343502294176165,1.053,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2828,1.1073751918719392,0.5349052242256126,2.3001988071570576,0.5749525616698292,26.397774617263345,1.271,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2829,1.3923614104664195,0.6133603238866396,3.172774869109948,0.6814345991561181,29.6717627064808,0.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2833,1.009944421478113,0.4958481613285884,1.967058823529412,0.5354642313546423,30.690089327872865,1.217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2848,1.327557707066533,0.6191496963201143,3.2514071294559104,0.6582510062202708,34.4121135676126,1.063,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2887,1.0785878268660058,0.5431252255503428,2.377567140600316,0.563436928702011,29.466189219676828,0.883,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2909,1.3587891296869625,0.6307947019867549,3.4170403587443943,0.6694915254237288,32.52378529890842,1.114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2926,0.9233784344024422,0.4610421836228288,1.7108655616942912,0.4989816700610998,31.273056667357537,1.078,"{""type"":""MultiPoint"",""coordinates"":[]}"
