system:index,GVI,MSAVI2,NLI,RDVI,SGI,estimatefAPAR,.geo
0_8926,3.445141065830721,0.8518595927971546,0.9997911418276284,29.939168464635223,6.752380952380952,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8941,2.9245283018867925,0.769961089338949,0.9996315295184014,24.52839875077199,4.348432055749129,0.203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8969,3.8108108108108105,0.8145643119962642,0.9997917146617099,31.566524953347837,5.393939393939394,0.317,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9003,2.9842931937172774,0.7252959126965379,0.9996391733444056,25.065028827094793,3.6411483253588517,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9011,3.967272727272727,0.833770645257573,0.9997567226793943,28.537494196507403,6.0176211453744495,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9018,3.469333333333333,0.8072328138430294,0.9997700493966645,30.261566073000836,5.188854489164087,0.244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9046,2.802521008403361,0.690489660945218,0.9993164938575988,18.15602793044146,3.232142857142857,0.213,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9066,3.4714640198511164,0.8146084846000576,0.9997943057171309,31.763286464740993,5.395209580838324,0.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9081,3.1697612732095495,0.7792073653793068,0.9997192023891264,27.963955434514485,4.530259365994237,0.231,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9099,2.6141078838174274,0.7789402433006671,0.9997462889821213,29.42361997303898,4.524675324675325,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9101,3.962962962962963,0.7984474144996057,0.9996993100836921,26.666796065938637,4.962962962962963,0.299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9106,2.35243553008596,0.7110233037756188,0.999506294742039,21.425090029183558,3.4615384615384617,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9124,3.9632352941176467,0.8747742428640777,0.999814557662417,30.30198024194588,7.988165680473373,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9140,3.6341463414634143,0.7622012059089229,0.9995830355473736,23.13429501742434,4.206642066420664,0.239,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9143,3.3277777777777775,0.811247392470932,0.9997577912539575,29.37153085989894,5.299319727891157,0.332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9182,3.7360406091370555,0.8091348147554527,0.9995911180738445,22.65113258494458,5.241573033707865,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9211,3.5304347826086957,0.7945473887543812,0.9996058852020944,23.363371626500356,4.869158878504673,0.178,"{""type"":""MultiPoint"",""coordinates"":[]}"
