system:index,B2,B3,B4,B8,LAI,.geo
0_1,599.0,759.0,884.0,1077.0,0.5472252368927002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_58,536.0,670.0,777.0,999.0,0.5397634506225586,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_72,577.0,737.0,836.0,1054.0,0.46666204929351807,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_87,785.0,984.0,1107.0,1518.0,0.5676705241203308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_129,585.0,795.0,843.0,1038.0,0.4309939444065094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_145,888.0,988.0,1464.0,3025.0,0.44591665267944336,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_172,596.0,765.0,918.0,1141.0,0.5305154323577881,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_174,892.0,1053.0,1609.0,3045.0,0.4674055278301239,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_182,937.0,1107.0,1656.0,3021.0,0.4762134850025177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_203,806.0,1007.0,1403.0,2312.0,0.5705841779708862,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_223,608.0,688.0,1126.0,2075.0,0.32428354024887085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_225,827.0,1060.0,1242.0,2231.0,0.27109137177467346,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_226,1083.0,1241.0,1117.0,1312.0,0.4257345199584961,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_233,548.0,709.0,849.0,1167.0,0.38235124945640564,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_236,613.0,794.0,912.0,1153.0,0.5180138945579529,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_240,632.0,716.0,837.0,1051.0,0.3585387170314789,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_267,571.0,676.0,1098.0,1553.0,0.3459798991680145,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_271,550.0,699.0,791.0,988.0,0.45645007491111755,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_282,1024.0,1173.0,1497.0,2594.0,0.46054136753082275,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_297,776.0,925.0,1346.0,2612.0,0.3402031362056732,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_321,805.0,921.0,1354.0,2884.0,0.14202651381492615,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_325,667.0,712.0,1206.0,2756.0,0.31589406728744507,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_340,707.0,839.0,930.0,1215.0,0.3212721049785614,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_355,626.0,786.0,916.0,1147.0,0.4288615882396698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_361,579.0,698.0,868.0,1115.0,0.41388511657714844,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_367,565.0,671.0,812.0,1021.0,0.5646401643753052,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_369,531.0,687.0,782.0,1019.0,0.49830642342567444,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_380,548.0,725.0,1118.0,1685.0,0.449501633644104,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_407,938.0,1061.0,1595.0,3323.0,0.3275500237941742,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_419,802.0,1089.0,1074.0,1501.0,0.015138309448957443,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_420,863.0,983.0,1474.0,3241.0,0.043950628489255905,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_423,577.0,713.0,865.0,1088.0,0.4761829376220703,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_424,754.0,766.0,1193.0,2254.0,0.11631345003843307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_431,758.0,805.0,1289.0,2876.0,0.13930818438529968,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_435,483.0,630.0,866.0,1225.0,0.13731496036052704,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_439,610.0,724.0,826.0,1026.0,0.45550912618637085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_455,720.0,822.0,876.0,1018.0,0.5211339592933655,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_460,650.0,807.0,894.0,1183.0,0.5698190927505493,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_518,575.0,699.0,829.0,1044.0,0.43197163939476013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_532,636.0,806.0,929.0,1214.0,0.5612342357635498,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_538,579.0,771.0,860.0,1193.0,0.4841785430908203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_550,581.0,712.0,805.0,1036.0,0.4462756812572479,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_557,610.0,876.0,1099.0,1637.0,0.5504457950592041,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_559,697.0,929.0,982.0,1273.0,0.5570970773696899,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_564,465.0,603.0,678.0,1089.0,0.5493988990783691,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_571,928.0,1104.0,1335.0,1893.0,0.5664234757423401,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_576,526.0,650.0,728.0,905.0,0.39669498801231384,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_590,551.0,696.0,786.0,997.0,0.4650202989578247,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_593,627.0,819.0,1066.0,1562.0,0.2766377329826355,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_600,769.0,968.0,1122.0,1582.0,0.06510667502880096,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_602,579.0,735.0,843.0,1087.0,0.4932344853878021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_623,566.0,704.0,780.0,1015.0,0.3662584722042084,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_626,320.0,436.0,689.0,1075.0,0.4603152275085449,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_645,488.0,531.0,871.0,1404.0,0.3854583203792572,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_649,574.0,694.0,806.0,1019.0,0.49146413803100586,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_654,886.0,939.0,1432.0,2999.0,0.21559396386146545,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_669,442.0,487.0,825.0,1328.0,0.4855344593524933,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_674,423.0,523.0,674.0,1009.0,0.4739128053188324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_686,658.0,826.0,925.0,1197.0,0.5723896026611328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_695,730.0,924.0,1341.0,2331.0,0.5166009664535522,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_712,570.0,681.0,769.0,1021.0,0.4915941059589386,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_728,692.0,842.0,808.0,1087.0,0.5027672648429871,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_744,1039.0,1135.0,1587.0,3276.0,0.42557674646377563,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_746,595.0,663.0,1128.0,2575.0,0.4942294955253601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_749,979.0,888.0,1460.0,3293.0,0.12591728568077087,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_754,643.0,823.0,866.0,1133.0,0.5380666255950928,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_772,890.0,1073.0,1336.0,2268.0,0.4231134355068207,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_776,533.0,718.0,834.0,1053.0,0.5754521489143372,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_782,1034.0,1372.0,1132.0,1502.0,0.47058042883872986,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_799,580.0,751.0,886.0,1130.0,0.5447757244110107,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_805,851.0,824.0,1403.0,2426.0,0.14318576455116272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_807,630.0,775.0,918.0,1164.0,0.5427684187889099,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_816,560.0,674.0,694.0,897.0,0.37541791796684265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_826,808.0,942.0,1569.0,3334.0,0.46328264474868774,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_840,353.0,483.0,691.0,960.0,0.46120190620422363,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_843,584.0,747.0,892.0,1111.0,0.5628960132598877,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_883,553.0,671.0,1033.0,1182.0,0.018768688663840294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_905,697.0,836.0,870.0,1116.0,0.5611351132392883,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_915,335.0,500.0,753.0,1208.0,0.5233116745948792,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_928,592.0,765.0,804.0,1011.0,0.3624614179134369,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_938,510.0,741.0,955.0,1227.0,0.23329901695251465,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_951,615.0,778.0,868.0,1143.0,0.5735347867012024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_970,613.0,781.0,899.0,1129.0,0.5043517351150513,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_997,622.0,840.0,1054.0,1724.0,0.5647968053817749,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1000,594.0,768.0,855.0,1119.0,0.5387930870056152,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1005,563.0,732.0,822.0,1078.0,0.49630996584892273,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1006,878.0,1045.0,1477.0,2907.0,0.5376913547515869,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1009,541.0,695.0,810.0,1020.0,0.5673103928565979,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1022,622.0,810.0,877.0,1100.0,0.5317090153694153,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1028,951.0,1094.0,1068.0,1246.0,0.24649839103221893,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1035,637.0,800.0,1107.0,1751.0,0.357809841632843,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1068,573.0,723.0,786.0,1051.0,0.5264595746994019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1078,606.0,786.0,902.0,1161.0,0.5512335896492004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1093,845.0,952.0,1175.0,2386.0,0.21757368743419647,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1120,587.0,759.0,868.0,1126.0,0.5320731997489929,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1130,617.0,729.0,851.0,1064.0,0.4010237157344818,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1140,674.0,779.0,929.0,1141.0,0.5461440682411194,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1164,986.0,1133.0,1527.0,3136.0,0.4037107229232788,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1187,355.0,444.0,511.0,652.0,0.4319416582584381,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1188,737.0,913.0,914.0,1266.0,0.15906158089637756,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1196,595.0,727.0,804.0,972.0,0.2582894265651703,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1211,610.0,778.0,857.0,1100.0,0.4080343246459961,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1231,305.0,371.0,548.0,755.0,0.28780415654182434,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1246,596.0,765.0,835.0,1067.0,0.40939050912857056,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1260,652.0,870.0,971.0,1208.0,0.5361144542694092,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1261,471.0,590.0,634.0,733.0,0.37539142370224,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1265,569.0,765.0,862.0,1107.0,0.5517557859420776,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1272,902.0,1145.0,1193.0,1815.0,0.47764748334884644,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1281,955.0,1206.0,1159.0,1733.0,0.5330505967140198,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1291,612.0,763.0,835.0,1021.0,0.3524053394794464,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1312,581.0,754.0,836.0,1083.0,0.5328333973884583,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1319,306.0,380.0,573.0,781.0,0.45049744844436646,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1368,692.0,764.0,904.0,1135.0,0.49173402786254883,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1382,622.0,712.0,855.0,1106.0,0.4719114899635315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1387,760.0,887.0,1313.0,2276.0,0.5702356696128845,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1397,784.0,801.0,1252.0,2623.0,0.15054377913475037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1406,818.0,1106.0,1367.0,1830.0,0.24450650811195374,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1411,666.0,833.0,905.0,1110.0,0.4897783696651459,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1431,529.0,476.0,921.0,1853.0,0.44977450370788574,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1434,990.0,1180.0,1604.0,2566.0,0.06520339101552963,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1438,649.0,809.0,861.0,1105.0,0.45921459794044495,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1444,632.0,801.0,901.0,1189.0,0.5598567128181458,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1466,352.0,442.0,603.0,834.0,0.04521334543824196,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1475,611.0,805.0,912.0,1167.0,0.5749085545539856,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1482,575.0,733.0,832.0,1018.0,0.4446071982383728,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1519,874.0,999.0,1478.0,2598.0,0.42469170689582825,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1522,602.0,760.0,878.0,1145.0,0.5758733153343201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1551,988.0,1235.0,1200.0,1162.0,0.2543643116950989,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1557,757.0,792.0,1223.0,2206.0,0.5324297547340393,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1558,785.0,892.0,1448.0,2900.0,0.34705567359924316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1604,820.0,865.0,1348.0,2890.0,0.07672642916440964,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1610,838.0,922.0,1329.0,2694.0,0.47698530554771423,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1620,839.0,1046.0,1319.0,2393.0,0.07841113209724426,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1622,604.0,809.0,920.0,1170.0,0.554551362991333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1627,757.0,901.0,1229.0,2197.0,0.47678080201148987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1657,666.0,858.0,999.0,1360.0,0.4761780798435211,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1673,667.0,525.0,1126.0,2808.0,0.14247983694076538,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1723,583.0,737.0,861.0,1090.0,0.48004621267318726,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1729,862.0,976.0,1438.0,2654.0,0.5423921346664429,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1739,657.0,800.0,985.0,1184.0,0.5712695121765137,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1753,768.0,948.0,1142.0,1677.0,0.4560926556587219,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1767,1104.0,1373.0,1293.0,1745.0,0.5674937963485718,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1777,547.0,660.0,726.0,978.0,0.5449024438858032,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1779,539.0,689.0,825.0,1063.0,0.5270968675613403,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1783,632.0,794.0,874.0,1158.0,0.5238479375839233,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1787,732.0,843.0,1247.0,2644.0,0.47454580664634705,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1794,803.0,964.0,1445.0,3147.0,0.47222134470939636,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1799,565.0,770.0,938.0,1180.0,0.5198307037353516,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1801,561.0,693.0,801.0,1003.0,0.5334474444389343,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1807,1022.0,1117.0,1572.0,3154.0,0.10308652371168137,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1815,890.0,983.0,1598.0,3125.0,0.31342455744743347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1817,739.0,790.0,1197.0,2118.0,0.427480548620224,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1828,567.0,700.0,773.0,1060.0,0.5533313155174255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1837,637.0,814.0,841.0,1089.0,0.48262646794319153,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1843,540.0,690.0,774.0,999.0,0.5705022811889648,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1845,470.0,724.0,771.0,1162.0,0.17412503063678741,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1846,248.0,333.0,709.0,1221.0,0.47144222259521484,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1870,588.0,747.0,885.0,1114.0,0.5035661458969116,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1874,931.0,1102.0,1554.0,3155.0,0.14908654987812042,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1881,545.0,704.0,762.0,985.0,0.5175886750221252,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1900,532.0,640.0,711.0,915.0,0.5495261549949646,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1909,799.0,923.0,1346.0,2903.0,0.3660493791103363,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1912,879.0,1086.0,1182.0,1672.0,0.3102026581764221,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1917,639.0,772.0,865.0,1080.0,0.4859232008457184,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1926,654.0,780.0,935.0,1235.0,0.5400779247283936,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1942,862.0,1060.0,1039.0,1439.0,0.43754255771636963,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1945,574.0,657.0,780.0,986.0,0.45207083225250244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1952,670.0,792.0,908.0,1154.0,0.5418153405189514,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1954,1091.0,1250.0,1310.0,1555.0,0.478081077337265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1963,850.0,1121.0,1221.0,1727.0,0.3010691702365875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1964,660.0,825.0,956.0,1229.0,0.5669097304344177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1969,897.0,1030.0,1544.0,3088.0,0.5232630372047424,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1988,676.0,865.0,903.0,1124.0,0.5515634417533875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2003,619.0,809.0,870.0,1120.0,0.5238581895828247,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2041,810.0,894.0,1369.0,3037.0,0.31095072627067566,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2052,596.0,762.0,867.0,1119.0,0.5042274594306946,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2061,745.0,842.0,1093.0,1385.0,0.5531900525093079,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2065,568.0,680.0,746.0,946.0,0.409466952085495,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2071,694.0,903.0,828.0,1111.0,0.43298959732055664,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2074,596.0,748.0,877.0,1118.0,0.4759330451488495,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2091,714.0,650.0,1108.0,2074.0,0.5690626502037048,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2095,874.0,1070.0,1293.0,2193.0,0.42628806829452515,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2115,1062.0,1222.0,1651.0,3207.0,0.42154085636138916,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2138,718.0,817.0,1013.0,1668.0,0.07054441422224045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2144,1000.0,1176.0,1549.0,2422.0,0.40694206953048706,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2150,300.0,393.0,561.0,697.0,0.29138752818107605,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2155,521.0,624.0,529.0,640.0,0.0920775979757309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2167,922.0,954.0,1478.0,3034.0,0.20512725412845612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2192,627.0,816.0,904.0,1113.0,0.2034282237291336,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2196,878.0,1078.0,1563.0,2539.0,0.3253471553325653,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2198,347.0,618.0,867.0,1219.0,0.31277942657470703,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2200,618.0,736.0,878.0,1124.0,0.5643459558486938,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2204,357.0,443.0,669.0,1147.0,0.40836337208747864,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2211,786.0,858.0,1436.0,2963.0,0.3647226393222809,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2236,610.0,748.0,834.0,1024.0,0.43218883872032166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2242,757.0,766.0,1311.0,2818.0,0.1505737602710724,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2244,784.0,1032.0,1115.0,1350.0,0.510627806186676,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2248,593.0,781.0,858.0,1140.0,0.5752538442611694,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2263,586.0,781.0,895.0,1162.0,0.5321272015571594,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2266,404.0,686.0,983.0,1343.0,0.17879660427570343,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2285,815.0,892.0,1347.0,2895.0,0.14915895462036133,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2286,608.0,760.0,877.0,1062.0,0.525814950466156,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2290,912.0,997.0,1575.0,3301.0,0.25715962052345276,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2292,581.0,752.0,834.0,1076.0,0.5210618376731873,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2328,690.0,988.0,1263.0,1814.0,0.2841027081012726,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2336,885.0,1031.0,1307.0,2390.0,0.2892454266548157,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2339,649.0,795.0,884.0,1107.0,0.5736439824104309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2373,841.0,1066.0,1295.0,2208.0,0.4949159622192383,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2396,659.0,881.0,953.0,1342.0,0.47266116738319397,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2441,655.0,783.0,859.0,994.0,0.44469740986824036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2442,566.0,712.0,822.0,1048.0,0.45177608728408813,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2448,590.0,737.0,890.0,1146.0,0.5760375261306763,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2453,814.0,948.0,1258.0,2014.0,0.5476647615432739,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2455,639.0,678.0,1163.0,2378.0,0.3752315044403076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2456,964.0,1158.0,1447.0,2260.0,0.23063094913959503,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2473,606.0,747.0,804.0,1003.0,0.33839118480682373,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2482,611.0,717.0,844.0,1119.0,0.48810717463493347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2494,608.0,760.0,875.0,1113.0,0.5170361995697021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2500,1021.0,1228.0,1597.0,3058.0,0.5647752285003662,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2506,578.0,684.0,767.0,1014.0,0.5618672370910645,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2509,743.0,674.0,1228.0,2809.0,0.025625290349125862,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2511,890.0,1033.0,1549.0,3035.0,0.515855073928833,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2541,889.0,1159.0,1223.0,1886.0,0.3074265122413635,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2553,857.0,1031.0,1335.0,2154.0,0.26666349172592163,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2565,570.0,693.0,740.0,914.0,0.32378050684928894,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2602,779.0,883.0,1306.0,2796.0,0.3377430737018585,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2618,731.0,905.0,1019.0,1758.0,0.48277345299720764,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2620,727.0,819.0,1250.0,2271.0,0.32571592926979065,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2624,654.0,836.0,958.0,1193.0,0.5389454364776611,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2626,793.0,1060.0,1336.0,2024.0,0.2519382834434509,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2645,643.0,774.0,887.0,1126.0,0.48333024978637695,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2648,630.0,788.0,875.0,1125.0,0.5413492918014526,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2661,809.0,890.0,1479.0,3043.0,0.1862850934267044,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2683,576.0,740.0,854.0,1075.0,0.4798768162727356,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2685,650.0,810.0,849.0,1038.0,0.3659045696258545,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2721,570.0,647.0,830.0,1056.0,0.560093104839325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2731,544.0,757.0,872.0,1138.0,0.5270307064056396,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2747,241.0,344.0,453.0,716.0,0.10019367933273315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2764,562.0,706.0,761.0,1027.0,0.44696053862571716,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2765,1097.0,1374.0,1310.0,1786.0,0.4967338442802429,"{""type"":""MultiPoint"",""coordinates"":[]}"
