system:index,B2,B3,B4,B8,LAI,.geo
5_48551,767.0,1001.0,1096.0,1359.0,1.0857222080230713,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48553,830.0,1084.0,1260.0,1678.0,1.127294898033142,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48564,796.0,934.0,1053.0,1261.0,1.132301926612854,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48588,697.0,914.0,1131.0,1489.0,1.057426929473877,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48614,730.0,952.0,1350.0,2296.0,1.0717277526855469,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48642,750.0,975.0,1073.0,1379.0,1.0239793062210083,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48662,844.0,1134.0,1263.0,1605.0,1.1009750366210938,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48666,993.0,1215.0,1255.0,1549.0,1.0353736877441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48679,483.0,633.0,777.0,1117.0,1.1312572956085205,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48684,862.0,1041.0,1308.0,1795.0,1.1083816289901733,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48686,671.0,899.0,1041.0,1361.0,1.1408456563949585,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48692,852.0,1096.0,1183.0,1516.0,1.0671336650848389,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48693,1084.0,1420.0,1508.0,1887.0,1.0498298406600952,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48713,872.0,1079.0,1209.0,1494.0,1.1159504652023315,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48720,800.0,1018.0,1117.0,1394.0,1.119601845741272,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48737,900.0,1144.0,1187.0,1540.0,1.1339566707611084,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48774,494.0,682.0,978.0,1621.0,1.1199922561645508,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48785,843.0,1189.0,1421.0,2264.0,1.1423802375793457,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48791,851.0,1098.0,1229.0,1567.0,1.1238616704940796,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48799,545.0,674.0,990.0,1455.0,1.0951093435287476,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48803,759.0,961.0,1304.0,1850.0,1.0170907974243164,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48834,513.0,736.0,954.0,1542.0,1.0562052726745605,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48840,620.0,888.0,1131.0,1473.0,1.1205236911773682,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48874,1085.0,1493.0,1488.0,2082.0,1.0371084213256836,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48883,916.0,1105.0,1238.0,1487.0,1.0421106815338135,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48884,607.0,866.0,982.0,1247.0,1.0553076267242432,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48889,861.0,892.0,1158.0,1509.0,1.105212688446045,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48901,793.0,1027.0,1120.0,1482.0,1.124298334121704,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48918,605.0,810.0,937.0,1279.0,1.1037336587905884,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48924,583.0,776.0,933.0,1287.0,1.1014107465744019,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48930,490.0,638.0,741.0,1001.0,1.0333034992218018,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48940,720.0,932.0,1060.0,1424.0,1.0632926225662231,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48941,1065.0,1359.0,1376.0,1800.0,1.1074663400650024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48982,673.0,929.0,1111.0,1415.0,1.0377484560012817,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49001,781.0,1044.0,1190.0,1544.0,1.0427452325820923,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49007,789.0,1032.0,1149.0,1450.0,1.0443410873413086,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49020,782.0,975.0,1127.0,1525.0,1.0589368343353271,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49023,997.0,1314.0,1404.0,1735.0,1.1427510976791382,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49024,769.0,1026.0,1123.0,1466.0,1.1272443532943726,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49026,856.0,1113.0,1206.0,1532.0,1.088090419769287,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49031,806.0,988.0,1115.0,1407.0,1.0376076698303223,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49034,868.0,1069.0,1183.0,1455.0,1.111141562461853,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49035,1075.0,1444.0,1581.0,1989.0,1.140924096107483,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49059,822.0,1073.0,1214.0,1556.0,1.0987873077392578,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49089,838.0,1126.0,1318.0,1606.0,1.094905972480774,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49096,770.0,1011.0,1080.0,1400.0,1.11171293258667,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49097,852.0,1102.0,1242.0,1611.0,1.1046926975250244,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49103,803.0,970.0,1043.0,1312.0,1.0518776178359985,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49113,835.0,1139.0,1307.0,1671.0,1.107474446296692,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49116,960.0,1141.0,1563.0,2502.0,1.0632745027542114,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49132,534.0,735.0,834.0,1138.0,1.079223871231079,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49140,568.0,767.0,1045.0,1604.0,1.0938746929168701,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49152,710.0,914.0,1099.0,1395.0,1.0714651346206665,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49172,834.0,1113.0,1271.0,1608.0,1.0503687858581543,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49174,1016.0,1299.0,1250.0,1678.0,1.1102784872055054,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49180,814.0,1061.0,1130.0,1470.0,1.1061912775039673,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49210,520.0,624.0,772.0,1032.0,1.0483896732330322,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49226,787.0,958.0,1082.0,1386.0,1.126621127128601,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49242,895.0,1095.0,1211.0,1499.0,1.0919841527938843,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49252,549.0,750.0,936.0,1282.0,1.1144702434539795,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49265,806.0,982.0,1057.0,1324.0,1.0786499977111816,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49266,520.0,656.0,781.0,1075.0,1.0457189083099365,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49267,805.0,1014.0,1118.0,1528.0,1.1293202638626099,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49268,744.0,989.0,1107.0,1415.0,1.111784815788269,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49272,834.0,1037.0,1183.0,1466.0,1.1295180320739746,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49276,636.0,820.0,1106.0,1928.0,1.0303118228912354,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49283,790.0,1035.0,1226.0,1604.0,1.0703318119049072,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49347,802.0,949.0,1015.0,1270.0,1.0865647792816162,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49363,540.0,712.0,782.0,1095.0,1.1041234731674194,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49402,798.0,1058.0,1227.0,1571.0,1.0710055828094482,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49428,647.0,898.0,1062.0,1429.0,1.0455734729766846,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49445,789.0,1045.0,1414.0,1963.0,1.02361261844635,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49455,520.0,707.0,975.0,1559.0,1.1141514778137207,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49456,542.0,742.0,997.0,1583.0,1.069089412689209,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49460,564.0,779.0,915.0,1260.0,1.0602858066558838,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49465,562.0,774.0,1015.0,1631.0,1.1076265573501587,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49467,667.0,862.0,1053.0,1419.0,1.0271984338760376,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49470,501.0,638.0,931.0,1550.0,1.1339261531829834,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49481,1133.0,1473.0,1657.0,2096.0,1.133867859840393,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49511,877.0,1090.0,1173.0,1489.0,1.0805224180221558,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49541,768.0,1018.0,1120.0,1474.0,1.0195356607437134,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49550,787.0,1013.0,1159.0,1464.0,1.0781936645507812,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49554,547.0,749.0,896.0,1211.0,1.0533556938171387,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49561,823.0,1023.0,1178.0,1468.0,1.0944304466247559,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49587,508.0,689.0,828.0,1129.0,1.1056209802627563,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49601,716.0,921.0,1116.0,1412.0,1.0807090997695923,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49602,669.0,850.0,1235.0,1532.0,1.1129313707351685,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49606,791.0,964.0,1106.0,1384.0,1.1101539134979248,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49616,958.0,1186.0,1279.0,1602.0,1.139580249786377,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49630,775.0,978.0,1101.0,1376.0,1.033929705619812,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49634,742.0,983.0,1486.0,2246.0,1.139276385307312,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49646,810.0,1076.0,1212.0,1554.0,1.0744612216949463,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49649,837.0,1059.0,1071.0,1402.0,1.037914514541626,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49693,649.0,765.0,1035.0,1600.0,1.0178183317184448,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49718,878.0,1131.0,1248.0,1587.0,1.103381872177124,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49731,463.0,618.0,734.0,1018.0,1.0277234315872192,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49738,790.0,990.0,1077.0,1368.0,1.049741268157959,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49740,486.0,628.0,792.0,1055.0,1.0198253393173218,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49744,556.0,683.0,911.0,1312.0,1.0901625156402588,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49747,1139.0,1521.0,1688.0,2084.0,1.0314970016479492,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49749,520.0,676.0,848.0,1121.0,1.097214937210083,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49761,623.0,809.0,1045.0,1408.0,1.0559089183807373,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49766,837.0,1080.0,1156.0,1478.0,1.046256184577942,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49780,555.0,698.0,1000.0,1599.0,1.1188429594039917,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49796,745.0,987.0,1133.0,1507.0,1.0288199186325073,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49808,830.0,1089.0,1202.0,1527.0,1.1267504692077637,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49827,700.0,919.0,1035.0,1339.0,1.045667052268982,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49831,788.0,1025.0,1288.0,1568.0,1.1242512464523315,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49856,776.0,1046.0,1226.0,1556.0,1.0227630138397217,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49882,780.0,1033.0,1076.0,1412.0,1.083613395690918,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49896,849.0,1118.0,1249.0,1546.0,1.1174006462097168,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_6,815.0,1097.0,1262.0,1651.0,1.1606680154800415,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_16,608.0,844.0,1055.0,1398.0,1.2498457431793213,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_21,1138.0,1570.0,1660.0,2077.0,1.2377183437347412,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_24,628.0,852.0,1037.0,1431.0,1.1833361387252808,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_42,774.0,868.0,1170.0,1662.0,1.2177523374557495,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_49,579.0,828.0,1030.0,1652.0,1.1998413801193237,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_55,785.0,1041.0,1130.0,1433.0,1.1546316146850586,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_63,859.0,1119.0,1245.0,1553.0,1.1969023942947388,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_77,870.0,1078.0,1211.0,1487.0,1.1918971538543701,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_96,744.0,975.0,1418.0,1802.0,1.248820424079895,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_115,744.0,986.0,1237.0,1491.0,1.1563997268676758,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_122,970.0,1262.0,1332.0,1683.0,1.2549927234649658,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_139,1016.0,1357.0,1452.0,1960.0,1.2381303310394287,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_157,796.0,1064.0,1245.0,1591.0,1.2481502294540405,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_184,1071.0,1366.0,1663.0,2632.0,1.1865336894989014,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_191,578.0,807.0,1110.0,1852.0,1.2440472841262817,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_204,757.0,975.0,1074.0,1362.0,1.1886420249938965,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_249,856.0,880.0,1358.0,2816.0,1.2727726697921753,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_270,740.0,958.0,1121.0,1437.0,1.2178468704223633,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_286,835.0,1049.0,1198.0,1463.0,1.221638560295105,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_311,856.0,1063.0,1433.0,2241.0,1.1744384765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_315,932.0,1168.0,1271.0,1559.0,1.212531566619873,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_326,776.0,1038.0,1218.0,1997.0,1.1948721408843994,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_336,1165.0,1453.0,1570.0,2159.0,1.203867793083191,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_338,851.0,966.0,1130.0,1427.0,1.2735636234283447,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_365,1040.0,1416.0,1515.0,1932.0,1.1571483612060547,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_396,626.0,852.0,993.0,1394.0,1.2126257419586182,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_401,1189.0,1581.0,1794.0,2645.0,1.2024967670440674,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_434,1003.0,1244.0,1247.0,1612.0,1.212897539138794,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_442,775.0,992.0,1180.0,1578.0,1.3238767385482788,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_444,798.0,979.0,1112.0,1419.0,1.2171882390975952,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_450,912.0,1213.0,1272.0,1643.0,1.268467903137207,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_459,1097.0,1470.0,1604.0,1986.0,1.2698938846588135,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_462,604.0,787.0,1088.0,1436.0,1.1886695623397827,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_464,1065.0,1404.0,1454.0,1897.0,1.1536258459091187,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_494,670.0,874.0,1000.0,1347.0,1.1831094026565552,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_496,865.0,1053.0,1295.0,1774.0,1.241945743560791,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_508,913.0,1179.0,1297.0,1608.0,1.3219774961471558,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_510,742.0,993.0,1122.0,1493.0,1.188515305519104,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_523,1080.0,1388.0,1539.0,1934.0,1.2590545415878296,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_535,820.0,1025.0,1167.0,1440.0,1.2681077718734741,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_537,768.0,1051.0,1292.0,1596.0,1.2483011484146118,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_553,529.0,734.0,945.0,1243.0,1.1829595565795898,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_558,834.0,1106.0,1297.0,1728.0,1.2222139835357666,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_577,755.0,887.0,1134.0,1603.0,1.2606217861175537,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_592,844.0,1124.0,1261.0,1620.0,1.1856586933135986,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_597,1019.0,1384.0,1493.0,1895.0,1.2166187763214111,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_599,1035.0,1348.0,1473.0,1827.0,1.2994147539138794,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_612,779.0,932.0,1112.0,1390.0,1.3083126544952393,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_625,565.0,749.0,878.0,1234.0,1.2445422410964966,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_638,567.0,821.0,1044.0,1590.0,1.177869200706482,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_640,1035.0,1395.0,1678.0,2281.0,1.2067698240280151,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_650,605.0,824.0,959.0,1387.0,1.2767317295074463,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_659,797.0,1025.0,1182.0,1496.0,1.3005048036575317,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_667,840.0,1100.0,1209.0,1560.0,1.1912325620651245,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_685,871.0,1149.0,1273.0,1612.0,1.2423604726791382,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_732,858.0,1147.0,1271.0,1636.0,1.297592043876648,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_739,536.0,749.0,995.0,1559.0,1.1886838674545288,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_757,590.0,803.0,1060.0,1395.0,1.235805869102478,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_759,569.0,825.0,941.0,1293.0,1.1574771404266357,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_763,581.0,713.0,1029.0,1359.0,1.1933187246322632,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_764,991.0,1295.0,1436.0,1763.0,1.2787706851959229,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_800,854.0,1170.0,1386.0,1749.0,1.2587430477142334,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_811,855.0,1127.0,1234.0,1507.0,1.185758113861084,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_812,821.0,1068.0,1214.0,1511.0,1.2291100025177002,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_814,862.0,1072.0,1208.0,1540.0,1.1884112358093262,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_828,613.0,785.0,974.0,1408.0,1.2061489820480347,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_830,795.0,1021.0,1170.0,1523.0,1.190134048461914,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_832,1045.0,1465.0,1455.0,1937.0,1.1533453464508057,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_855,846.0,1073.0,1197.0,1531.0,1.194025993347168,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_872,1207.0,1590.0,1754.0,2396.0,1.2780461311340332,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_882,838.0,1041.0,1166.0,1486.0,1.230143666267395,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_896,559.0,689.0,866.0,1200.0,1.2374194860458374,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_899,760.0,932.0,1107.0,1436.0,1.2705525159835815,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_903,723.0,989.0,1305.0,2293.0,1.148353099822998,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_923,905.0,1155.0,1274.0,1576.0,1.294804573059082,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_925,493.0,694.0,943.0,1489.0,1.1863096952438354,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_935,707.0,1000.0,1267.0,1902.0,1.2378582954406738,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_939,853.0,1137.0,1310.0,1607.0,1.3043794631958008,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_954,774.0,948.0,1186.0,1582.0,1.1618167161941528,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_971,996.0,1237.0,1377.0,2261.0,1.259724497795105,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_976,1069.0,1392.0,1506.0,1884.0,1.1513724327087402,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_984,792.0,1088.0,1297.0,1706.0,1.312849998474121,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_990,825.0,1065.0,1224.0,1577.0,1.2586792707443237,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_996,866.0,1141.0,1229.0,1545.0,1.2387076616287231,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1012,727.0,943.0,1060.0,1397.0,1.2108522653579712,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1015,1219.0,1512.0,1586.0,1894.0,1.1479063034057617,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1030,762.0,1097.0,1152.0,1384.0,1.2043249607086182,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1031,791.0,998.0,1219.0,1876.0,1.2217203378677368,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1032,719.0,899.0,1088.0,1428.0,1.2685438394546509,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1053,1023.0,1395.0,1496.0,1886.0,1.2230520248413086,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1058,859.0,1055.0,1194.0,1553.0,1.1792054176330566,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1080,850.0,1070.0,1172.0,1470.0,1.2140684127807617,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1101,715.0,946.0,1210.0,1552.0,1.1970585584640503,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1107,708.0,941.0,1129.0,1431.0,1.2910542488098145,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1110,813.0,1033.0,1151.0,1548.0,1.2219127416610718,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1142,673.0,888.0,1157.0,1509.0,1.3083674907684326,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1149,878.0,1143.0,1423.0,2007.0,1.2959564924240112,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1165,1176.0,1448.0,1643.0,2206.0,1.226300597190857,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1185,839.0,1110.0,1220.0,1568.0,1.2009638547897339,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1192,929.0,1216.0,1337.0,1785.0,1.236117959022522,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1197,557.0,744.0,952.0,1439.0,1.1628403663635254,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1205,797.0,989.0,1073.0,1376.0,1.1495788097381592,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1219,841.0,1133.0,1295.0,1670.0,1.2289659976959229,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1232,1122.0,1517.0,1591.0,2115.0,1.2587852478027344,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1247,751.0,946.0,1096.0,1419.0,1.1564329862594604,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1248,1201.0,1528.0,1727.0,2032.0,1.158071517944336,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1252,756.0,1016.0,1179.0,1528.0,1.2399135828018188,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1254,853.0,1107.0,1204.0,1617.0,1.1682040691375732,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1263,799.0,1059.0,1267.0,1604.0,1.1711506843566895,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1292,815.0,1046.0,1186.0,1502.0,1.2883636951446533,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1310,807.0,1129.0,1281.0,1871.0,1.1821460723876953,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1316,750.0,989.0,1175.0,1538.0,1.1553226709365845,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1335,704.0,897.0,1003.0,1284.0,1.2060115337371826,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1358,777.0,1003.0,1132.0,1436.0,1.1727986335754395,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1362,861.0,1091.0,1250.0,1583.0,1.3085076808929443,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1380,911.0,1186.0,1226.0,1555.0,1.26731538772583,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1385,708.0,869.0,1015.0,1406.0,1.2998632192611694,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1388,718.0,953.0,1194.0,1612.0,1.2127560377120972,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1395,763.0,919.0,1046.0,1303.0,1.164811134338379,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1412,710.0,914.0,1053.0,1417.0,1.1776176691055298,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1419,1011.0,1322.0,1418.0,1708.0,1.2356467247009277,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1428,854.0,1121.0,1179.0,1612.0,1.294162631034851,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1430,771.0,983.0,1193.0,1474.0,1.3026293516159058,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1441,616.0,810.0,927.0,1262.0,1.301084041595459,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1447,1141.0,1519.0,1685.0,2036.0,1.234804630279541,"{""type"":""MultiPoint"",""coordinates"":[]}"
