latitude,longitude,layer_num,prev_layer_size,num_nodes,activation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0,0,5,5,linear,0.8008448481559753,0.04795932397246361,0.40207862854003906,0.31727609038352966,0.01726316660642624,0.6619409918785095,-0.5585098266601562,0.376745343208313,0.5826543569564819,0.23458029329776764,-0.06658505648374557,0.11276507377624512,-0.6797947287559509,0.42040547728538513,0.14742593467235565,0.06954190135002136,-0.6455767750740051,0.5137090086936951,0.5430023670196533,-0.24820828437805176,-0.07705013453960419,0.5633735656738281,-0.43227553367614746,0.050433799624443054,-0.1861998438835144,-1.0083526372909546,0.42501723766326904,0.567102313041687,0.20041640102863312,0.02489798329770565
0,0,1,5,4,softsign,0.6720090508460999,0.47158682346343994,1.0058807134628296,-0.33181530237197876,-0.9953598976135254,-0.8842538595199585,0.5514165163040161,-0.06144813075661659,-0.6165101528167725,-0.7183652520179749,0.06809210032224655,0.17997844517230988,-0.15429183840751648,-0.6515156626701355,-0.4407714307308197,-0.010855034925043583,-1.2052280902862549,0.11488112807273865,0.6384035348892212,-0.18323348462581635,-0.6619086265563965,-0.38016077876091003,-0.1278676837682724,0.11888138949871063
0,0,2,4,3,softsign,-0.7459743022918701,-0.18803714215755463,0.5423117280006409,0.35259923338890076,0.908884584903717,-0.581074595451355,0.32267916202545166,-0.46224284172058105,-1.0513684749603271,0.718641996383667,0.9028769135475159,-0.22797979414463043,-0.1762154996395111,-0.2625783085823059,0.29141706228256226
0,0,3,3,2,softsign,-1.0684057474136353,-1.010817527770996,-0.66615891456604,-1.588243842124939,0.6651983261108398,1.5317264795303345,0.31510427594184875,0.2582985460758209
0,0,4,2,1,linear,2.2500319480895996,1.6705504655838013,0.5078814625740051
