system:index,B4,EVI2,GVI,NDVI,RDVI,estimatefCOVER,.geo
0_27,2064.0,0.34774182469396264,0.9405339805825244,0.21550741163055873,15.63283099086834,0.059,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_41,2024.0,0.32185173932857364,0.8531383302864106,0.20078973346495557,14.28996707252539,0.052,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_61,2242.0,0.3139766940404643,0.9583333333333333,0.19627173328553504,14.660066437354942,0.032,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_64,1852.0,0.2985262451410834,0.9287241625089095,0.18736287845546293,12.649422840626578,0.011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_77,2017.0,0.3330047517945607,0.8782874617737002,0.20715408805031446,14.776346260325369,0.068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_88,2113.0,0.3927054738274559,1.0081442699243746,0.24061096136567833,17.949319688184378,0.084,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_93,2261.0,0.34140424958447513,1.019163763066202,0.2119205298013245,16.052892706251125,0.04,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_112,2298.0,0.28463858837404454,0.7498675145733968,0.1792857142857143,13.416514344003703,0.049,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_114,1909.0,0.40420476264269856,1.0741469816272966,0.24694280078895464,17.58329851272995,0.089,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_138,2083.0,0.32675928425910017,0.9987301587301587,0.20359395909004013,14.725065922802951,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_168,2128.0,0.36042908506008137,1.0334143377885785,0.22264840182648402,16.474477285379468,0.075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_180,1672.0,0.3059980243254924,0.9078947368421053,0.19168479574570946,12.329073080582644,0.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_211,2250.0,0.263911620294599,0.7703537338573836,0.167129372570794,12.284861555240537,0.019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_249,2005.0,0.3868088271757997,1.0523659305993691,0.23735260555344237,17.210928264643254,0.086,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_276,1905.0,0.3019815418023887,0.911764705882353,0.18936170212765957,12.981984243312615,0.018,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_291,2066.0,0.292809209038128,0.7200229489386116,0.18404423380726698,13.096916656540685,0.016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_296,2162.0,0.3467747604208159,0.904382470119522,0.214960058097313,15.953454446834346,0.047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_320,2233.0,0.3003986002641885,0.7477284874398717,0.188442667635835,13.979093187269369,0.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_325,2053.0,0.38786426565979276,1.0138888888888888,0.23793615441722346,17.465226879799772,0.085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_414,1924.0,0.38309217508347787,0.9185185185185185,0.23529411764705882,16.69096268326419,0.094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_471,1794.0,0.35419832292194275,0.9330572808833679,0.2191512513601741,14.855480810788162,0.047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_472,2065.0,0.389009139009139,1.0954460386774798,0.2385693215339233,17.57010819730194,0.078,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_482,1955.0,0.3571428571428571,0.9534438775510203,0.22080510163411718,15.64135712176542,0.053,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_501,2019.0,0.3419835043250855,0.8190866510538641,0.21225126804525946,15.196360736480372,0.083,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_503,2252.0,0.36018464702463454,0.963948973932335,0.22250992577248405,16.93562205296079,0.079,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_505,2057.0,0.27711394722123356,0.8113790970933827,0.1748896911351785,12.349243323778007,0.041,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_535,2218.0,0.34242264738191136,0.8097509273979862,0.21249778093378308,15.948662758292254,0.094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_542,1879.0,0.3651805522144709,0.9578392621870884,0.22531436817151104,15.69294760111884,0.076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_543,2258.0,0.34953283592122064,1.0757844878626406,0.21651630811936157,16.438137136943567,0.073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_560,1585.0,0.3600921073527076,0.984076433121019,0.22246750061319598,14.20485913538634,0.052,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_570,2074.0,0.26295422249289485,0.773365913255956,0.16656620454088808,11.750888628712138,0.023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_582,1729.0,0.36896891672465787,0.926367461430575,0.22743521000893654,15.216078462898956,0.071,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_585,2235.0,0.38135593220338987,1.0802540415704387,0.2343268242548818,17.904164196652083,0.087,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_610,2092.0,0.34163450569188575,1.00373599003736,0.2120527306967985,15.452228796021469,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_617,2138.0,0.3468108799696725,0.8854700854700854,0.2149807233339453,15.866393006100974,0.092,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_622,2192.0,0.3283493380570576,0.8614694335389792,0.20450009072763564,15.18129119179411,0.05,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_632,2088.0,0.1921026627834408,0.534364261168385,0.12397734424166142,8.559825374785511,0.017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_655,2108.0,0.3220631486837947,0.9199999999999999,0.20090978013646701,14.593298699905208,0.074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_657,2215.0,0.320097244732577,0.8720405862457723,0.19978323699421965,14.864732090273504,0.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_677,2378.0,0.30819021597710117,0.8607728957120169,0.19294077719328015,14.811268131688102,0.062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_687,1830.0,0.4178934689507495,1.124913733609386,0.2544306376044001,17.82649338394671,0.085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_712,2174.0,0.23694070972007936,0.5943753380205516,0.1511128465443186,10.8148667687264,0.041,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_721,2015.0,0.33712121212121215,0.9054388133498146,0.2094939191839937,14.957924511392124,0.033,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_738,2214.0,0.3527995801770558,0.9936452917388792,0.21835834068843776,16.435001290891265,0.057,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_752,1972.0,0.3102223151075002,0.9558232931726907,0.19411524315488354,13.579745247873369,0.035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_766,2064.0,0.3256047387726777,0.9468749999999999,0.20293492952307396,14.60426687405947,0.047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_783,1873.0,0.39606511455828336,1.10989010989011,0.24246713852376137,17.050457445182808,0.071,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_796,2402.0,0.2656256838972294,0.8411572052401746,0.16813852813852814,12.777421916118714,0.027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_806,1929.0,0.35314062786374467,0.9110546378653113,0.21855377759773142,15.356416444859528,0.087,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_812,2299.0,0.27696892488284275,0.8072887907233572,0.17480258435032303,13.048284069455823,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_856,2382.0,0.27350793860227823,0.7291346646185355,0.17277305087688835,13.111414325788958,0.028,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_857,2212.0,0.27929332294102366,0.888755980861244,0.1761638733705773,12.909338643345217,0.019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_858,2222.0,0.296063377981052,0.8614146060954571,0.1859314892837516,13.737556610365901,0.038,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_887,1806.0,0.36442540406709883,0.7595561035758323,0.22489270386266094,15.352118865097047,0.068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_898,1887.0,0.39552395445243216,1.018929503916449,0.2421686746987952,17.08962906814384,0.076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_902,2178.0,0.2863393988665981,0.8567199526346951,0.18027850959729017,13.141796383835961,0.035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_909,2089.0,0.3373276827901993,1.010691823899371,0.2096102913356035,15.23969168978981,0.068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_951,1826.0,0.4071507536333486,1.0653505786249151,0.248559670781893,17.32801437858726,0.083,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_955,2162.0,0.2623633397453067,0.7339449541284404,0.16621673736984188,11.969913433805763,0.002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_964,1912.0,0.24830996841580316,0.7005174644243208,0.15789473684210525,10.640043529788281,0.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_965,1879.0,0.3816009336127099,1.0472972972972974,0.23446730495009166,16.42777732980197,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_974,1930.0,0.2609852620087336,0.793080505655356,0.1654054054054054,11.24878371803526,0.019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_990,2242.0,0.3689706836020484,1.1291093843395097,0.22742935906271536,17.326475520508613,0.062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1000,2127.0,0.30925149628050114,1.0076530612244898,0.19355450236966826,14.057707740575319,0.016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1011,2280.0,0.3471065200488726,1.0275703618609993,0.21514629948364888,16.399172977762053,0.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1016,2196.0,0.35355393565893256,0.9543639475185397,0.21878335112059766,16.40437508344451,0.053,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1018,2132.0,0.33194574032871604,1.0161691542288556,0.2065500558243394,15.141682930408257,0.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1039,2037.0,0.3860567884958128,1.032,0.2369357557595055,17.312531040716564,0.071,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1050,1844.0,0.3842987475707191,1.0874737578726381,0.2359643671017195,16.39400543274457,0.073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1061,1974.0,0.31280139717957406,0.8406524466750314,0.19559902200489,13.70310406895804,0.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1068,2153.0,0.36259809417040356,1.040264423076923,0.22386445565969718,16.67452110044975,0.047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1069,2000.0,0.3720275344180225,0.9386018237082068,0.22913856234341878,16.50593077128112,0.066,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1081,1855.0,0.33972602739726027,0.7595797280593326,0.21097405359421523,14.466729456427307,0.062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1082,2244.0,0.38335219581474833,0.9631835408770979,0.2354344122657581,18.038025328490857,0.077,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1084,1905.0,0.3383609183128671,0.9343936381709741,0.21019900497512436,14.599376392324988,0.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1122,2109.0,0.33508017774343124,0.939156626506024,0.20833333333333334,15.20690632574555,0.045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1148,2268.0,0.23947146273976455,0.7129372570794004,0.15262469643190735,11.166663646088223,0.019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1157,1940.0,0.40305149396058493,1.1119157340355499,0.2463092463092463,17.67258114481652,0.094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1160,2222.0,0.29039163391353173,0.819468024900962,0.18263748390656612,13.46696036673533,0.041,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1183,2133.0,0.2838478648774168,0.7537227949599083,0.17882579403272378,12.889110235248994,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1184,1860.0,0.2612204445702959,0.9592760180995474,0.1655450874831763,11.053156769112801,0.001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1209,2296.0,0.3369018330119467,0.8720682302771856,0.209366391184573,15.95586198487693,0.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1217,2430.0,0.2889864069356738,0.8167701863354038,0.18181818181818182,14.012980994907414,0.036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1227,1922.0,0.35424436623417555,0.8686176836861768,0.21917529961405646,15.378236188964161,0.086,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1228,1812.0,0.35267222392595277,0.9435650378527185,0.2182916307161346,14.86307943478498,0.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1233,1872.0,0.3669177568089213,0.9846153846153847,0.22628642281463113,15.741144589324534,0.066,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1244,2022.0,0.394166217474396,1.0238532110091745,0.24141812042768712,17.626829578526973,0.068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1255,2214.0,0.3029206452968506,0.9555021046301864,0.18990120746432493,14.039852326430262,0.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1257,1940.0,0.301,0.7388379204892965,0.1887936441563872,13.056824295103983,0.068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1274,2298.0,0.31315765906953835,0.8899336283185841,0.1958005249343832,14.802053485971966,0.027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1294,2366.0,0.30597552195824335,0.8782983306408185,0.19166381961052273,14.664474269574292,0.055,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1315,1937.0,0.39284434662435375,0.9768894440974392,0.24068992551940416,17.19206876841261,0.085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1349,2231.0,0.33032466195346283,0.9151583710407241,0.20562577888552608,15.410962806157915,0.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1365,1655.0,0.33970520497466605,0.8472727272727272,0.21096543504171633,13.663982216466726,0.083,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1391,2300.0,0.3638151425762045,0.9967014843320505,0.22454484153742413,17.29432649535243,0.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1395,1980.0,0.39803946053946054,1.0267745952677458,0.24355300859598855,17.621863861688563,0.084,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1412,2308.0,0.2569393634534479,0.5743740795287187,0.16300997280145058,12.10561710729792,0.047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1413,2076.0,0.40333119490579045,1.014076246334311,0.24646098003629763,18.29464432256862,0.09,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1444,2193.0,0.3708800621274069,0.9218492019812878,0.22849604221635883,17.228359145288625,0.091,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1460,2153.0,0.3588474766617533,0.9824046920821115,0.22176034700885597,16.495452275699087,0.064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1466,2182.0,0.34903406850808233,1.057108140947752,0.21623563218390804,16.13529364930881,0.048,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1476,1956.0,0.2832804543151945,0.8268229166666667,0.17849643007139857,12.317547059406301,0.016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1482,1851.0,0.40113906154133433,1.0889192886456907,0.2452599388379205,17.176952768812583,0.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1503,2017.0,0.38564452884164835,0.9452380952380952,0.23670766319772943,17.208174995052772,0.091,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1509,2216.0,0.3088142926931398,0.8839080459770114,0.1933017837641063,14.32782238714177,0.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1514,1834.0,0.40931398841450334,1.064189189189189,0.24974432399263652,17.46246888601406,0.064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1531,1954.0,0.3789136319526023,0.9904942965779469,0.23297350343473994,16.629478301409108,0.074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1565,2237.0,0.29046800204489476,0.7854384997242141,0.18268176835951772,13.515981960609363,0.013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1606,2024.0,0.25828599718588774,0.8209437621202327,0.16380913034497005,11.397396209817453,0.013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1616,1928.0,0.4062236529470376,1.0738820479585223,0.24804992199687986,17.76286859659867,0.088,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1626,1941.0,0.40047586329745277,0.9962570180910792,0.24489398949620697,17.559086900397883,0.095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1629,1913.0,0.30650643360038843,0.9542936288088644,0.19197465681098205,13.210032666166375,0.019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1643,2169.0,0.3200884307095737,0.8445830969937607,0.19977863862755948,14.709189836073465,0.09,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1654,2239.0,0.31158020603384845,0.9512624779800352,0.19489392304926287,14.534958293211607,0.016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1662,2136.0,0.3181173699894262,0.9565217391304348,0.19864940911648846,14.504127835011705,0.029,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1682,1944.0,0.3876092847282581,1.074244415243101,0.23779651048813957,16.98373242906615,0.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1697,2210.0,0.3792753132407721,1.082015231400117,0.23317140874392783,17.702609224400764,0.078,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1704,1800.0,0.40749350471762613,1.082115518441197,0.24874791318864775,17.21939350037823,0.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1721,2439.0,0.3322146247621438,0.8540729635182409,0.20670027646771832,16.208517865322236,0.071,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1726,1913.0,0.2596704871060172,0.7697412076974122,0.1646288209606987,11.14137024806046,0.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1733,2317.0,0.28978433088713845,0.7734250926416093,0.18228339509440622,13.722199063288713,0.072,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1741,2293.0,0.34421932715489595,1.036845135290731,0.2135139770193792,16.304137554287472,0.034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1762,2141.0,0.3389770136778115,0.8642816581487791,0.21054572271386432,15.506231500246379,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1776,1901.0,0.3985488401123479,1.091638795986622,0.24383452665075578,17.289914102557784,0.074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1786,2248.0,0.3431073790659353,0.9362772498602572,0.21288515406162464,16.08938617035888,0.055,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1799,2148.0,0.3530193293514555,0.8350684931506849,0.21848280880480261,16.198699125996754,0.094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1805,2306.0,0.34206992206419795,0.8144171779141105,0.21229718189581553,16.244549765890675,0.075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1811,2331.0,0.2995424967241877,0.9050279329608939,0.18794635080996341,14.240579781875123,0.009,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1822,2387.0,0.2890126174028635,0.8291777188328913,0.1818337617823479,13.889766781737954,0.013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1835,2346.0,0.31785456375692056,0.8610079575596816,0.1984967543559959,15.187271926243607,0.063,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1850,2146.0,0.2649343330393022,0.8889585947302383,0.16773317820438238,12.045297802328955,0.054,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1858,1790.0,0.39260490236809303,1.0390516039051603,0.240560033941451,16.516509270714725,0.077,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1864,2311.0,0.30034485075128203,0.8799999999999999,0.1884108867427568,14.218469730423806,0.013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1868,2042.0,0.3072579830234438,0.8261659600242277,0.19240656515720783,13.682528563754698,0.074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1889,2027.0,0.23733553927361536,0.7155333749220212,0.15135021980322377,10.46069829971837,0.007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1932,2196.0,0.31818288065074096,0.701191092698084,0.1986863711001642,14.709502307286908,0.074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1938,2297.0,0.2989810410514214,0.7471383975026014,0.1876215738284704,14.109092452457991,0.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1957,2305.0,0.26491388160146,0.897887323943662,0.1677198050189565,12.482455642324974,0.017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1965,1790.0,0.37731901241456267,0.8795811518324608,0.2320892320892321,15.846783557572467,0.073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1970,2268.0,0.3221998825283513,0.8466955579631636,0.20098643649815043,15.143497748023394,0.081,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1974,1712.0,0.38997941372611555,0.916151202749141,0.2391111111111111,16.04006095859849,0.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1975,2067.0,0.27563988961745867,0.9102730819245775,0.17402597402597403,12.311645843534624,0.006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1984,1665.0,0.36307367149758457,0.9358879882092852,0.22413793103448276,14.68402838648756,0.067,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1993,1998.0,0.2715751357875679,0.8,0.17164179104477612,11.92138427302277,0.023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1998,2256.0,0.2559557240475522,0.7589887640449438,0.1624280675700761,11.921600526934988,0.004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2011,2110.0,0.3468971311967351,1.0123228589032656,0.21502976190476192,15.76624256955045,0.027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2016,1741.0,0.3516271373414231,0.9247159090909092,0.21770388676701866,14.52429228145871,0.054,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2027,2130.0,0.3669454588290729,1.080098582871226,0.22629858336360334,16.791903848910334,0.064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2029,1936.0,0.319315260884543,0.9359145527369825,0.19933829611248965,13.862255135887525,0.078,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2045,1917.0,0.3845504815805187,0.9509433962264151,0.23610280932456665,16.726680156253707,0.085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2046,1975.0,0.35841836734693877,0.9284380833851897,0.22152148206543162,15.779421594011142,0.089,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2050,2109.0,0.3816342927359517,1.0487951807228915,0.23448275862068965,17.40550844238487,0.067,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2065,2112.0,0.3435105335223042,0.9415623136553368,0.21311475409836064,15.614201186372764,0.084,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2083,2265.0,0.319365798414496,1.0076923076923077,0.19936373276776245,14.996075838766489,0.006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2094,2302.0,0.3607424736002099,1.0405633802816903,0.22282241728561783,17.150090111046516,0.05,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2096,2052.0,0.29540744110807804,0.832515337423313,0.18555268902560032,13.171627243394656,0.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2099,1575.0,0.3538227280012823,1.093696763202726,0.2189437143565584,13.904218776214687,0.073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2107,2018.0,0.28530117993338666,0.6891734575087312,0.1796747967479675,12.602877462119643,0.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2126,2038.0,0.35102081317754463,0.9107896323086198,0.217357910906298,15.685954071905519,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2146,1788.0,0.32109171182018864,0.8729937194696442,0.2003577817531306,13.398528742022574,0.088,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2204,2222.0,0.3475466624125436,0.9623717217787913,0.2153954802259887,16.210567105308385,0.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2209,1872.0,0.38842744931535933,1.1000690131124915,0.2382502543234995,16.703025109626637,0.081,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2247,1816.0,0.40732507387426464,1.0214333556597457,0.2486553578816715,17.288254399266837,0.086,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2252,1994.0,0.3026728540689083,0.8988326848249026,0.18976026005688745,13.313004277515006,0.011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2256,2426.0,0.3061039955746564,0.8334187596104561,0.1917374646010328,14.855632660906393,0.044,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2266,1861.0,0.3889570879590094,1.048037889039242,0.23854337152209493,16.677576898181663,0.076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2267,2218.0,0.2942139865702721,0.7521739130434784,0.1848585079015068,13.636995964981285,0.033,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2270,1925.0,0.40755657844265436,1.0499679692504804,0.24878048780487805,17.809972542124246,0.088,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2272,2178.0,0.2984471237307079,0.8608187134502925,0.1873134328358209,13.713594954174642,0.026,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2282,1961.0,0.3520627721802768,0.9551856594110115,0.21794616151545365,15.434220243873378,0.066,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2285,1658.0,0.2299007923726084,0.5070993914807302,0.14689992281965525,9.158594648199207,0.046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2290,2206.0,0.3822526368091786,1.0366132723112127,0.23482483524106834,17.831231783486146,0.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2306,2069.0,0.29878857657747854,0.7299771167048055,0.1875122717455331,13.381861586378186,0.073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2330,2224.0,0.28160420528946567,0.9343863912515189,0.17751479289940827,13.054279037290108,0.004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2331,1971.0,0.3809722538381769,1.1244147157190634,0.23411696133670098,16.79615844205825,0.04,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2345,2093.0,0.30257372919033737,0.7960257159555815,0.1897018970189702,13.634803228451476,0.088,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2352,1947.0,0.2562086541589849,0.8362771739130435,0.1625806451612903,11.08652189561431,0.026,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2374,2142.0,0.37242370425760624,0.9525714285714286,0.22935779816513763,17.10061965720981,0.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2390,2336.0,0.3420303399113275,0.9950055493895671,0.21227448996796494,16.347892306645154,0.051,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2407,2258.0,0.3483275792494283,0.9268024215740231,0.21583608265323842,16.379384931613743,0.061,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2423,2087.0,0.3875553650521504,0.9310541310541312,0.23776479181884588,17.594594594594593,0.088,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2429,1746.0,0.3889694797622095,1.0505415162454872,0.23855211513301353,16.15475205490684,0.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2434,2090.0,0.37368358066060314,0.9851367419738406,0.23006078467489408,16.95128077930817,0.073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2437,1843.0,0.37817231385932126,1.1188260558339298,0.23256298146991464,16.1174703443777,0.071,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2446,1897.0,0.36448263990042107,0.9366925064599483,0.22492339121552604,15.736602356553785,0.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
