system:index,B4,EVI2,GVI,NDVI,RDVI,estimatefCOVER,.geo
4_8934,691.0,1.3031123966268794,3.204398447606727,0.6493275818320223,40.76308724701976,0.494,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8962,762.0,1.1983205432118607,2.5251959686450167,0.610230179028133,38.15768870307956,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8968,828.0,1.2234370467072817,2.41432720232333,0.6197474167623421,40.89863418063691,0.514,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8975,1076.0,1.0817158625821655,2.4434550311665184,0.5646368602063524,39.69762558183965,0.561,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8977,716.0,1.3702824062047725,2.7602459016393444,0.6735066119471044,44.60424342696271,0.518,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9001,920.0,1.1357690966166725,2.600612870275792,0.5860517435320585,39.07255804143123,0.459,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9006,425.0,1.6289156626506025,3.567883211678832,0.7608328643781654,45.357381596368185,0.541,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9015,801.0,1.3155606566499722,3.491784037558685,0.6538461538461539,44.480765073663704,0.526,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9023,1024.0,1.141010832578903,2.6353591160220993,0.588093322606597,41.467877631989914,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9074,851.0,1.1275699871026479,2.7200460829493087,0.582843137254902,37.22903410501214,0.457,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9086,1052.0,1.0711204830825267,2.470260223048327,0.5603844546594233,38.767913374291545,0.463,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9088,761.0,1.312529819796675,3.011074197120709,0.6527492584987451,43.21476169742129,0.517,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9102,757.0,1.3063714582406172,2.911378555798687,0.6505078485687904,42.81508048885172,0.499,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9104,990.0,1.1607000795544948,2.707779886148008,0.5957533687219273,41.69422417950218,0.479,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9105,1055.0,1.0984375,2.754368932038835,0.5713124746038196,40.081550351576226,0.479,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9109,703.0,1.34910092025721,2.939325842696629,0.6659539082917557,43.20496273510477,0.494,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9128,812.0,1.298757785587529,2.9521331945889697,0.6477223427331887,43.97839145991246,0.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9131,792.0,1.1238710204748865,2.6711656441717793,0.5813953488372093,35.76408488192953,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9142,790.0,1.3598947725729804,3.174503657262278,0.6698014629049112,46.33264171844986,0.554,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9176,375.0,1.5581635665780926,3.3084922010398614,0.7378538972387277,39.46656277244009,0.466,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9187,866.0,1.2996381064162754,3.0549999999999997,0.6480390164600691,45.45983307812689,0.526,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9196,1043.0,1.13215695952616,2.6471127406049497,0.5846276383910792,41.43026365250659,0.502,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9216,805.0,1.2089777442474539,2.982269503546099,0.6142788691902252,39.68640851228211,0.481,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9250,932.0,1.2187136204889408,2.88102261553589,0.6179544988727198,43.16402221875587,0.491,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9254,735.0,1.402353354408149,3.122770199370409,0.684819897084048,46.7687369006952,0.534,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9265,1010.0,1.1875286565795506,2.577758470894874,0.6060842433697348,43.40172609923637,0.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9284,894.0,1.2844601509530509,2.991253644314869,0.6424715056988602,45.43413857233829,0.562,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9285,693.0,1.367427736777368,3.2638554216867472,0.6724952741020794,43.74838911428075,0.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9287,918.0,1.2100905605499737,2.7097396335583412,0.6146904512067156,42.43145450705726,0.528,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9293,922.0,1.1204863799535443,2.242056074766355,0.5800501024823502,38.436800218313515,0.517,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9296,400.0,1.5828840970350404,3.209800918836141,0.7459510955859003,41.85975541652483,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9308,994.0,1.228256289876008,2.8824065633546034,0.6215495907100704,45.048411888416005,0.563,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9311,863.0,1.213128266283189,2.9499455930359084,0.6158468729134209,41.28011988053615,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9333,765.0,1.2002997002997002,2.8493317132442284,0.6109839816933639,38.31702634611868,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9336,1001.0,1.079226762820513,2.3839622641509433,0.5636442894507411,38.1783201898619,0.524,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9373,930.0,1.160199932226364,2.6147783251231527,0.5955642530984997,40.38874211010774,0.534,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9381,1052.0,1.1917124970746549,3.021455223880597,0.6076822673876562,44.50209556207855,0.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9406,733.0,1.178945360518842,2.5214285714285714,0.6028176645895421,36.62334369922729,0.486,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9416,970.0,1.147285550270625,2.5214953271028038,0.5905445335584635,40.64902956894028,0.47,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9418,892.0,1.0933269038169073,2.5211267605633805,0.5692901979719942,36.63859013141693,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9419,719.0,1.3478498473598912,3.318455971049457,0.6655036054896487,43.63491509451903,0.484,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9422,708.0,1.4071916067668626,3.5453460620525057,0.6865176001771087,46.13990765215308,0.554,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9429,993.0,1.1229449373695197,2.5216165413533833,0.5810126582278481,40.00136073634862,0.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9452,957.0,1.196787212915212,3.0060913705583756,0.6096267591270651,42.686934570554456,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9487,693.0,1.4087441205881266,3.3695906432748535,0.6870625423346127,45.72451548484934,0.558,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9490,848.0,1.2136052237208308,3.0146231721034873,0.6160289789449853,40.94160294503996,0.462,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9515,1046.0,1.1078673846346505,2.643796992481203,0.5750558602478164,40.34827307781051,0.462,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9516,961.0,1.1684375203702497,2.7066795740561473,0.5987473903966597,41.43920264263805,0.516,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9542,885.0,1.2295289549214925,3.019047619047619,0.6220371556694426,42.567525585416476,0.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9543,721.0,1.2180076948812313,2.857142857142857,0.6177094379639448,37.937619725754956,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9560,854.0,1.137770607436311,2.2865731462925853,0.586840832123851,37.731629420586415,0.491,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9563,1113.0,0.9953571201424665,2.0626587637595257,0.5293868921775898,36.408581104084305,0.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9572,727.0,1.3589464358226586,3.2206896551724142,0.6694703341668561,44.40259152483547,0.551,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9586,401.0,1.5673702630283808,3.7346221441124783,0.7408723747980613,41.216748481799904,0.495,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9594,850.0,1.1963383838383839,2.799349240780911,0.6094647369630141,40.21081878254752,0.468,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9611,822.0,1.2890259537752522,2.741871921182266,0.6441558441558441,43.78364754343557,0.528,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9619,883.0,1.0861172837181274,2.316008316008316,0.5664129634176283,36.148509050920325,0.517,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9622,1223.0,1.1242756211796459,2.5015151515151515,0.5815226689478187,44.45891982216432,0.551,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9659,1084.0,1.151691146351454,2.539297658862876,0.5922512695128832,43.18563705326193,0.484,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9667,751.0,1.2115648454523444,2.7491082045184303,0.6152663934426229,38.443073199852016,0.464,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9675,702.0,1.2826787389371508,2.982673267326733,0.6418367346938776,40.185335938496216,0.472,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9681,1054.0,1.0970474043459202,2.608044901777362,0.5707595194461413,39.997986611922535,0.465,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9686,884.0,1.094153293681966,2.6636363636363636,0.569620253164557,36.50905904573635,0.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9713,923.0,1.1347030374726002,2.6563146997929605,0.5856341189674523,39.0886098037022,0.476,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9734,361.0,1.5822973942146783,3.259450171821306,0.745774647887324,39.74356179591044,0.454,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9757,1124.0,1.10684296460435,2.490771812080537,0.5746452223273415,41.7755615187652,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9780,832.0,1.1908286761168065,2.726477024070022,0.6073619631901841,39.53921715526919,0.455,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9797,1093.0,1.0825630700710778,2.209795918367347,0.5649751243781095,40.049524068451205,0.472,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9801,859.0,1.18812414684963,2.9604519774011298,0.6063244729605867,40.05414529675689,0.502,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9819,666.0,1.2808369569897105,3.007894736842105,0.6411637931034483,39.06366377576746,0.504,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9843,1233.0,1.0126699015351437,2.3021001615508885,0.5365532794587483,39.13897817846969,0.489,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9846,517.0,1.5588210111734235,3.844632768361582,0.7380288826957183,46.3667783579216,0.552,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9849,659.0,1.4066645856094895,3.294545454545455,0.6863398381722989,44.49049441497486,0.534,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9860,1059.0,1.1254694226483068,2.3765796124684075,0.5820011841326228,41.42851061777511,0.46,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9877,838.0,1.304887457649861,3.0020263424518747,0.6499582289055973,44.974103752651025,0.516,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9892,529.0,1.5300952873711895,3.8045649072753207,0.7285091095714652,45.4778777217384,0.544,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9893,714.0,1.2554831304062641,2.539149888143177,0.631768953068592,39.34252069984905,0.494,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9910,903.0,1.085013453245365,2.251497005988024,0.565969718817592,36.50833723706722,0.47,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9915,677.0,1.2349477015030323,3.006849315068493,0.6240977234869517,37.45626359367239,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9918,982.0,1.174430050168286,2.807729468599034,0.6010562665041641,42.172568010328966,0.524,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9920,675.0,1.1900958466453675,2.782191780821918,0.6071012805587893,35.58670076370714,0.514,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9930,538.0,1.4589779759737898,3.3459383753501397,0.7044767920900852,42.50862232196038,0.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9934,661.0,1.3435108221545553,3.422972972972973,0.6639552618200305,41.6443410786378,0.527,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9935,493.0,1.4452103038840813,3.1906906906906904,0.6997563946406821,40.10037649304913,0.488,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9940,800.0,1.177071178529755,2.6602272727272727,0.6020890325789604,38.179281657381445,0.489,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9965,955.0,1.1244282568185668,2.6427850655903127,0.5815991237677984,39.29561901285568,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9986,1221.0,1.1518882135992936,2.1108936725375083,0.5923205342237062,45.842701223048685,0.546,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_32,518.0,1.6266206732484834,3.980340760157274,0.7600741083835109,49.94560264642607,0.597,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_51,314.0,1.8396529562982007,5.060773480662983,0.8257975034674064,49.582246498343224,0.603,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_81,506.0,1.6025774700754891,3.94475138121547,0.7523250122369065,48.089989474070904,0.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_90,599.0,1.5057771879147475,3.798177083333333,0.7203548085901027,47.14885936381767,0.575,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_111,340.0,1.7715940569126165,3.742857142857143,0.8053806525472238,47.60610419124724,0.607,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_120,329.0,1.7851670242108488,4.08957654723127,0.8094962362478286,47.57469365691101,0.638,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_128,830.0,1.3691716071142446,3.683572216097023,0.6730996455297361,47.96513930367176,0.61,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_134,733.0,1.4559813741583196,3.3991640543364685,0.7034189763301638,49.4549065381786,0.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_143,442.0,1.7061531314667002,4.643625192012289,0.7852283770651117,50.37715866019481,0.583,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_147,568.0,1.5942586064651618,3.669411764705882,0.7496142825655719,50.49196148898862,0.625,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_154,280.0,1.8328199383926072,4.796,0.8237885462555066,46.44005183133322,0.598,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_155,635.0,1.5339892665474062,4.043424317617866,0.7297872340425532,50.031692083777834,0.614,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_156,475.0,1.6539267015706807,4.125528913963328,0.7688001946945728,49.281231874215116,0.592,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_159,375.0,1.78826416778224,4.526234567901234,0.8104145601617796,50.9724345100238,0.644,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_161,312.0,1.7574409757189213,4.340264650283554,0.8010838380618426,44.86784689562683,0.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_179,823.0,1.3335111348179756,3.613532110091743,0.660338423442014,45.968282054199555,0.619,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_196,550.0,1.5851750440054762,3.9055627425614485,0.7466605251036389,49.20033965722185,0.596,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_212,402.0,1.7356609593634045,4.106259097525473,0.7943734015345268,49.67216308120918,0.624,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_229,761.0,1.380527299148848,3.2053191489361703,0.677131947390751,46.49091498423404,0.591,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_260,342.0,1.7579320546827177,4.543828264758497,0.8012205754141238,46.99962900296916,0.616,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_261,481.0,1.6145788243442127,4.103092783505154,0.7562088190572732,47.50291692166812,0.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_269,291.0,1.8355517389437526,5.066132264529058,0.8245931283905967,47.498282066582924,0.592,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_294,462.0,1.5742791179796456,3.7428139183055977,0.7431192660550459,44.56857410962502,0.576,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_308,601.0,1.5682539103802822,3.7665094339622645,0.7411156579797544,50.49929681795911,0.633,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_319,356.0,1.7655332977639813,4.663778162911612,0.8035320088300221,48.37235997667495,0.621,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_331,707.0,1.4403926821530544,3.672150411280846,0.6980568011958147,47.769736058608466,0.618,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_336,712.0,1.4801745047837218,3.7229050279329607,0.7116825268272929,50.01563837239244,0.624,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_342,472.0,1.670009096923586,4.390101892285299,0.7738922155688622,50.00445728635592,0.644,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_346,732.0,1.38883930165304,3.403207331042383,0.6800699300699301,46.00410440795063,0.594,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_355,282.0,1.8716612548444536,4.827458256029685,0.8352322524101665,48.866440525586334,0.634,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_364,459.0,1.6530718500520654,3.707382550335571,0.7685325264750378,48.39924731538617,0.629,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_371,356.0,1.7852928682682778,4.062874251497006,0.8095238095238095,49.493626333287075,0.629,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_376,617.0,1.4918920996003688,3.5513447432762835,0.715668202764977,47.14727391682385,0.577,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_392,459.0,1.7117271736057826,4.62043795620438,0.7869575307495938,51.65823251691712,0.638,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_394,524.0,1.5870821042281218,3.9766483516483513,0.7472871955630577,48.12320665801393,0.626,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_411,295.0,1.87171464330413,4.3,0.8352415526389276,49.98207162516408,0.631,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_425,392.0,1.7571511317055784,4.577044025157233,0.800964711855801,50.26970922837183,0.623,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_426,383.0,1.7298236490000474,4.155763239875389,0.7925805578120769,48.16516679838189,0.631,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_430,754.0,1.3798134041512333,3.2030075187969924,0.6768802228412256,46.24137350853056,0.644,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_449,282.0,1.8511006544431825,4.3546099290780145,0.8291944276196245,47.64802559206973,0.627,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_450,531.0,1.617520615937781,4.129506008010681,0.7571461239423737,50.069060470246484,0.611,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_461,512.0,1.6087437062507677,4.001367989056088,0.7543186180422264,48.69884736957087,0.609,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_476,327.0,1.7637874457499734,4.125,0.803012048192771,46.26910546446654,0.607,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_481,337.0,1.8468950749464665,4.746388443017657,0.8279295379116671,51.816749140095006,0.632,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_484,592.0,1.5575274252124751,3.4646924829157175,0.7375886524822695,49.54487900339442,0.636,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_504,387.0,1.652158236324302,4.378870673952641,0.7682634730538922,44.40004585421379,0.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_512,444.0,1.6803759006858232,4.109668109668109,0.7771643663739022,49.05994336176892,0.593,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_544,848.0,1.3748010361724041,3.525879917184265,0.675095785440613,48.77537850076328,0.584,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_551,505.0,1.5628409338861007,3.4873501997336884,0.7393548387096774,46.024467546113186,0.567,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_563,654.0,1.4880085886891332,4.071059431524548,0.7143481109412535,48.33872847819686,0.572,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_577,483.0,1.61526533425224,3.5708661417322833,0.75642965204236,47.63705444427772,0.569,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_594,835.0,1.4329726480312592,3.150892857142857,0.6954777534646244,51.50293342824346,0.565,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_595,689.0,1.4207162067568064,3.7711757269279396,0.691239076854134,46.17870236478071,0.569,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_606,390.0,1.768951079770824,4.5145482388973965,0.8045602605863192,50.82758106326398,0.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_607,440.0,1.6685181070873139,3.9553956834532373,0.7734294541709578,48.20147383980657,0.619,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_608,646.0,1.508644024975638,3.8246674727932284,0.7213114754098361,49.1127842192895,0.626,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_609,730.0,1.4743060145406477,3.511017838405037,0.7096838337641679,50.32754318168447,0.609,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_634,437.0,1.674330267892843,4.152238805970149,0.7752635638981743,48.346867997348035,0.619,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_642,326.0,1.790374577832361,3.9135220125786168,0.8110692552883222,47.64643581163248,0.613,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_704,524.0,1.628330008214998,3.6828675577156744,0.7606212882594792,50.327615579362245,0.608,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_725,585.0,1.5896614821591948,4.37037037037037,0.7481162540365985,50.98729236561969,0.616,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_731,503.0,1.62804206921854,4.5525525525525525,0.7605332063794334,49.2940523225905,0.634,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_786,418.0,1.7372135930661634,4.8139904610492845,0.7948466257668712,50.739611950219874,0.598,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_795,449.0,1.6248052067100558,3.9029850746268657,0.7595072308516336,46.410801616598185,0.586,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_811,278.0,1.8206880707598647,4.887029288702929,0.8201811125485123,45.60679008023944,0.613,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_859,657.0,1.4925709545962709,3.413793103448276,0.7158918918918918,48.68591227505195,0.578,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_866,606.0,1.511489622894848,3.5997552019583843,0.7222731439046746,47.713781547761805,0.584,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_877,502.0,1.5961725729285745,3.7412398921832883,0.7502487562189055,47.568374459888986,0.597,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_896,515.0,1.5546082451974963,4.200612557427259,0.7366402454615187,46.067999166174296,0.574,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_901,574.0,1.4923832720967676,3.677462887989204,0.7158415841584158,45.49960287064205,0.573,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_937,751.0,1.3888888888888888,3.451467268623025,0.6800851970181043,46.59948534135122,0.586,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_938,661.0,1.535418883206919,3.764044943820225,0.7302591307896348,51.12335502582066,0.617,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_962,682.0,1.4794643485605687,3.8559423769507806,0.7114448910514068,48.91409989569348,0.608,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_969,748.0,1.4212543672195652,3.5203969128996695,0.6914191419141914,48.1418421302755,0.565,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_972,274.0,1.8750335066745296,4.535135135135135,0.8362223550508069,48.37096390844571,0.619,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1033,356.0,1.7929682028295282,4.424050632911392,0.8118393234672304,49.939667616948874,0.641,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1051,819.0,1.3750686524731042,3.3862928348909653,0.6751933372992267,47.94823577050429,0.618,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1053,547.0,1.5778623533143037,4.218181818181818,0.7442730247779337,48.68023532084598,0.611,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1086,363.0,1.7867042409683085,4.849407783417936,0.8099476439790576,50.059744410765866,0.615,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1087,647.0,1.483895988771515,3.569230769230769,0.7129547471162379,47.86895191281702,0.564,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1113,343.0,1.7393514415306814,4.608938547486034,0.7955290611028316,46.078922123715714,0.578,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1126,814.0,1.3956697938604887,3.123326959847036,0.6824653793641505,48.866618078143716,0.586,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1159,595.0,1.5540287904281174,4.058064516129032,0.7364341085271318,49.48376916578519,0.628,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1174,730.0,1.4164775702565893,3.842874543239951,0.6897577560560986,47.317583160576746,0.577,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1185,738.0,1.4417726214967455,3.7142857142857144,0.6985294117647058,48.87709676561502,0.617,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1196,297.0,1.815880664897937,3.966666666666667,0.8187366493744278,46.868650826235545,0.604,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1208,728.0,1.3934074577240716,3.231023102310231,0.6816790555312636,46.10287729791363,0.57,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1214,455.0,1.6995863495346433,4.105047748976808,0.7831784608053372,50.737634953426266,0.606,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1236,502.0,1.63813638015261,4.155433287482806,0.7637647058823529,49.791367075971294,0.638,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1237,436.0,1.734002561242616,4.458992805755396,0.7938534278959811,51.630996609349936,0.629,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1240,340.0,1.7804726368159205,4.116613418530352,0.808072255151002,48.09896949517026,0.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1284,516.0,1.5724732637274381,4.641357027463651,0.7425149700598802,47.007707356328325,0.621,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1310,441.0,1.6533495846876132,4.234472049689441,0.7686253934942288,47.45600491969473,0.589,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1318,733.0,1.3844143757159222,3.8751592356687894,0.6785087719298246,45.81818569466579,0.612,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1325,688.0,1.4636328208035145,3.3449401523394995,0.7060457167271951,48.306118595716,0.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1396,713.0,1.3712019660411081,3.3097762073027095,0.6738334858188472,44.55461198599224,0.566,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1409,754.0,1.3490467813161957,3.302059496567506,0.6659282233052725,44.741258802761116,0.578,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1422,335.0,1.7648955377869489,4.305699481865285,0.8033460522453771,46.890917510703474,0.599,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1424,705.0,1.4117807224541659,3.60313630880579,0.688122096881221,46.26821634121504,0.597,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1451,575.0,1.540988429103746,3.7789203084832907,0.7321220591660843,47.96936138785885,0.601,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1458,539.0,1.5822087854883273,4.2259887005649714,0.7456947393253126,48.550397228110434,0.594,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1462,855.0,1.3556587439005194,3.1385948026948993,0.6682832201745877,47.98161828764693,0.578,"{""type"":""MultiPoint"",""coordinates"":[]}"
