system:index,B2,B8,GVI,RDVI,SGI,estimatefCOVER,.geo
1_3892,293.0,2057.0,3.3673036093418256,34.243661424480145,5.559459459459459,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3900,252.0,1996.0,3.4159292035398234,33.20765129401714,5.28042328042328,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3915,328.0,2125.0,3.3634496919917867,31.640123458687295,4.224652087475149,0.355,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3957,289.0,2142.0,3.389344262295082,34.44455453332522,5.301980198019802,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3959,178.0,1592.0,4.15210355987055,33.24495208079831,8.423280423280424,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3964,171.0,1754.0,4.128654970760234,34.997272554707806,8.55609756097561,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3973,263.0,1961.0,3.5288683602771362,32.56568890437651,5.106770833333333,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3999,246.0,1887.0,3.3781902552204173,33.81891935371166,6.207236842105263,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4013,281.0,2080.0,3.622222222222222,33.30665599145812,5.0,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4033,265.0,2081.0,3.5239130434782613,32.52483754579403,4.665919282511211,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4035,209.0,1573.0,3.8699690402476783,31.95270661654032,7.15,0.367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4043,209.0,1490.0,3.7151898734177218,28.760652656762463,5.321428571428571,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4060,248.0,1819.0,3.4043583535108954,33.74107827177043,6.614545454545454,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4062,221.0,1716.0,3.125,33.15596297492658,6.947368421052632,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4071,221.0,1853.0,3.411904761904762,33.94069120421308,6.524647887323944,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4074,249.0,1926.0,3.5857142857142854,32.58496746525983,5.262295081967213,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4086,314.0,2193.0,3.038674033149171,33.90383341961253,4.873333333333333,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4120,262.0,2030.0,3.5413870246085013,34.40891658464692,5.783475783475783,0.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4144,222.0,1793.0,4.0083798882681565,31.402807195628355,5.242690058479532,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4163,265.0,1763.0,3.463291139240506,29.98962731696687,4.6888297872340425,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4166,204.0,1854.0,4.079452054794521,33.65948445616404,6.3061224489795915,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4189,212.0,1876.0,4.029490616621984,32.9735085879944,5.719512195121951,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4198,262.0,1937.0,3.546948356807512,31.93155738098754,4.903797468354431,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4228,287.0,2123.0,3.536324786324786,33.24373509019077,4.825,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4236,232.0,1758.0,3.7513513513513512,30.232643249509234,4.816438356164384,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4282,211.0,1651.0,3.7037037037037033,33.37126377547115,7.8246445497630335,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4333,237.0,1975.0,4.077120822622108,34.974301342356576,6.475409836065574,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4451,220.0,1790.0,3.7105263157894735,34.46336991470382,7.5210084033613445,0.365,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4460,239.0,1666.0,3.4426666666666668,32.34934569685473,6.664,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4467,265.0,1975.0,3.6912114014251785,32.61966126716268,5.077120822622108,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4479,191.0,1694.0,3.997050147492625,32.750585079434344,6.776,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4518,261.0,1979.0,3.5079726651480634,31.82958609631836,4.711904761904762,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4526,262.0,2075.0,3.737442922374429,33.695675462388536,5.200501253132832,0.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4541,240.0,2019.0,3.2775423728813555,35.045511461702155,6.25077399380805,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4565,283.0,1995.0,3.271948608137045,34.361748059866365,5.9375,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4591,278.0,2057.0,3.189409368635438,35.15332213047137,6.103857566765579,0.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4602,196.0,1637.0,4.052469135802469,33.20400919035139,7.795238095238095,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4604,226.0,1760.0,3.8484848484848486,32.317050105074834,5.966101694915254,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4622,288.0,2007.0,3.603211009174312,31.757700716962347,4.592677345537758,0.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4641,271.0,1946.0,3.131634819532909,33.95839306128727,5.951070336391437,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4654,202.0,1556.0,3.8322981366459627,28.999073527419515,5.101639344262295,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4661,241.0,1893.0,3.4541176470588235,33.52432762914754,5.971608832807571,0.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4662,210.0,1717.0,3.717032967032967,34.17168321501608,7.986046511627907,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4673,278.0,1977.0,3.597674418604651,31.693877551020407,4.662735849056604,0.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4679,279.0,2041.0,3.1315789473684212,34.416435469913715,5.73314606741573,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4690,302.0,2101.0,3.377083333333333,32.140462524047784,4.46072186836518,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4704,260.0,2039.0,3.9132530120481928,34.38993516886271,5.727528089887641,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4742,279.0,2104.0,3.6039387308533914,33.06992936576357,4.814645308924485,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4757,271.0,1928.0,3.5579196217494093,31.503893204822155,4.748768472906404,0.366,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4772,230.0,1617.0,3.3940217391304346,32.36937708186725,7.1233480176211454,0.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4773,291.0,2013.0,3.2378947368421054,34.76946207461005,6.1,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4780,172.0,1610.0,4.348837209302325,31.756366457412,6.625514403292181,0.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4796,206.0,1518.0,3.8037974683544302,28.754268326978302,5.163265306122449,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4799,229.0,1934.0,3.2882483370288247,34.42659238888589,6.340983606557377,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4802,219.0,1806.0,3.907608695652174,31.184598537402167,5.073033707865169,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4807,241.0,1870.0,3.25,33.878766134917,6.360544217687075,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4811,302.0,2136.0,3.5254237288135597,32.532000161114574,4.506329113924051,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4846,280.0,1938.0,3.1587982832618025,31.807832963125517,4.845,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4852,222.0,1615.0,3.6947674418604652,32.1801995166475,6.961206896551724,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4858,198.0,1549.0,3.9967741935483874,29.767113589977814,5.592057761732852,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4878,200.0,1526.0,4.155405405405405,29.351334399391977,5.469534050179211,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4886,286.0,2143.0,3.3645621181262726,35.179562068075654,5.684350132625995,0.389,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4911,287.0,1911.0,3.343181818181818,30.473501129665824,4.393103448275862,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4919,257.0,1842.0,3.6050000000000004,31.326247550853708,4.991869918699187,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4920,238.0,1923.0,3.556872037914692,33.021786448974716,5.510028653295129,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4951,200.0,1594.0,3.674486803519062,31.648859379992754,6.669456066945607,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4983,256.0,1993.0,3.4988713318284423,33.692512137708874,5.5515320334261835,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4993,188.0,1486.0,3.856209150326797,31.758587657796305,7.946524064171123,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5007,212.0,1547.0,3.9267515923566876,29.140341839409402,5.226351351351352,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5010,275.0,1934.0,3.1502145922746783,32.61124452774357,5.2411924119241196,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5016,249.0,1797.0,3.7289473684210526,30.341309156368222,4.716535433070866,0.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5020,211.0,1467.0,3.486238532110092,30.72866083412538,7.019138755980861,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5033,228.0,1905.0,3.6014492753623184,31.735491534863712,4.935233160621761,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5056,267.0,1930.0,3.684466019417476,31.862008843968855,4.898477157360406,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5060,225.0,1951.0,3.667464114832536,34.539729592948206,6.313915857605178,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5061,240.0,1702.0,3.7943661971830984,30.288167618604554,5.080597014925373,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5067,248.0,1759.0,3.430730478589421,29.67388041871972,4.568831168831169,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5091,266.0,1960.0,3.355555555555555,30.332289978402272,4.206008583690987,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5104,234.0,1928.0,3.411899313501144,34.72216624620113,6.602739726027397,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5136,266.0,2019.0,3.4866666666666664,34.652801306245344,5.991097922848665,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5192,305.0,2033.0,3.2890295358649793,31.2674955021987,4.334754797441365,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5196,257.0,2058.0,3.6247191011235955,34.53103038649947,5.716666666666667,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5211,230.0,1658.0,3.5054347826086953,32.51676765980286,6.8796680497925315,0.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5217,192.0,1590.0,4.213114754098361,29.48803662161095,5.196078431372549,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5284,267.0,2034.0,3.5300668151447665,32.90392536868975,4.985294117647059,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5307,247.0,1706.0,3.5614973262032086,29.032629509268283,4.489473684210527,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5322,265.0,2202.0,3.484725050916497,34.67028338038841,5.181176470588236,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5324,269.0,2183.0,3.654584221748401,34.45048369211435,5.148584905660377,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5376,232.0,1632.0,3.1739130434782608,31.479699631863625,6.229007633587786,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5384,275.0,1953.0,3.428571428571429,32.09782918357365,4.919395465994962,0.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5433,228.0,1892.0,4.197802197802198,33.30896823110765,5.839506172839506,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5447,273.0,2050.0,3.5353982300884956,32.87771375283408,4.916067146282973,0.372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5448,272.0,1949.0,3.707729468599034,31.905385701325084,4.848258706467662,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5451,252.0,1804.0,3.7349081364829395,31.530742201424722,5.259475218658892,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5467,268.0,2038.0,3.1676891615541924,34.79241871684315,5.976539589442815,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5470,234.0,1745.0,3.2560975609756095,32.85901155236583,6.462962962962963,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5472,164.0,1461.0,3.9693877551020407,31.076297565317127,7.454081632653061,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5478,285.0,1877.0,3.5558252427184467,30.317995803898672,4.4373522458628845,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5496,230.0,1804.0,3.567088607594937,33.56360946999705,6.583941605839416,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5510,240.0,1876.0,3.509615384615385,33.960698347620365,6.380952380952381,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5532,288.0,1939.0,3.376975169300226,30.84090926367973,4.447247706422019,0.356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5539,303.0,2099.0,3.372916666666667,33.98679803947984,5.2475,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5541,283.0,2064.0,3.556291390728477,32.242710132491936,4.607142857142857,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5550,261.0,1839.0,3.227586206896552,33.6893000992373,6.43006993006993,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5552,257.0,1838.0,3.3247058823529407,33.08616069976609,6.006535947712418,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5609,258.0,2020.0,3.488888888888889,34.415024535492186,5.838150289017341,0.389,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5659,241.0,1783.0,3.5717948717948715,30.912203780000315,5.036723163841808,0.355,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5670,302.0,2053.0,3.122489959839357,33.375215568865514,5.1325,0.372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5696,246.0,1985.0,3.9625000000000004,33.03100630205754,5.237467018469657,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5711,185.0,1498.0,3.993333333333333,31.735014996348287,7.761658031088083,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5716,254.0,1924.0,3.2850779510022274,34.320801487169895,6.328947368421052,0.367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5744,172.0,1542.0,4.280821917808219,31.46129981856118,6.97737556561086,0.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5753,233.0,1717.0,3.494764397905759,33.139085415688456,6.923387096774194,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5766,223.0,1593.0,3.4127423822714684,31.506301890630223,6.555555555555555,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5768,203.0,1748.0,3.9378531073446323,34.0695663831425,7.5344827586206895,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5776,210.0,1576.0,3.8492307692307692,31.964304311827608,7.131221719457014,0.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5789,183.0,1568.0,4.351535836177474,33.03172255285666,8.475675675675676,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5818,274.0,1941.0,3.524475524475524,31.52074850095328,4.711165048543689,0.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5824,226.0,1747.0,3.4566326530612246,29.611805459248696,4.585301837270341,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5854,227.0,1682.0,3.4734042553191493,32.51680020789381,6.674603174603175,0.365,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5874,233.0,1735.0,3.626666666666667,31.243741340160696,5.438871473354232,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5890,280.0,2084.0,3.305785123966942,33.44007006486577,5.046004842615012,0.367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5892,224.0,1946.0,3.51508120649652,34.73161313593198,6.486666666666666,0.372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5895,221.0,1957.0,3.604705882352941,34.36277694774448,6.154088050314465,0.389,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5931,215.0,1738.0,4.0376811594202895,31.82351560040469,5.774086378737541,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5941,205.0,1533.0,3.7906250000000004,31.491320375702667,7.097222222222222,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5966,275.0,1959.0,3.5242494226327947,31.661691945347854,4.709134615384615,0.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5976,206.0,1745.0,4.132352941176471,32.34414476821735,6.080139372822299,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6003,292.0,2086.0,3.564551422319475,34.03006314628453,5.321428571428571,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6005,157.0,1456.0,3.8533333333333335,29.891286703176785,6.358078602620087,0.365,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6017,223.0,1705.0,3.830028328611898,30.096232374252427,4.970845481049563,0.355,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6022,205.0,1826.0,4.016483516483516,32.422072518768516,5.6532507739938085,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6036,205.0,1597.0,3.710914454277286,32.40115151696214,7.359447004608295,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6044,215.0,1706.0,3.4543080939947783,33.26368129917771,7.138075313807532,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6060,283.0,2065.0,3.2931392931392933,34.54102448282186,5.688705234159779,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6065,300.0,2194.0,3.4412955465587043,33.78769793166336,4.821978021978022,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6080,180.0,1728.0,4.220543806646526,34.79924642671476,8.64,0.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6105,197.0,1662.0,3.9171597633136095,33.655677899808616,8.028985507246377,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6106,236.0,2002.0,3.967741935483871,34.25902212578353,5.836734693877551,0.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6121,208.0,1463.0,3.4468085106382977,30.971142466245283,7.315,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6128,248.0,1854.0,3.166292134831461,33.045234934362625,5.885714285714286,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6178,209.0,1533.0,3.5625,30.869781970626665,6.523404255319149,0.35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6189,276.0,1964.0,2.935871743486974,34.0874755780683,5.933534743202417,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6206,262.0,1791.0,3.592307692307692,31.287269910092288,5.191304347826087,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6219,178.0,1620.0,4.276872964169381,33.481189900860876,8.350515463917526,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6220,290.0,2095.0,3.554347826086956,34.09509189431287,5.317258883248731,0.355,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6234,160.0,1482.0,4.292857142857143,32.00542122753281,8.325842696629213,0.372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6242,270.0,2189.0,3.6673773987206824,34.94845205608788,5.365196078431373,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6244,211.0,1760.0,3.3890274314214466,33.92655286071647,7.2727272727272725,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6245,238.0,1838.0,3.450363196125908,31.95456720958669,5.327536231884058,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6247,225.0,1704.0,3.6813186813186816,29.524826706721843,4.707182320441989,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6261,255.0,1740.0,3.405063291139241,29.479972914099204,4.554973821989528,0.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6275,208.0,1499.0,3.515060240963855,31.548194477558855,7.532663316582915,0.346,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6291,320.0,2104.0,3.2764227642276422,32.02532536210404,4.410901467505241,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6293,286.0,2023.0,3.1884057971014492,34.23274663774914,5.714689265536723,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6317,243.0,1882.0,3.705,32.228700670995075,5.271708683473389,0.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6329,195.0,1768.0,3.7272727272727275,32.82024954944439,6.2695035460992905,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6361,272.0,2008.0,3.318279569892473,34.50682698745285,5.958456973293768,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6368,207.0,1595.0,3.8926380368098163,30.18180777335639,5.576923076923077,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6407,239.0,1814.0,3.4243902439024394,34.0023494630689,6.871212121212121,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6410,231.0,1950.0,3.55607476635514,35.04495105400363,6.701030927835052,0.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6436,191.0,1670.0,4.186335403726708,34.25189434732386,8.697916666666666,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6439,207.0,1683.0,4.1,31.391301233039833,5.823529411764706,0.355,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6455,255.0,1704.0,3.197044334975369,31.63520927962092,5.855670103092783,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6476,224.0,1881.0,3.8984375,32.92764802591817,5.6656626506024095,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6477,265.0,1959.0,3.4726027397260273,32.842704284206384,5.2520107238605895,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6486,222.0,1874.0,3.2981651376146788,34.31564280422684,6.669039145907473,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6492,293.0,2040.0,3.08,32.28833818173985,4.700460829493087,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6512,184.0,1805.0,3.9182561307901906,32.47826086956522,5.803858520900322,0.367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6533,271.0,2019.0,3.2150313152400836,33.7650022491399,5.471544715447155,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6534,229.0,1769.0,3.833333333333333,30.50793785722774,4.900277008310249,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6540,207.0,1769.0,4.11271676300578,31.9983840982101,5.7064516129032254,0.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6552,203.0,1609.0,4.075709779179811,29.31819361222546,5.012461059190031,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6554,200.0,1668.0,4.261829652996846,33.83671196973897,8.176470588235293,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6562,257.0,1725.0,3.248768472906404,32.48395307235878,6.318681318681318,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6583,286.0,2000.0,3.1407867494824018,32.145037426792726,4.77326968973747,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6602,250.0,1673.0,3.322997416020672,29.355555555555554,4.752840909090909,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6605,270.0,2148.0,3.599571734475375,33.8624726609677,5.006993006993007,0.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6626,263.0,2043.0,3.7622377622377625,34.66409884965959,5.870689655172414,0.365,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6631,216.0,1774.0,4.264094955489615,32.724609959374774,6.159722222222222,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6636,229.0,1634.0,3.6552706552706553,29.03507201958693,4.763848396501458,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6683,246.0,1784.0,3.3196125907990313,32.240918527863094,5.773462783171521,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6684,215.0,1828.0,4.0497237569060776,35.164081409290695,7.879310344827586,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6691,238.0,1729.0,3.4107142857142856,32.54088337628668,6.333333333333333,0.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6698,198.0,1576.0,3.761329305135952,32.618124365776296,7.840796019900497,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6710,307.0,2034.0,3.0039370078740157,30.78484338238082,4.168032786885246,0.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6718,288.0,1757.0,3.0205949656750573,33.21059457885464,6.65530303030303,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6719,194.0,1654.0,3.966966966966967,31.366825153452396,5.992753623188406,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6722,286.0,2029.0,3.5904977375565608,32.91741614934342,5.009876543209876,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6806,273.0,1961.0,3.3577777777777778,32.235510372530385,4.952020202020202,0.372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6808,256.0,1806.0,3.404878048780488,33.7114584043121,6.688888888888889,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6848,307.0,1935.0,3.3,30.461336018416148,4.319196428571429,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6857,232.0,1623.0,3.3280000000000003,28.80834482762446,4.7043478260869565,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6875,289.0,1956.0,3.395505617977528,31.729004549933958,4.747572815533981,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6878,276.0,1889.0,3.372685185185185,30.079403584227038,4.312785388127854,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6904,237.0,1816.0,4.188571428571429,30.700155442790283,4.804232804232805,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6910,238.0,1861.0,4.043360433604336,31.736336527390417,5.112637362637362,0.343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6914,234.0,1940.0,3.6190476190476186,34.59362659352241,6.423841059602649,0.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6923,218.0,1945.0,3.9491094147582695,34.00181389305019,5.984615384615385,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6953,277.0,1798.0,3.250591016548463,32.232627716315356,5.689873417721519,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6973,168.0,1770.0,3.957983193277311,32.87849029881991,6.298932384341637,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
