system:index,EVI2,GVI,MSR,RDVI,SGI,estimateLAI,.geo
0_9,1.2009646302250805,2.2653399668325043,1.0359919346340096,30.22038526824315,4.145263157894737,1.17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_31,0.9909733124018839,1.8871650211565587,0.7982789736252333,27.31379291826914,3.2338072669826223,0.995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_68,0.9104195007169382,1.8336483931947072,0.7169408664937711,31.26379546056827,2.9478859390363814,1.05,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_69,0.7994676463972408,1.700097370983447,0.612102773229012,27.530456619291055,2.598875351452671,0.822,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_90,1.0800396987564946,1.9398280802292263,0.8940466170114684,28.892145949392123,3.5874125874125875,1.055,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_94,0.9453781512605042,1.9933407325194228,0.7516447658316823,30.401507822020093,3.068259385665529,0.972,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_106,1.1630111415738202,2.4089456869009584,0.9897697538834457,30.850429027704227,3.9591836734693877,1.093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_143,1.080865318389581,1.9582689335394128,0.8949919185796483,27.917510869684822,3.5909943714821764,1.028,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_145,0.9502326056950055,2.0261348005502064,0.7565745065880215,27.55121311881878,3.085553997194951,0.809,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_183,1.0334933833001523,2.6315789473684212,0.8431721383010237,27.745005463782633,3.397283531409168,1.148,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_190,0.9497094770587057,2.2972972972972974,0.7559944429059232,31.102871087434888,3.0835164835164837,1.134,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_231,1.1536050156739812,2.0415384615384617,0.9785983637788935,29.54655976925617,3.9148514851485148,1.151,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_269,1.1464943101368714,2.295104895104895,0.970122802016339,32.13098088295538,3.8813838550247115,1.187,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_311,1.059747107129526,2.3285340314136125,0.8715648054333142,31.779529784230945,3.502754820936639,0.937,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_330,0.9585945473101036,1.727699530516432,0.765016005972887,28.479857445750905,3.1152815013404824,0.947,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_331,1.0408828693253074,2.4138349514563107,0.851029275513041,33.04432406298102,3.4263093788063337,1.032,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_394,0.926055633380028,2.1156004489337823,0.7323628606851051,30.426141187296675,3.001081081081081,1.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_415,1.177351299850279,2.147008547008547,1.0070989984295038,28.870950222562797,4.028446389496717,1.153,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_427,0.9980726872246695,1.9944933920704844,0.8056001347260645,31.623777869921128,3.260191846522782,0.992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_469,1.0147153945666236,2.512720156555773,0.8232043423802156,25.971694359877876,3.324074074074074,0.934,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_470,0.909317389138017,1.7667804323094427,0.7158991600210005,28.136495331719484,2.944309927360775,0.961,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_528,1.1400492994291647,2.2854671280276815,0.9626326649904783,28.747807826850003,3.8519269776876266,1.147,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_547,0.9694719471947194,1.978359908883827,0.7760638769634053,30.433358584788014,3.1544028950542824,1.038,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_566,0.9955117165074892,2.532051282051282,0.8029801616010209,28.425462874424056,3.2507374631268435,1.135,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_741,1.0247441074279275,2.627737226277372,0.8337535910658649,30.750113477972544,3.3626522327469552,1.133,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_754,1.115043989978442,2.087149187592319,0.93360267899449,29.7463861606536,3.738819320214669,1.146,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_787,1.0372006692460525,2.083791208791209,0.847120489665865,29.454618959048428,3.411854103343465,1.057,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_826,1.054024067594094,2.3209580838323354,0.8652874751949624,33.07141919402618,3.479297365119197,1.138,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_853,1.2021052061911461,2.378066378066378,1.037328942477909,32.96965172087089,4.150709219858156,1.187,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_918,0.9870419113180806,2.4815384615384617,0.7941742296749186,28.644353519267106,3.2190611664295874,1.166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_963,1.0681573275862069,2.5376,0.8808508712813995,29.78174012938115,3.5376,1.118,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_986,0.9498829627152651,2.3541147132169575,0.7563776317526653,21.539316779362558,3.084862385321101,0.746,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1006,0.7973048848961257,1.5852749301025164,0.6101314742858676,27.483870967741936,2.5925233644859813,0.89,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1041,1.0663784036461377,2.0631578947368423,0.878917052301159,28.556176932669864,3.5303292894280762,1.098,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1076,1.0640851268101448,2.026476578411405,0.8765199210821103,24.35860667356752,3.5213270142180093,0.862,"{""type"":""MultiPoint"",""coordinates"":[]}"
