system:index,EVI2,NDGI,NDVI,RDVI,SGI,estimateLAI,.geo
0_1538,1.1190422022523037,0.05619834710743802,0.5795287187039765,30.20228804643878,3.7565674255691768,1.016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1544,1.0922391535462967,0.07561837455830389,0.5688859591298616,31.33523839797842,3.63914373088685,1.068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1548,1.062367449532637,0.056438356164383564,0.5568708183221822,34.71409585239405,3.5133565621370497,1.087,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1556,0.8116285490773549,0.044296788482835,0.44979279566464775,25.19241224422183,2.6349942062572422,0.783,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1563,0.4613697501393501,0.0025201612903225806,0.27786900200693304,20.571691472909055,1.7695805962607378,1.028,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1588,0.961082323748358,0.09365006852444038,0.515032999266683,32.94198733311184,3.123991935483871,1.064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1597,0.9799270751944043,0.07462686567164178,0.5229585505088111,33.19448246203072,3.1925078043704476,1.045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1599,0.8905333657216228,0.04674530362603757,0.4847697756788666,31.547303362866263,2.8817598533455544,1.119,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1625,0.5382267601007337,0.0014806040864672786,0.3180990899898888,22.3689487583591,1.9329774614472124,0.476,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1631,0.7171924396313984,0.005978477481068154,0.4061904761904762,26.32415150353288,2.3680834001603848,0.732,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1642,1.1425692367702511,0.10237659963436929,0.5887772194304858,28.77187464381254,3.8635437881873727,1.109,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1644,1.0476819845465637,0.017543859649122806,0.5509222133119487,33.696449095356115,3.4535714285714287,1.077,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1709,0.6502084795442348,0.035240274599542334,0.37410926365795727,21.711233779060695,2.195445920303605,0.566,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1717,0.949561549192852,0.06193934216146946,0.5101494534909659,34.15716323311757,3.0828779599271403,1.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1755,0.9655444206733477,0.08493932905067808,0.5169555388093444,26.631992025502345,3.140405616224649,1.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1776,0.8578857827784867,0.03571428571428571,0.47044791942751124,28.89714617369391,2.7767767767767766,0.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1797,0.6120755238951517,-0.013417521704814523,0.35542168674698793,15.863119309167018,2.102803738317757,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1801,0.759608824198317,0.014778325123152709,0.4260204081632653,23.857142857142858,2.4844444444444442,0.665,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1852,0.9184367677073096,0.023809523809523808,0.49693251533742333,21.97767969800214,2.975609756097561,0.838,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1856,1.175937122128174,0.08199643493761141,0.6017014694508894,30.598161488324486,4.021359223300971,0.936,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1877,0.7735692234623605,0.036619718309859155,0.43245934284766013,23.738039593245713,2.5239766081871347,0.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1883,0.9382452617045313,0.06546035125066525,0.5053521126760563,30.1098271356852,3.0432801822323463,1.011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1906,0.8084966501784485,0.03821415058645478,0.4483506944444444,30.435054373570985,2.6254917387883556,0.878,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1910,0.9298263126372529,0.07175112895132965,0.5017506059789927,30.57386758228117,3.014054054054054,1.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1920,0.8841000777230839,0.030217186024551465,0.4819672131147541,30.348630022824672,2.8607594936708862,0.973,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1929,1.033053378934153,0.0590318772136954,0.5449614616043391,32.25416919101596,3.395232120451694,0.954,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1931,0.584868093578895,0.020032485110990796,0.3418181818181818,17.925096677817134,2.0386740331491713,0.463,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1934,0.8664037095025895,0.024464831804281346,0.4742480428512567,23.363636217887755,2.804075235109718,0.949,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1936,1.1064893937870715,0.039056742815033164,0.5745513866231647,31.808567899913275,3.700920245398773,1.034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1955,0.7399657119806374,0.04756380510440835,0.4169034090909091,22.123394908393408,2.4299634591961023,0.655,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1960,0.951300003646574,0.075,0.5108935128518972,32.65325039443867,3.089089089089089,1.012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1963,1.1519954712708746,0.0901705930138099,0.5924308588064047,31.05603706426219,3.907142857142857,1.089,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1977,1.0536222569093747,0.056651814131126674,0.5533453887884268,31.87384717625959,3.477732793522267,1.073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1998,0.7833937464006234,0.007906783187682065,0.43693906471421823,28.431272741847202,2.552013422818792,0.828,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1999,1.028283575191792,0.03229974160206718,0.5430140329469189,31.089628152255464,3.376502002670227,1.11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2024,1.075523298622068,0.08542713567839195,0.5621993127147766,30.327513508386648,3.5682888540031397,0.985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2028,0.8897559118808585,-6.285355122564425E-4,0.4844559585492228,26.921109078001177,2.879396984924623,0.887,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2035,0.9607178151109514,0.0539906103286385,0.5148961781522721,29.68143124612655,3.1228287841191067,0.861,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2039,0.5285064642212868,-4.0535062829347385E-4,0.31310882271082663,18.768255794017726,1.9116693679092382,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2050,0.9325908272943924,0.016861219195849545,0.5029508196721312,27.776366885844684,3.0237467018469655,0.992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2055,0.682720455547981,0.012505789717461788,0.3898111047510017,23.041760450774248,2.2776735459662287,0.562,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2064,1.1417071300792232,0.07338769458858414,0.5884096147513994,32.426655417430126,3.8592,1.115,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2073,1.1326280557049788,0.0683982683982684,0.5848765432098766,29.777052229966834,3.8178438661710037,0.883,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2084,0.9926429293496576,0.04004054738976178,0.5282689912826899,33.47325097014907,3.2397043294614574,1.059,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2095,0.5666049953746531,-0.01751592356687898,0.33263707571801565,14.556435595034106,1.9968701095461658,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2114,1.1371670987508837,0.058823529411764705,0.5866261398176292,33.64800811115012,3.838235294117647,1.027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2154,1.041772991732163,0.027496382054992764,0.5485387974470944,29.9293143294514,3.4300595238095237,0.99,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2178,0.8749141680018311,0.04297994269340974,0.47796186308221317,27.033381006686973,2.8311377245508984,0.955,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2182,0.6814165307232191,-0.010706638115631691,0.38919443545778065,21.637950592782815,2.274364406779661,0.627,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2183,1.060974435511049,0.05574210879785091,0.55632691700852,31.317796133923935,3.507823613086771,1.045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2201,0.6717997484585416,0.004614838480653177,0.3845478489903424,25.956267671433036,2.2496433666191153,0.776,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2206,0.9784723288793324,0.06237424547283702,0.5223778612914247,28.261559580366196,3.1874105865522173,1.04,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2229,1.173008486175746,0.04121110176619008,0.6005606166783461,32.083654670044766,4.007017543859649,0.975,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2231,0.6425557899411569,0.0019023462270133164,0.3704,18.52,2.1766200762388817,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2236,0.7529216537796136,0.021848739495798318,0.4229053049082796,26.860313664838785,2.4656357388316152,0.923,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2239,0.773483912711017,0.005043227665706052,0.43238799835593916,30.16196857867364,2.523533671252715,0.795,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2263,0.9704399633363886,0.03799019607843137,0.5189950980392157,29.650930779293105,3.1579617834394904,0.905,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2276,0.4186026745240254,0.02647887323943662,0.25485122897800777,12.27261489357515,1.6840277777777777,0.105,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2297,0.7536475869809203,0.03123345685547909,0.42325874566656163,23.84190628767323,2.46775956284153,0.742,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2299,0.9120588100999955,0.04215456674473068,0.4941249226963513,28.100028940710526,2.9535452322738385,1.001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2302,0.868096357226792,0.049005337214944204,0.4749531208143584,29.018819466061288,2.809183673469388,1.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2308,0.7767356619232428,0.03142709943328181,0.43390545016561277,25.005154542386816,2.532978723404255,0.827,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2332,0.4393747873012787,-0.007579585649317837,0.26610231873389767,13.870543480506019,1.7251755265797393,0.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2360,0.8387271850124629,0.013197969543147208,0.46194298367008024,27.76657774637278,2.7170781893004117,0.884,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2364,0.7508086354746502,0.011743450767841012,0.42192866578599736,25.95804459623717,2.4597806215722122,0.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2366,0.6956145543968306,0.006925945657964837,0.3959818535320804,21.99749588058155,2.311158798283262,0.589,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2370,0.9057242442522957,0.03200692041522491,0.4913636363636364,32.593376348856246,2.9320822162645217,0.944,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2381,0.9604984716670585,0.0581039755351682,0.5148078134845621,29.003378548606616,3.122077922077922,0.799,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2396,0.913176303905074,0.051209904333145755,0.49460431654676257,28.567413643908303,2.9572953736654806,0.995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2406,0.6089992242048099,0.047619047619047616,0.3538692712246431,18.257734073362275,2.0953488372093023,0.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2476,0.6235534799140354,-0.009929078014184398,0.3610529464552797,20.875605533050354,2.1301498127340825,0.525,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2489,1.0108778702698356,0.030066815144766147,0.5358379962696509,32.82636456414673,3.308840413318025,1.041,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2491,0.7389893208627069,0.0353514831369362,0.41642084562438547,26.559685850696894,2.4271272114574556,0.739,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2496,0.9445467096180395,0.060838747784997045,0.5080445544554455,28.88267921117848,3.0654088050314465,1.056,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2506,0.40635838150289016,-0.017677974199713332,0.24814684080480057,13.207847254029508,1.660093896713615,0.143,"{""type"":""MultiPoint"",""coordinates"":[]}"
