system:index,B2,B8,GVI,RDVI,SGI,estimatefAPAR,.geo
3_737,289.0,2197.0,3.817982456140351,36.70567700426365,6.3497109826589595,0.451,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_739,330.0,2308.0,3.6159999999999997,36.380002711357946,5.615571776155718,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_852,383.0,2449.0,3.3810375670840784,34.197568141274,4.296491228070176,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_890,281.0,2106.0,3.830275229357798,36.48331478997647,6.75,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_986,249.0,2103.0,3.936619718309859,37.45771891318353,7.619565217391305,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1139,273.0,2188.0,3.6355932203389827,37.35520062277056,6.880503144654088,0.451,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1153,305.0,2149.0,3.3767820773930755,37.47451212897512,7.260135135135135,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1161,381.0,2623.0,3.491438356164384,36.777845993092356,4.76043557168784,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1314,242.0,1876.0,3.6783042394014966,35.595368519616166,7.849372384937238,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1315,249.0,1800.0,3.81283422459893,34.75364072340805,7.725321888412017,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1324,295.0,2239.0,3.6452282157676352,37.447679190517505,6.624260355029586,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1380,281.0,2178.0,3.67381974248927,36.65558217256973,6.424778761061947,0.451,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1399,266.0,1897.0,3.9272727272727277,36.3266715060198,8.46875,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1408,313.0,2263.0,3.4113060428849904,36.33752847794489,5.78772378516624,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1464,256.0,2144.0,4.1291866028708135,37.831798112878644,7.629893238434164,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1516,247.0,2059.0,4.1475,36.584718158379296,7.174216027874564,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1548,254.0,1957.0,3.509216589861751,35.89453498464879,7.384905660377359,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1572,258.0,2141.0,4.209245742092458,37.34599769571611,7.2087542087542085,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1603,296.0,1946.0,3.2212581344902382,35.60320838988292,7.207407407407407,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1637,221.0,1790.0,4.056497175141243,35.11195703256515,8.248847926267281,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1653,232.0,1798.0,3.833333333333333,35.065539767810805,8.0990990990991,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1681,285.0,1979.0,3.8150851581508514,36.153403669391345,7.43984962406015,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1697,292.0,2119.0,3.6674008810572687,36.39944604154228,6.601246105919003,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1707,343.0,2066.0,3.1319999999999997,34.91152488128274,5.902857142857143,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1714,311.0,2180.0,3.4219066937119678,35.73611191213603,5.828877005347594,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1760,292.0,2241.0,3.66875,37.58045866918614,6.709580838323354,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1770,333.0,2068.0,3.186234817813765,36.30396159775141,6.870431893687708,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1784,343.0,2116.0,3.084942084942085,35.8642439186073,6.241887905604719,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1810,425.0,2588.0,3.1210191082802545,36.61816524043016,4.792592592592593,0.447,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1820,291.0,2168.0,3.632478632478633,36.82947537517004,6.609756097560975,0.447,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1827,262.0,1948.0,3.5835294117647063,36.21794808408246,7.792,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1836,224.0,1797.0,3.9916666666666663,34.71272675856477,7.71244635193133,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1863,402.0,2564.0,3.459130434782609,35.64205225466617,4.506151142355009,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1883,419.0,2475.0,3.2163543441226574,35.28824458335913,4.600371747211896,0.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1915,440.0,2577.0,3.0775316455696204,35.28471855685353,4.3604060913705585,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1961,293.0,2127.0,3.935034802784223,36.06057764013577,6.311572700296736,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1983,363.0,2604.0,4.260606060606061,34.20878229695974,3.9938650306748467,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1989,405.0,2640.0,3.3421052631578947,35.14974519332912,4.190476190476191,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2009,241.0,1942.0,3.8793969849246235,36.5851050664602,8.263829787234043,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2027,244.0,1877.0,3.8753246753246753,36.18455976357511,8.531818181818181,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2088,279.0,2038.0,3.5188470066518844,35.887383207810984,6.748344370860927,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2170,214.0,1756.0,3.8374655647382916,34.647753200238434,8.09216589861751,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2178,287.0,2166.0,3.608510638297872,37.520907191846916,7.172185430463577,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2184,249.0,1999.0,3.8168674698795177,35.95072496020632,7.088652482269503,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2189,247.0,1966.0,3.78345498783455,36.04185409543704,7.446969696969697,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2273,245.0,2180.0,3.8988764044943824,37.75130845841745,7.266666666666667,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2321,240.0,2059.0,3.8107476635514015,37.357756672659384,7.9192307692307695,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2373,402.0,2361.0,3.0153061224489797,33.78490358939111,4.364140480591497,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2384,315.0,2005.0,3.091836734693878,34.52300112732969,5.985074626865671,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2404,380.0,2539.0,3.4079861111111107,35.73949112872772,4.59963768115942,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2424,323.0,2259.0,3.554435483870968,35.81614303563445,5.52322738386308,0.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2449,396.0,2685.0,3.52020202020202,35.60098664468899,4.235015772870662,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2453,267.0,1868.0,3.9028871391076114,36.187717028345524,8.648148148148149,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2568,335.0,2389.0,3.62984496124031,37.71401553886858,6.00251256281407,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2600,252.0,2104.0,3.859122401847575,37.49872353158876,7.650909090909091,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2616,307.0,2346.0,3.6640159045725644,37.29104313116246,5.9543147208121825,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2631,217.0,1795.0,4.158045977011494,35.397458240321605,8.547619047619047,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2670,257.0,1949.0,3.6515513126491648,35.61356660215494,7.191881918819188,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2676,278.0,2002.0,3.498876404494382,36.04751465612346,7.15,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2698,293.0,1945.0,3.246724890829694,35.35622332935405,6.996402877697841,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2740,307.0,2262.0,3.5882352941176467,37.14447025440731,6.283333333333333,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2828,297.0,2196.0,3.6723404255319148,37.67481731259106,7.083870967741936,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2834,288.0,2234.0,4.077272727272727,36.79464360467939,6.205555555555556,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2849,270.0,2078.0,3.712018140589569,37.14082594089411,7.528985507246377,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2887,284.0,1846.0,3.5024390243902435,34.6500815332595,7.182879377431907,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2901,242.0,1971.0,3.9029850746268657,36.28292814577901,7.6395348837209305,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2914,292.0,1908.0,3.2972972972972974,34.950976726895554,6.9381818181818184,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2930,213.0,1932.0,4.070866141732283,37.02543290178044,8.944444444444445,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2935,371.0,2679.0,3.716549295774648,36.860716791678286,4.651041666666667,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2943,284.0,1996.0,3.406181015452539,36.17162581199203,7.311355311355311,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2953,235.0,1846.0,3.7212276214833757,34.92114189008364,7.443548387096774,0.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2957,262.0,1976.0,3.879012345679012,36.3188034079365,7.629343629343629,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2992,325.0,2346.0,3.654761904761905,36.186728766814156,5.368421052631579,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3031,238.0,1985.0,3.889162561576355,36.87599410496279,8.135245901639344,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3034,232.0,1757.0,3.9215686274509807,34.818144689137334,8.287735849056604,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3045,277.0,2068.0,3.5054466230936816,36.50174853431899,7.034013605442177,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3052,252.0,2033.0,3.9106280193236715,36.85250924993478,7.642857142857143,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3093,323.0,2436.0,3.8142292490118574,37.11872842649651,5.486486486486487,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3145,373.0,2552.0,3.532859680284192,35.448550659174416,4.469352014010508,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3156,271.0,2024.0,3.507795100222717,36.47710168541932,7.36,0.451,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3232,392.0,2693.0,3.783303730017762,36.26679522785731,4.422003284072249,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3252,370.0,2487.0,3.622676579925651,36.99342749478007,5.246835443037975,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3313,334.0,2200.0,3.4715447154471546,34.51400773654116,5.116279069767442,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3314,260.0,1816.0,3.472906403940887,34.51367552796445,7.32258064516129,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3326,366.0,2555.0,3.420415224913495,35.226526830510046,4.390034364261169,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3388,303.0,2354.0,3.59765625,36.82255234242774,5.658653846153846,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3390,224.0,1817.0,3.6829896907216497,35.60052028180172,8.530516431924882,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3406,273.0,2143.0,4.278325123152709,36.95409713841866,6.868589743589744,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3427,240.0,1975.0,4.143229166666667,37.369755620325364,8.856502242152466,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3430,264.0,2000.0,3.6838407494145198,35.963780591881594,7.092198581560283,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3458,293.0,2247.0,3.52112676056338,37.25150848539689,6.43839541547278,0.447,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3472,265.0,1998.0,3.7799043062200957,35.96649628141251,7.110320284697509,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3490,270.0,2059.0,3.7772621809744775,36.84126748848799,7.406474820143885,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3558,412.0,2615.0,3.3151815181518156,37.41668043108125,5.028846153846154,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3569,273.0,2029.0,3.774117647058824,36.88785419464671,7.714828897338403,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3597,263.0,1970.0,3.758454106280193,36.035760414101716,7.406015037593985,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3610,361.0,2614.0,3.642984014209591,37.500176783395865,5.065891472868217,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3617,270.0,2230.0,3.785407725321888,37.6333972032903,6.819571865443425,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3622,323.0,2401.0,3.7924151696606785,35.51683215784249,4.890020366598778,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3633,230.0,1887.0,3.7893401015228427,36.164633024796224,8.386666666666667,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3655,300.0,2176.0,3.751091703056769,34.43825567570703,5.168646080760095,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3657,268.0,1940.0,3.597156398104265,35.28988544083718,6.9784172661870505,0.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3669,230.0,1846.0,3.8451443569553803,35.61992210542741,8.204444444444444,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3698,238.0,1979.0,4.153645833333333,36.44571827133057,7.73046875,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3701,322.0,2347.0,4.102173913043479,33.655051755457286,4.354359925788497,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3800,393.0,2577.0,3.183441558441558,36.414441344905164,4.745856353591161,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3811,230.0,1755.0,3.7950819672131146,34.41535815897769,7.834821428571429,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3838,242.0,1946.0,4.148148148148148,36.16218586929859,7.752988047808765,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3855,244.0,1929.0,3.614832535885167,36.206385474773064,7.971074380165289,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3930,250.0,1972.0,3.942355889724311,36.472123976238755,7.825396825396825,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3944,271.0,2207.0,4.027334851936219,37.674594876755826,7.006349206349206,0.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3946,349.0,2468.0,4.388646288209607,33.48971116232853,4.045901639344263,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4013,304.0,2170.0,3.539748953974895,37.23935722119794,6.910828025477707,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4030,259.0,2071.0,3.978365384615385,37.36640587039691,7.815094339622641,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4050,227.0,1780.0,3.5063291139240507,35.1943634134843,8.476190476190476,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4076,273.0,2055.0,3.3538135593220337,36.87585017569435,7.472727272727273,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4080,245.0,1887.0,3.6477832512315267,36.4077301364451,8.695852534562212,0.439,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4099,381.0,2455.0,3.091666666666667,36.80179523924373,5.26824034334764,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4126,254.0,2091.0,4.014388489208633,37.22065575980457,7.494623655913978,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4168,334.0,2240.0,3.5436105476673427,36.789779811498775,6.1707988980716255,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4171,233.0,1912.0,3.756218905472637,36.192371438596346,8.136170212765958,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4215,253.0,2071.0,4.014527845036319,37.682824586503656,8.153543307086615,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4217,267.0,1966.0,3.692124105011933,35.75002497501625,7.175182481751825,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4240,257.0,1870.0,3.4103773584905657,35.87883626527091,8.237885462555067,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4255,228.0,1892.0,4.045333333333334,36.230570347162356,8.408888888888889,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4263,260.0,1777.0,3.868493150684931,33.88601964551419,7.079681274900398,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4326,304.0,2333.0,3.770961145194274,37.33888522878962,6.044041450777202,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4328,219.0,1910.0,4.232876712328767,35.83677695552847,7.764227642276423,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4331,270.0,1980.0,3.615384615384615,36.16645499087935,7.443609022556391,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4336,286.0,2063.0,3.554083885209713,35.90168486897205,6.5910543130990416,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4367,440.0,2669.0,3.1061538461538465,37.60645736984839,4.9517625231910944,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4398,275.0,2245.0,3.766454352441613,37.76515169050274,6.82370820668693,0.447,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4403,243.0,1821.0,3.8430851063829783,35.130744167510066,7.917391304347826,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4408,253.0,1945.0,3.7439024390243905,35.85414191266811,7.452107279693487,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4433,255.0,2086.0,3.6048565121412803,36.114928952659184,6.60126582278481,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4454,226.0,1814.0,4.257971014492754,35.93327839590921,9.024875621890548,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4462,254.0,1945.0,3.587264150943396,36.534793186044524,8.172268907563025,0.451,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4477,390.0,2554.0,3.449477351916376,35.237761570655515,4.395869191049914,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4567,301.0,2217.0,3.6871035940803383,37.498884503005165,6.800613496932515,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4586,263.0,1791.0,3.5,34.20150413624451,7.251012145748988,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4609,230.0,2019.0,3.985185185185185,37.57663568290521,8.591489361702127,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4660,335.0,2484.0,4.388286334056399,34.090061186410445,4.188870151770658,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4661,258.0,1928.0,3.6124401913875595,36.40228943230197,8.204255319148936,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4696,365.0,2428.0,3.1082910321489,36.82058602949653,5.371681415929204,0.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4739,213.0,1937.0,4.083989501312336,36.84936255340543,8.647321428571429,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4741,422.0,2633.0,3.2467741935483874,35.08776768097173,4.1860095389507155,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4792,361.0,2252.0,3.2651515151515156,35.25952943286114,5.274004683840749,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4825,264.0,2077.0,3.7204545454545457,37.32797428349309,7.721189591078067,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4843,251.0,1944.0,3.7070217917675548,36.19515049407373,7.807228915662651,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4873,258.0,2063.0,4.303341902313624,36.94957450373198,7.47463768115942,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4886,331.0,2441.0,3.649523809523809,37.809256275942005,5.825775656324582,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4971,306.0,2228.0,3.6033057851239674,36.18663278944363,5.863157894736842,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4978,223.0,1893.0,3.7803030303030303,36.0925238506345,8.230434782608695,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5016,270.0,1938.0,3.906329113924051,36.17577858901919,7.846153846153846,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5030,247.0,1867.0,3.6675000000000004,34.96395425338074,7.29296875,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5045,246.0,1972.0,3.8933002481389583,36.50153590271045,7.856573705179283,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5048,240.0,1901.0,3.874358974358974,35.9873171713819,8.021097046413502,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5051,278.0,2140.0,3.514767932489452,36.5292492433647,6.564417177914111,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5059,288.0,2262.0,3.663917525773196,36.87891960519181,6.113513513513514,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5064,361.0,2477.0,3.3918439716312054,36.94597985449043,5.259023354564756,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5125,242.0,1853.0,3.8763157894736846,35.43933991495962,7.918803418803419,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5165,253.0,1947.0,3.635714285714286,35.73361932315587,7.319548872180451,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5175,248.0,2035.0,3.903614457831325,37.10952542748449,7.887596899224806,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5190,315.0,2288.0,3.4084778420038537,36.337454891878764,5.67741935483871,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5195,281.0,2131.0,3.4488517745302714,36.74645900612401,6.786624203821656,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5211,338.0,2271.0,3.3257142857142856,36.54293371521603,5.868217054263566,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5242,261.0,2069.0,3.5572687224669606,36.23229474473633,6.805921052631579,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5310,352.0,2238.0,3.136783733826248,36.25996046363575,5.858638743455497,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5435,225.0,2040.0,4.244215938303342,37.84308260566125,8.680851063829786,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5459,322.0,2374.0,3.805668016194332,36.33161385497273,5.334831460674157,0.447,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5463,405.0,2623.0,3.468483816013628,37.965564962467425,5.235528942115768,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5490,298.0,2130.0,3.9078341013824884,37.207250380007174,7.171717171717172,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5543,236.0,1786.0,3.8140161725067383,34.90236809737673,8.045045045045045,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5557,240.0,1872.0,3.5436893203883493,35.784004906279954,8.103896103896103,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5601,274.0,1970.0,3.377777777777778,36.829787234042556,8.242677824267782,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5612,275.0,2214.0,3.887417218543046,37.51595405305106,6.833333333333333,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5618,263.0,2010.0,3.8086124401913874,36.12288667793243,7.153024911032029,0.442,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5632,278.0,2040.0,3.7113163972286376,36.16891955166072,6.962457337883959,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5702,301.0,1951.0,3.4953917050691246,35.581525600074784,7.146520146520147,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5726,366.0,2625.0,4.177514792899408,35.33512211953177,4.2752442996742674,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5740,228.0,1973.0,3.800486618004866,37.25463307176042,8.730088495575222,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5748,212.0,1929.0,4.418539325842697,36.65516489081097,8.497797356828194,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5756,277.0,2035.0,3.339019189765459,36.18961414609184,7.017241379310345,0.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5764,261.0,2018.0,3.7594339622641506,36.25557188353623,7.207142857142857,0.449,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5840,291.0,2157.0,3.8040089086859687,37.2139209491389,6.980582524271845,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5852,302.0,2297.0,3.5395256916996045,37.28750891169294,6.191374663072776,0.447,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5863,277.0,2159.0,3.895691609977324,36.14221863834695,6.186246418338109,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5875,248.0,2092.0,3.9456264775413707,37.29014731178201,7.552346570397112,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5890,359.0,2324.0,3.327746741154562,36.501998704494746,5.613526570048309,0.437,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5960,212.0,1926.0,4.17741935483871,36.91738895280733,8.87557603686636,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5975,225.0,1867.0,4.288951841359774,36.48127274334646,9.063106796116505,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5976,236.0,1888.0,3.8659793814432986,35.785106505376355,7.932773109243698,0.444,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5989,259.0,1921.0,3.5956937799043063,35.21286322402807,7.0625,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6007,255.0,1974.0,3.5694444444444446,36.29274045045908,7.621621621621622,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6023,226.0,1886.0,4.111111111111111,36.18176860169938,8.419642857142858,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6025,295.0,2079.0,3.62,36.473608071457846,6.93,0.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6032,350.0,2451.0,4.339869281045751,33.96072929965792,4.218588640275387,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6041,274.0,1966.0,3.264642082429501,35.83741785552681,7.254612546125461,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6043,279.0,2159.0,3.8084632516703785,37.23909780306695,6.9870550161812295,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6060,221.0,1787.0,3.8559782608695654,35.539545949471844,8.846534653465346,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6076,268.0,2052.0,3.7390300230946885,36.86607492876727,7.489051094890511,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
