system:index,B4,EVI2,NDGI,NDVI,RDVI,estimatefAPAR,.geo
1_8669,1497.0,0.6623783534032169,-0.1586687306501548,0.3799958583557672,26.4062947056726,0.273,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8809,1397.0,0.6749592796336705,-0.13715913715913716,0.3860689958250934,26.04463909645686,0.281,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8821,1296.0,0.7591556861629855,-0.11292400171747531,0.4257864421798848,28.607019101432755,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8836,1502.0,0.661286142149522,-0.15007656967840735,0.37946705226192934,26.402291093864644,0.264,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8853,1214.0,0.8529346056872945,-0.09517365809652684,0.4682435392028033,31.640238412748943,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8858,1123.0,0.6995776135163676,-0.13434343434343435,0.39785522788203753,24.29850115083117,0.334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8894,1219.0,0.4823229373515555,-0.05358686257562662,0.2890055409740449,16.923489330078432,0.273,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8911,1162.0,0.6666604809976249,-0.09416195856873823,0.3820792342462111,23.431770304691135,0.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8949,1755.0,0.4780458056647242,-0.17234468937875752,0.28673033936191833,20.114087323059593,0.206,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9012,1213.0,0.7292847086295113,-0.14326107445805844,0.4118787878787879,26.453394122608547,0.288,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9037,1215.0,0.6710339943342776,-0.12447940768162888,0.3841865179929042,24.133519454842112,0.207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9046,1468.0,0.7254876869703691,-0.17346123101518784,0.4100863974281696,28.930716153439654,0.297,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9111,1465.0,0.714336917562724,-0.10942824687618326,0.40483445053828965,28.404842191478753,0.298,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9113,1547.0,0.630968622100955,-0.16975425330812854,0.36468172484599587,25.449454676406894,0.228,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9143,1394.0,0.7025752244600825,-0.164578111946533,0.3992673992673993,27.200045787507246,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9261,1775.0,0.5149960536700868,-0.16508040695766327,0.3060985144644253,21.894069371665243,0.194,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9308,2078.0,0.42614636895118685,-0.21201516477107027,0.25891583452211125,19.389321590146096,0.183,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9315,2051.0,0.46151238104145725,-0.13252346769740475,0.2779440239394473,20.94931058055103,0.185,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9377,1690.0,0.6528027770635125,-0.10928782408926813,0.375346516355572,27.610301967167374,0.282,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9391,1759.0,0.5542833350681795,-0.16297520661157025,0.3263117579471467,23.58039939318115,0.262,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9440,1659.0,0.5744340987903775,-0.18882121103547117,0.33653269346130776,23.798834490272437,0.281,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9445,1458.0,0.6811979105528818,-0.1254341952913933,0.3890634820867379,26.879190579983472,0.293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9451,1548.0,0.4929695601781248,-0.15307262569832403,0.29460013670539986,19.517120093909398,0.182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9452,1097.0,0.8341073087090092,-0.08721506442021804,0.45987198424421466,29.30939894587047,0.296,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9465,878.0,0.8213032919589855,-0.022714036109493303,0.4541498290332608,25.75874415062959,0.309,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9473,1353.0,0.6527813463514903,-0.14515446466356327,0.37534626038781166,24.704514150061357,0.211,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9490,1464.0,0.66249852368017,-0.1697962445065921,0.38005504975651067,26.118935933780627,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9518,1240.0,0.7807403783431182,-0.06850495476087894,0.43572241183162685,28.886128481635705,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9528,1403.0,0.6872891401477159,-0.10515951161874754,0.39198266522210184,26.628868571285228,0.248,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9535,2052.0,0.45439621004244946,-0.18681318681318682,0.2741422002122391,20.61359770464561,0.169,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9628,1163.0,0.6504620103999103,-0.15091538842157348,0.37422652676889967,22.815545111514197,0.173,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9629,1012.0,0.7017012205316837,-0.0411522633744856,0.3988713988713989,23.14485447533185,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9639,1412.0,0.7563763653265165,-0.11841584158415841,0.4244956185041777,29.7359105013484,0.333,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9693,1725.0,0.569632749769646,-0.1698880976602238,0.33410538506079906,24.048626188209656,0.284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9708,1375.0,0.7573047107930829,-0.1415525114155251,0.424926808866583,29.38454143962258,0.291,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9736,832.0,0.6868624737300733,-0.10859427048634245,0.391812865497076,20.494472225770185,0.183,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9739,1081.0,0.7980890304421895,-0.11385883565172591,0.4436438497169326,27.655776917526502,0.214,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9756,990.0,0.8546716184519155,-0.03828002097535396,0.4690265486725664,28.64135879507672,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9764,1065.0,0.8125232948192322,-0.11811023622047244,0.45018069179143005,28.019905897134166,0.222,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9791,824.0,0.752132914234396,-0.03128911138923655,0.42256482130343376,22.574613495959152,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9804,826.0,0.8784688553354575,-0.08470124753775443,0.47952110901071204,27.015386873304326,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9812,1272.0,0.7715605421301625,-0.12815964523281598,0.4315083798882682,28.865943282079762,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9824,1895.0,0.49900633461681776,-0.1683107274969174,0.2977580137113211,21.87457720812206,0.182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9833,1396.0,0.7812726272192777,-0.12716996366572467,0.43595959595959594,30.672476393027157,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9849,1775.0,0.4949508370980601,-0.18451785118451786,0.29563492063492064,20.987997325758162,0.209,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9868,1411.0,0.7032232939907735,-0.1438994730441832,0.3995744680851064,27.393445403304597,0.287,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9904,1419.0,0.6558028616852146,-0.12129593046226787,0.37681159420289856,25.42850163993494,0.253,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9954,1430.0,0.6610195129329904,-0.1412609736632083,0.3793402777777778,25.75047194821011,0.244,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9957,1627.0,0.48067096849543056,-0.20473898556090336,0.2881207613213739,19.479605813779944,0.195,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9965,1382.0,0.6024096385542169,-0.1960190393768931,0.3505639097744361,22.870097362789227,0.226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9979,1204.0,0.8145910168598525,-0.10865561694290976,0.4511055390927741,29.878719213925486,0.286,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9980,1301.0,0.8077841013401874,-0.10864933958244567,0.4480271531607976,30.76090615498192,0.293,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_65,646.0,1.2337497695002766,0.06512301013024602,0.623652781823478,36.54094423908701,0.468,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_90,1039.0,0.9357957362419435,0.004312410158121706,0.504293893129771,32.65083904092413,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_97,883.0,0.96625265566269,0.018343524180100056,0.5172225259704757,31.28234356847549,0.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_107,900.0,1.0948402497245686,0.041022908897176344,0.5698924731182796,36.867242212933384,0.468,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_133,1218.0,0.9161542932305528,-0.08170515097690942,0.4958609271523179,34.46857672514132,0.411,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_149,980.0,1.0636097224616445,-0.035940803382663845,0.5573622402890696,37.08867763932038,0.406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_188,1256.0,0.896477160104514,-0.09027777777777778,0.4873469387755102,34.114285714285714,0.407,"{""type"":""MultiPoint"",""coordinates"":[]}"
