system:index,B8,EVI,GVI,RDVI,SGI,estimatefAPAR,.geo
1_946,1673.0,7.256335282651072,4.539735099337748,34.553237548661606,9.092391304347826,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_952,1794.0,6.804255319148936,4.659305993690852,35.85345992000345,9.2,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_970,1722.0,8.50828729281768,4.466666666666667,35.292892135586136,9.461538461538462,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_974,1612.0,6.277533039647577,4.577854671280277,33.59690587675276,8.620320855614974,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1002,1624.0,5.654242664551942,4.580756013745704,33.40760477915368,8.202020202020202,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1027,1535.0,6.2207207207207205,5.043307086614173,33.603062041534244,9.967532467532468,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1028,1616.0,6.895711500974659,4.246753246753247,33.19548178603761,8.039800995024876,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1034,1663.0,6.821100917431194,4.73448275862069,34.67529016012644,9.448863636363637,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1035,1577.0,8.025551684088269,4.1035598705501615,32.83040076585957,8.087179487179487,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1067,1768.0,7.24169741697417,4.490683229813665,35.40852987335781,8.929292929292929,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1089,1711.0,10.120805369127517,4.0175953079178885,34.46913419454008,8.428571428571429,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1093,1662.0,5.800627943485086,4.852112676056338,34.40001133815228,9.032608695652174,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1103,1747.0,7.495229007633588,4.746710526315789,35.825028364347354,9.926136363636363,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1114,1560.0,6.453271028037383,4.571428571428571,33.11645855895617,8.71508379888268,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1120,1711.0,10.019736842105262,4.216463414634147,34.94921464070554,9.101063829787234,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1176,1731.0,9.675,4.342592592592593,35.38343483630507,9.459016393442623,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1187,1530.0,10.156482861400896,4.221843003412969,33.08681283025889,9.161676646706587,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1205,1757.0,7.31638418079096,4.389570552147239,35.10128202786901,8.655172413793103,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1210,1739.0,8.366445916114792,3.968571428571429,34.2254919867184,7.798206278026906,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1223,1548.0,9.906876790830946,4.301369863013699,33.41515643401408,9.381818181818181,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1228,1684.0,7.437311935807422,4.278996865203761,34.15745255411676,8.378109452736318,0.416,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1235,1681.0,7.928265524625267,4.220496894409938,34.14763736618855,8.405,0.407,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1264,1713.0,6.576889661164205,4.508038585209003,34.624374078598564,8.608040201005025,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1273,1694.0,8.052858683926644,4.212307692307692,34.29692632981596,8.427860696517413,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1277,1793.0,7.507082152974505,4.4169184290030215,35.5890877423497,8.832512315270936,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1288,1765.0,7.788177339901478,4.603174603174603,35.81178350578999,9.592391304347826,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1301,1806.0,8.856353591160222,4.26530612244898,35.76379147249079,8.89655172413793,0.429,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1308,1781.0,6.515912897822446,4.269230769230769,34.74114503761249,7.915555555555556,0.416,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1323,1582.0,9.620165745856355,4.038216560509555,33.10105499674041,8.37037037037037,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1330,1734.0,8.730337078651685,4.487341772151899,35.52057993256982,9.633333333333333,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1334,1699.0,7.754582484725051,4.625827814569536,35.172178399032,9.653409090909092,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1339,1646.0,7.287878787878787,4.208860759493671,33.55813953488372,8.108374384236454,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1399,1825.0,10.28894472361809,4.367647058823529,36.51740509334543,9.759358288770054,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1449,1709.0,6.145069274653626,4.5667752442996745,34.505208651503175,8.502487562189055,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1457,1605.0,7.857929515418503,4.422297297297297,33.79467712387409,9.01685393258427,0.429,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1460,1580.0,5.675566343042071,4.851851851851852,33.47123910863286,8.926553672316384,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1463,1547.0,8.154761904761905,4.2979452054794525,32.99528898384753,8.740112994350282,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1515,1767.0,10.226390685640363,4.306306306306307,35.77509109502228,9.5,0.429,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1516,1620.0,9.096612296110415,4.418060200668896,34.27216079541225,9.529411764705882,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1518,1658.0,9.435897435897436,4.213836477987422,34.278937456481,8.913978494623656,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1522,2008.0,7.06336311941511,4.007481296758105,36.443331093676626,7.4646840148698885,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1573,1630.0,6.184549356223176,4.601374570446735,33.786844364582905,8.624338624338625,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1583,1669.0,6.45541958041958,4.5633333333333335,34.23791494804047,8.692708333333334,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1617,1666.0,10.19099590723056,4.356913183279743,34.84799886689626,9.686046511627907,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1625,1750.0,6.9158460161145925,4.41795665634675,34.94259084171432,8.536585365853659,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1643,1853.0,6.09882005899705,4.863924050632911,36.512941976426376,9.311557788944723,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1651,1652.0,6.010860484544695,4.311897106109325,33.32125697238685,7.755868544600939,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1655,1618.0,9.362808842652795,4.270358306188925,33.978900829176624,9.089887640449438,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1656,1568.0,5.317829457364342,4.6,32.666666666666664,8.0,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1692,1888.0,6.890894175553733,4.602373887240356,36.695570379763595,9.076923076923077,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1696,1734.0,9.04733727810651,4.115044247787611,34.72310718028758,8.458536585365854,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1704,1574.0,8.807692307692307,3.949685534591195,32.621950543640125,7.87,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1720,1656.0,8.019693654266959,4.3076923076923075,34.120714899682845,8.715789473684211,0.411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1736,1825.0,8.419661733615222,3.9863387978142075,35.123568243898035,7.866379310344827,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1741,1748.0,5.739926739926739,5.090592334494773,35.67819564349246,9.657458563535911,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1742,1709.0,9.22509225092251,4.011730205278592,34.250503295815726,8.177033492822966,0.416,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1745,1613.0,8.175990675990676,3.947852760736196,32.85975618476522,7.680952380952381,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1749,1572.0,7.788353863381859,4.328813559322034,33.22279542373363,8.685082872928177,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1751,1638.0,10.589928057553957,4.370491803278688,34.656886448013616,9.867469879518072,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1755,1881.0,7.835051546391752,4.420749279538905,36.573214242119874,9.0,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1759,1726.0,8.901601830663616,4.603896103896104,35.734723507185855,10.152941176470588,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1768,1711.0,9.856396866840731,4.062130177514793,34.53289620784929,8.512437810945274,0.429,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1778,1633.0,7.801724137931034,4.371710526315789,33.96030815898209,8.827027027027027,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1795,1795.0,7.855731225296443,4.342261904761905,35.55348084224666,8.75609756097561,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1799,1643.0,5.8714859437751,4.846975088967971,34.232211413310914,9.077348066298342,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1826,1868.0,8.52760736196319,4.430232558139535,36.67927806093744,9.34,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1828,1612.0,8.959646910466581,4.117460317460317,33.4654149666598,8.43979057591623,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1832,1822.0,5.552799433026222,4.161473087818697,34.383552684874054,7.145098039215687,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1839,1639.0,8.172645739910314,4.391447368421052,34.17604713541632,9.05524861878453,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1870,1598.0,7.240853658536586,4.5874125874125875,33.86145252717522,9.236994219653178,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1888,2008.0,6.492481203007518,3.9702970297029703,36.096861343669936,7.145907473309609,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1896,1708.0,8.125,4.2392638036809815,34.52328840577051,8.54,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1939,1621.0,9.256670902160101,4.494915254237288,34.48581082792434,9.884146341463415,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1954,1622.0,8.050847457627118,4.14920634920635,33.41169550279711,8.233502538071066,0.411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1957,1651.0,9.224904701397712,4.048929663608563,33.75831429120512,8.296482412060302,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1968,1781.0,8.276220145379025,4.513931888544891,35.931534941497176,9.524064171122994,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1987,1844.0,6.894514767932489,4.504477611940299,36.05386536004419,8.780952380952382,0.411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1993,1760.0,7.543859649122807,4.238095238095238,34.85920682119488,8.30188679245283,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1995,1627.0,9.603698811096432,4.334426229508197,34.271108661508,9.404624277456648,0.424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2029,1549.0,7.675977653631286,4.397212543554007,33.09162559401935,8.851428571428572,0.407,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2045,1563.0,9.432284541723666,4.091205211726384,32.992696629862365,8.494565217391305,0.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2049,1587.0,6.514869888475836,4.510416666666667,33.30551510400515,8.578378378378378,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2063,1670.0,7.235067437379577,4.798611111111111,35.03460127046733,9.94047619047619,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2154,1724.0,9.081508515815086,3.7888888888888888,33.76652953183138,7.463203463203463,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2160,1739.0,8.28525641025641,4.434375,35.33222118206746,9.25,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2182,1630.0,7.427835051546392,4.3618421052631575,33.786844364582905,8.624338624338625,0.407,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2213,1719.0,8.794285714285714,4.457142857142857,35.31637644914368,9.55,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2229,1646.0,9.06172839506173,4.3441558441558445,34.37269928504817,9.247191011235955,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2231,1736.0,5.318627450980392,4.6,34.37214634619788,8.0,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2279,1730.0,8.295331161780673,4.2265861027190335,34.76320369676736,8.564356435643564,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2323,1858.0,5.781027104136948,4.401162790697675,35.415306211878864,7.839662447257384,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2330,1632.0,7.146341463414634,4.76678445229682,34.53997691890722,9.77245508982036,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2331,1593.0,6.078602620087336,4.363636363636363,32.86457465963204,7.925373134328358,0.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2338,1675.0,6.848124428179323,4.716723549488054,34.77635741532243,9.410112359550562,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2339,1634.0,5.466360856269113,4.557823129251701,33.35517963832775,8.009803921568627,0.424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2341,1693.0,6.376380628717078,4.6245847176079735,34.57204064985115,8.817708333333334,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2349,1767.0,8.518111964873764,4.0922190201729105,34.861004094232904,8.21860465116279,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2361,1682.0,5.454545454545454,4.625418060200669,33.96920340044813,8.16504854368932,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2363,1809.0,7.878937007874017,4.320588235294117,35.648263786008805,8.697115384615385,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2378,1902.0,9.007510729613733,4.140540540540541,36.42262386775237,8.52914798206278,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2413,1676.0,6.947565543071161,4.477124183006536,34.335665152999866,8.729166666666666,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2414,1690.0,6.154781199351702,5.035714285714286,35.21150494656295,9.883040935672515,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2421,1690.0,10.139813581890813,4.46925566343042,35.34223021263373,10.119760479041917,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2451,1780.0,10.204755614266842,3.746666666666667,34.418422270105225,7.574468085106383,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2460,1691.0,8.410852713178295,4.580858085808581,35.192599439188506,9.831395348837209,0.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2470,1711.0,7.223264540337712,4.819727891156463,35.498574307933204,10.005847953216374,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2498,1788.0,10.304010349288486,4.2128279883381925,35.77292225576623,9.169230769230769,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2542,1773.0,7.30733082706767,4.214705882352941,34.8493565137493,8.13302752293578,0.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2598,1582.0,8.005780346820808,4.086816720257235,32.836873459150034,8.030456852791879,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2621,1735.0,8.37323177366703,4.3058103975535165,35.022527336349896,8.85204081632653,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2633,1773.0,7.509615384615385,4.276785714285714,35.067935220727804,8.402843601895734,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2653,1631.0,6.7981220657277,4.566552901023891,33.997729997508095,8.912568306010929,0.411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2675,1553.0,6.844708209693373,4.647272727272727,33.35181833566209,9.189349112426035,0.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2677,1868.0,7.808988764044944,4.5266272189349115,36.67927806093744,9.34,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2695,1846.0,7.75911708253359,4.127777777777778,35.49776168066586,8.06113537117904,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2709,1628.0,8.379152348224514,4.594501718213058,34.5504876422753,9.866666666666667,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2722,1869.0,8.478033472803347,3.8671875,35.230806558338436,7.536290322580645,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2736,1777.0,7.452830188679245,4.484567901234568,35.56178179190115,9.02030456852792,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2753,1710.0,8.430939226519337,4.428571428571429,35.064249370966344,9.293478260869565,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2772,1616.0,8.43859649122807,4.441077441077441,34.11623999198343,9.341040462427745,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2777,1607.0,8.144977168949772,4.3566666666666665,33.75683312866195,8.927777777777777,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2801,1541.0,8.475308641975309,4.388111888111888,33.21234234476313,9.172619047619047,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2806,1791.0,9.564691656590083,4.102564102564102,35.37459540404667,8.569377990430622,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2820,1650.0,7.451971688574317,4.593220338983051,34.494280999706994,9.375,0.424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2828,1792.0,6.944198405668733,4.224489795918367,34.92213560989012,8.0,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2850,1790.0,5.122029543994861,5.151202749140894,35.79978610464788,9.179487179487179,0.429,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2860,1757.0,5.641867250182349,4.64951768488746,34.880936273306816,8.366666666666667,0.426,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2872,1715.0,5.675057208237986,4.309597523219814,33.76589910438485,7.5550660792951545,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2878,1671.0,8.0931744312026,4.514851485148514,34.753585258382884,9.440677966101696,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2894,1807.0,7.733778625954199,4.646875,36.31026056886712,9.71505376344086,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2906,1552.0,5.805369127516778,4.923664122137405,33.37120329419252,9.238095238095237,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2914,1559.0,6.197497765862377,4.752767527675276,33.33710839397495,9.063953488372093,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2933,1550.0,7.596899224806202,4.3633217993079585,33.005190388673604,8.707865168539326,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2937,1793.0,9.981343283582088,4.336309523809524,36.060587582281634,9.537234042553191,0.424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2948,1556.0,6.269406392694064,4.537366548042705,32.9246181038717,8.502732240437158,0.412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2956,1756.0,6.8910540301151455,4.504702194357367,35.182376142069266,8.78,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2961,1603.0,6.352422907488987,5.00374531835206,34.333333333333336,9.956521739130435,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2984,1548.0,6.236363636363636,4.649635036496351,33.04345728893344,8.795454545454545,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2989,1587.0,6.5437788018433185,4.813186813186813,33.905765176451695,9.502994011976048,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3034,1656.0,9.17189460476788,4.1269349845201235,33.990809568692754,8.536082474226804,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3044,1809.0,6.689132266217355,4.336283185840708,35.245402872506936,8.18552036199095,0.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3073,1567.0,6.203374777975133,4.803703703703704,33.519420126530875,9.217647058823529,0.407,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3075,1612.0,6.586715867158671,4.558620689655172,33.69574332226682,8.76086956521739,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3091,1736.0,7.42816091954023,4.6,35.38735602109115,9.383783783783784,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3107,1637.0,7.332317073170732,4.314935064935065,33.722686016349456,8.438144329896907,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3109,1670.0,8.223684210526315,4.604026845637584,34.96893030901177,9.823529411764707,0.431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3119,1699.0,7.228103946102022,4.393650793650794,34.494572434314364,8.624365482233502,0.424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3136,1754.0,8.201476793248945,4.315151515151515,35.186759426160435,8.814070351758794,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3145,1686.0,6.727107887579329,4.386581469648562,34.1533183240278,8.346534653465346,0.411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3155,1759.0,8.112407211028632,3.954929577464789,34.31493975724363,7.681222707423581,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3183,1547.0,8.429951690821255,4.6875,33.877907300517045,10.245033112582782,0.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3246,1599.0,7.964404894327029,4.571428571428571,34.075926149143136,9.574850299401197,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3272,1760.0,5.734526472781506,4.4489164086687305,34.54653627379523,7.927927927927928,0.416,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3281,1687.0,8.012889366272825,4.2884012539184955,34.39212523859503,8.65128205128205,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3283,1751.0,5.8730158730158735,4.778877887788779,35.20923086916778,8.888324873096447,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3289,1581.0,5.466403162055336,4.5473684210526315,32.789455591338985,7.984848484848484,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3290,1620.0,7.393509127789047,4.785714285714286,34.53851604960889,10.0,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3309,1609.0,8.646706586826348,4.529209621993127,34.283913089531545,9.751515151515152,0.415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3310,2042.0,6.523053665910808,3.6727688787185357,35.54421203698207,6.462025316455696,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3332,1692.0,6.193843594009984,4.4935064935064934,34.20503905230808,8.334975369458128,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3335,1567.0,8.233532934131736,4.1042345276872965,32.784591633118026,8.161458333333334,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3337,1587.0,6.444849589790337,4.729241877256317,33.70490252983169,9.173410404624278,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3353,1895.0,7.429990966576332,4.0,35.51830678044938,7.58,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3363,1804.0,7.511825922421949,4.259475218658892,35.33253626350479,8.351851851851851,0.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3385,1814.0,8.522607781282861,4.4474474474474475,36.18339628085703,9.398963730569948,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3399,1651.0,6.862652869238005,4.448844884488449,33.98541866003063,8.598958333333334,0.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3423,1853.0,6.902313624678663,4.104683195592287,35.19682807361928,7.6570247933884295,0.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3435,1696.0,5.588452997779423,4.950877192982456,34.80704363959684,9.118279569892474,0.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3437,1555.0,7.14360041623309,4.380622837370242,32.94356752593192,8.543956043956044,0.422,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3444,1667.0,5.634016704631739,4.932384341637011,34.50229917916556,9.109289617486338,0.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3471,1662.0,9.966622162883844,4.413680781758957,34.891178255308205,9.834319526627219,0.416,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3504,1822.0,6.506904955320877,4.406528189910979,35.451502235783344,8.281818181818181,0.425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3551,1840.0,5.707213578500707,4.542168674698795,35.508994265759355,8.141592920353983,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3574,1620.0,7.126829268292683,4.890909090909091,34.63875243596981,10.18867924528302,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3589,1568.0,7.6655629139072845,4.36986301369863,33.23194751187732,8.759776536312849,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3604,1686.0,7.431102362204724,4.657718120805369,34.99347798677878,9.579545454545455,0.408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3619,1589.0,6.255468066491688,5.0418250950570345,34.2030884362982,9.9937106918239,0.423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3639,1778.0,10.20671834625323,4.1686046511627906,35.54378038260195,8.97979797979798,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3677,1589.0,6.619452313503304,4.4604810996563575,33.26798775112509,8.497326203208557,0.418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3690,1684.0,9.390088945362136,3.9970326409495547,33.99722989026665,8.174757281553399,0.406,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3725,1688.0,8.589306029579067,4.4627831715210355,34.955951458035706,9.48314606741573,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3726,1636.0,6.464285714285714,4.5646258503401365,33.904406379257324,8.702127659574469,0.421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3727,1696.0,7.160377358490566,4.691275167785235,35.06606054179775,9.52808988764045,0.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3733,1798.0,7.710551790900291,4.367164179104478,35.593877476741085,8.770731707317074,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3742,1604.0,10.324483775811208,3.831325301204819,32.925230393425906,7.862745098039215,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3745,1811.0,7.476722532588455,4.422155688622754,35.76846287594613,8.834146341463414,0.419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3747,1575.0,9.242021276595745,4.113636363636363,33.13282497628433,8.513513513513514,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3764,1805.0,9.016949152542374,4.171919770773639,35.563390122162595,8.636363636363637,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3780,1631.0,7.354417670682731,4.742957746478873,34.5591924847435,9.825301204819278,0.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3787,1806.0,7.775590551181102,4.101694915254237,35.05058212193649,7.991150442477876,0.434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3820,1732.0,5.675981873111783,4.3128834355828225,33.940652226112434,7.563318777292577,0.414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3833,1792.0,7.722820763956904,4.224489795918367,35.201243636589474,8.334883720930232,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
