system:index,B4,B8,NDGI,RDVI,SGI,estimatefCOVER,.geo
0_3531,788.0,2237.0,0.021725636250775917,26.345454545454544,2.8388324873096447,0.265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3538,847.0,2481.0,0.020242914979757085,28.324378769750762,2.9291617473435654,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3566,669.0,2321.0,0.04428571428571428,30.211650281125493,3.469357249626308,0.267,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3581,700.0,2245.0,0.04043865661411926,28.469892952974376,3.2071428571428573,0.268,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3587,507.0,1967.0,-0.043209876543209874,29.353034710672592,3.8796844181459567,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3595,526.0,1995.0,0.07231040564373897,29.257375992733298,3.7927756653992395,0.282,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3621,408.0,1906.0,0.14375655823714587,31.140826584731077,4.671568627450981,0.319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3622,874.0,2513.0,0.05308775731310943,28.162509760464655,2.8752860411899315,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3707,499.0,1878.0,0.1073345259391771,28.28457616144761,3.7635270541082164,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3729,440.0,1916.0,0.140625,30.40876024257915,4.3545454545454545,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3743,759.0,2431.0,-0.012675116744496331,29.603354889094163,3.2028985507246377,0.255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3769,587.0,1710.0,-0.04448398576512456,23.431455068662316,2.9131175468483814,0.216,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3782,764.0,2155.0,0.05034182722187694,25.746018826999627,2.8206806282722514,0.256,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3803,469.0,1980.0,0.12987012987012986,30.533041765351044,4.221748400852879,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3826,646.0,2235.0,0.069164265129683,29.604127642635074,3.459752321981424,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3865,602.0,2158.0,-0.0352536543422184,29.61795381868567,3.5847176079734218,0.318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3899,548.0,1981.0,0.09045643153526971,28.495204344254116,3.6149635036496353,0.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3902,821.0,2575.0,-0.002442002442002442,30.098562080943346,3.1364190012180266,0.281,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3936,602.0,2235.0,0.0731331793687452,30.658896324937007,3.712624584717608,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3942,713.0,2306.0,0.0655307994757536,28.99240343217109,3.2342215988779803,0.299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3991,875.0,2517.0,-0.0063254744105807935,28.193255750468424,2.876571428571429,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4019,787.0,2424.0,-0.04933333333333333,28.888735103546892,3.08005082592122,0.231,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4027,689.0,2199.0,0.052269601100412656,28.098190515570703,3.1915820029027575,0.297,"{""type"":""MultiPoint"",""coordinates"":[]}"
