system:index,B8,GVI,NDGI,RDVI,SGI,estimatefAPAR,.geo
0_479,1429.0,4.635687732342007,0.20089285714285715,32.47480530120285,8.46927374301676,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_495,1464.0,4.462365591397849,0.210412147505423,32.49099433348307,8.373626373626374,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_534,1578.0,3.854984894259819,0.20802919708029197,32.54635695246387,7.405529953917051,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_535,1468.0,4.5088967971530245,0.21645021645021645,32.87539790116932,8.552486187845304,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_536,1457.0,4.122186495176849,0.19615384615384615,32.60308504226295,7.62200956937799,0.365,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_562,1482.0,4.052287581699346,0.2289156626506024,32.47833658803806,8.052083333333334,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_589,1984.0,2.92,0.12540192926045016,33.226715133159736,5.044117647058823,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_596,1577.0,4.254716981132075,0.2421875,34.201178977217076,8.61340206185567,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_597,1671.0,3.9029411764705886,0.26159554730983303,33.983666715494316,8.376884422110553,0.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_634,1550.0,4.135048231511254,0.1713747645951036,32.304013017225294,7.259090909090909,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_636,1458.0,4.2473867595818815,0.21868365180467092,32.15793128263537,8.184782608695652,0.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_669,1304.0,4.4453125,0.2161520190023753,31.126395061615327,8.44848484848485,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_687,1557.0,4.4772727272727275,0.232,34.488777667409686,8.786458333333334,0.392,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_702,1435.0,4.771535580524344,0.19730941704035873,32.840736189805064,8.608938547486034,0.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_749,1355.0,3.671532846715328,0.22321428571428573,29.005003600028896,7.35632183908046,0.336,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_765,1561.0,4.215686274509804,0.24897959183673468,33.46760969768239,8.673913043478262,0.402,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_781,1445.0,4.766037735849056,0.18303571428571427,32.51601233024892,8.349726775956285,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_816,1605.0,4.069908814589666,0.22077922077922077,33.644163126165935,7.942857142857143,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_821,1367.0,4.889795918367347,0.1922141119221411,31.835587968188968,8.69277108433735,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_824,1694.0,3.948126801152738,0.20695652173913043,33.76252314551848,7.530701754385965,0.398,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_847,1457.0,3.88599348534202,0.228,31.764871918669066,7.772020725388601,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
