system:index,B4,B8,GVI,NDGI,RDVI,estimatefAPAR,.geo
2_8119,413.0,3011.0,4.396057347670251,0.14933058702368693,44.39890596025188,0.516,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8141,360.0,2721.0,4.777070063694268,0.13357400722021662,42.53536245756347,0.563,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8158,756.0,3187.0,2.807646356033453,0.05084745762711865,38.714314190702176,0.548,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8164,206.0,2376.0,5.0,0.31561461794019935,42.705284050395235,0.559,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8170,468.0,3256.0,4.337704918032787,0.13172541743970315,45.68650471650901,0.527,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8190,419.0,2506.0,4.103869653767821,0.07912087912087912,38.58864365073511,0.512,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8230,381.0,3103.0,4.662408759124087,0.1797631862217438,46.11572574225399,0.541,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8239,292.0,2712.0,4.960439560439561,0.2182061579651941,44.15352709271402,0.561,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8253,450.0,2979.0,3.6114551083591335,0.17883211678832117,43.18819830047261,0.514,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8287,415.0,3147.0,4.201652892561984,0.18627450980392157,45.775567531365915,0.543,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8293,348.0,2941.0,4.580645161290323,0.20457142857142857,45.21375534999156,0.558,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8305,286.0,2336.0,4.974424552429667,0.155096011816839,40.034786551805986,0.543,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8318,815.0,3393.0,2.696078431372549,0.05943450663589152,39.74157250979547,0.538,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8319,311.0,2763.0,4.615853658536586,0.22540473225404734,44.2250705372057,0.571,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8343,208.0,2270.0,4.703517587939698,0.31353135313531355,41.422662460235365,0.554,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8347,450.0,3176.0,4.33781512605042,0.13875598086124402,45.27015188795019,0.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8350,677.0,3133.0,2.940880503144654,0.08016304347826086,39.78926113711174,0.539,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8352,504.0,3246.0,3.970903522205207,0.12878133102852204,44.77667249807649,0.492,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8353,511.0,3182.0,3.8953846153846152,0.11972437553832903,43.95256594413325,0.538,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8380,235.0,2689.0,5.297423887587822,0.29003021148036257,45.38223436128322,0.515,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8386,246.0,2286.0,4.953125,0.21904761904761905,40.54136030937538,0.535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8389,424.0,2931.0,4.1421052631578945,0.14688128772635814,43.28207484606793,0.545,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8410,536.0,3236.0,3.6228571428571428,0.13268608414239483,43.962048609243936,0.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8417,431.0,3065.0,4.986328125,0.08589607635206786,44.54818952473097,0.563,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8425,349.0,2508.0,3.946745562130178,0.18457943925233644,40.39220130788028,0.499,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8476,210.0,2344.0,5.813953488372093,0.24187725631768953,42.22639137347635,0.573,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8483,280.0,2632.0,5.388349514563107,0.1907514450867052,43.58545981967275,0.547,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8489,385.0,2774.0,3.962432915921288,0.1843220338983051,42.505128826705906,0.523,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8531,438.0,3157.0,4.108414239482201,0.17045454545454544,45.34816939321494,0.532,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8547,500.0,3116.0,4.1334431630971995,0.0966576332429991,43.503432882548154,0.543,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8575,299.0,2769.0,4.593939393939394,0.24685138539042822,44.59326543362684,0.521,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8592,519.0,3177.0,4.554195804195804,0.04857928505957837,43.72089013007665,0.537,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8603,370.0,2778.0,4.097247706422018,0.1912568306010929,42.91796494913105,0.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8615,209.0,2410.0,5.195372750642673,0.3010033444816054,43.00830167516562,0.572,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8623,478.0,3332.0,4.071537290715373,0.15770925110132158,46.23719514874467,0.534,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8627,347.0,2714.0,4.332023575638507,0.18925233644859812,42.78254276420225,0.532,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8728,197.0,2338.0,5.251336898395722,0.30998248686514884,42.52337099605169,0.519,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8750,531.0,3221.0,3.1454311454311457,0.18807339449541285,43.91580673315081,0.517,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8769,184.0,2355.0,5.633802816901408,0.3172541743970315,43.085235689994626,0.541,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8774,356.0,3027.0,4.165529010238908,0.24416135881104034,45.92222151217923,0.566,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8803,188.0,2274.0,5.649122807017544,0.29056603773584905,42.040733023387986,0.538,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8805,336.0,2654.0,4.75704989154013,0.15683814303638646,42.39140759785042,0.548,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8809,413.0,3045.0,3.848726114649682,0.20653218059558118,44.758280169424474,0.531,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8815,240.0,2563.0,4.825,0.29411764705882354,43.877074257292385,0.563,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8816,590.0,3244.0,3.1912144702842378,0.1348973607038123,42.86224005259818,0.496,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8834,197.0,2066.0,4.919770773638969,0.2783882783882784,39.28864259592701,0.518,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8840,229.0,2367.0,4.453917050691245,0.3092006033182504,41.961920517270045,0.535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8844,478.0,3275.0,4.054012345679013,0.15097690941385436,45.656559764255796,0.561,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8861,415.0,2922.0,4.162544169611308,0.15392456676860347,43.39865104811352,0.512,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8866,424.0,2951.0,4.141114982578397,0.15030060120240482,43.49790629273841,0.526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8874,295.0,2426.0,4.48868778280543,0.1994572591587517,40.85255081086739,0.548,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8879,448.0,2954.0,3.8907284768211925,0.1482889733840304,42.96491055611137,0.526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8909,644.0,3295.0,3.3874833555259656,0.07670250896057347,42.23930242929119,0.507,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8947,409.0,2689.0,4.649159663865547,0.07570621468926554,40.963224937601936,0.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8964,444.0,2871.0,4.126785714285714,0.11553784860557768,42.152953552659504,0.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8969,401.0,2923.0,3.9291736930860033,0.193158953722334,43.7436053432223,0.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8970,495.0,3161.0,4.0334394904458595,0.11843276936776491,44.091721090347235,0.56,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8982,582.0,3085.0,3.1972789115646263,0.11617312072892938,41.33380579501316,0.555,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8985,549.0,3270.0,3.684813753581662,0.11948676824378508,44.03050966793622,0.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9014,222.0,2213.0,4.964959568733153,0.25126475548060706,40.34797817630781,0.506,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9045,724.0,3122.0,3.091743119266055,0.026227303295225286,38.66736151580379,0.514,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9073,428.0,3089.0,4.244482173174872,0.1583087512291052,44.87027078017545,0.572,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9077,510.0,2723.0,3.182795698924731,0.12144702842377261,38.920513508828556,0.522,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9085,411.0,2920.0,4.499058380414312,0.12738853503184713,43.4723727559829,0.504,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9088,402.0,3112.0,4.143801652892562,0.2015888778550149,45.71601981628447,0.526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9121,334.0,2865.0,4.335195530726257,0.2330654420206659,44.74917418438504,0.539,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9140,297.0,2683.0,5.225058004640371,0.18406593406593408,43.70813816993214,0.536,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9184,400.0,3285.0,4.402960526315789,0.20634920634920634,47.525541229947684,0.516,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9210,419.0,3077.0,4.250853242320819,0.16616915422885573,44.95409557962601,0.544,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9217,437.0,3131.0,4.001597444089457,0.17779868297271872,45.10089585778633,0.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9221,967.0,3585.0,2.117391304347826,0.08644307982994803,38.80328696239683,0.521,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9228,358.0,2824.0,4.483495145631068,0.17983963344788087,43.71625842619276,0.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9249,585.0,3219.0,3.8698940998487137,0.060995184590690206,42.70665105301559,0.509,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9258,366.0,3014.0,4.5711645101663585,0.19294377067254687,45.54698464938033,0.521,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9266,488.0,2670.0,3.5254237288135597,0.09461966604823747,38.828327443155885,0.512,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9270,202.0,2537.0,5.81989247311828,0.2961672473867596,44.61602437748439,0.563,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9311,930.0,3791.0,2.0821138211382113,0.1388888888888889,41.63905432595611,0.491,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9321,313.0,2555.0,4.424628450106157,0.20153061224489796,41.864512154851845,0.556,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9364,452.0,2861.0,3.792294807370184,0.13822688274547187,41.852950718575315,0.494,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9365,352.0,2268.0,3.8565310492505356,0.14041514041514042,37.432157461382594,0.535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9432,500.0,2668.0,3.1752738654147104,0.12203687445127305,38.51826275491362,0.515,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9460,315.0,2638.0,5.2959427207637235,0.14168937329700274,42.74816591538985,0.524,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9474,746.0,2982.0,2.471478463329453,0.07040498442367601,36.62130761829539,0.508,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9519,574.0,3663.0,3.757142857142857,0.14583333333333334,47.455731952648996,0.539,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9521,570.0,3273.0,3.228682170542636,0.15178571428571427,43.60244605647404,0.498,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9535,374.0,3013.0,4.2859649122807015,0.2076271186440678,45.345249089607215,0.563,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9543,209.0,2611.0,5.560301507537688,0.3113673805601318,45.2322768081403,0.571,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9547,206.0,2109.0,4.715447154471545,0.28347826086956524,39.55153021207436,0.539,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9550,285.0,2541.0,5.108173076923077,0.18687589158345222,42.43781512832915,0.548,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9576,249.0,2709.0,5.806532663316583,0.2302936630602782,45.23098257820471,0.547,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9582,228.0,2243.0,4.265258215962441,0.30275229357798167,40.535793397163395,0.567,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9593,391.0,3078.0,4.419014084507042,0.1845672575599583,45.62107519734718,0.556,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9599,460.0,3327.0,4.3232,0.15207373271889402,46.58864080800107,0.561,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9614,184.0,1995.0,5.119631901840491,0.2784313725490196,38.79625767922473,0.494,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9647,404.0,2910.0,4.728346456692913,0.11403508771929824,43.531618514602755,0.543,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9650,224.0,2360.0,5.082474226804123,0.2679738562091503,42.01989798447144,0.561,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9654,444.0,2869.0,4.4030131826742,0.08923076923076922,42.13092797531969,0.56,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9671,243.0,2738.0,5.382284382284382,0.2767857142857143,45.697197005465476,0.559,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9692,374.0,3178.0,4.841911764705882,0.18518518518518517,47.048039470503106,0.564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9694,517.0,3067.0,3.868253968253968,0.0985178727114211,42.594760429792636,0.522,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9714,532.0,3490.0,3.8472222222222223,0.1501597444089457,46.64199698389264,0.541,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9730,204.0,2259.0,5.07258064516129,0.2916666666666667,41.407558137243,0.549,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9747,516.0,3110.0,3.533527696793003,0.14143094841930118,43.078053557352455,0.496,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9760,489.0,3137.0,3.520172910662824,0.17328825021132713,43.974821056233345,0.511,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9763,475.0,2899.0,3.799668874172186,0.1195551436515292,41.73112342982008,0.559,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9772,665.0,3394.0,3.0213270142180093,0.11862160371106693,42.83453039702408,0.527,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9775,455.0,3161.0,4.789377289377289,0.09090909090909091,45.000110619333064,0.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9776,470.0,3147.0,4.609625668449198,0.08826382153249272,44.511693393643185,0.525,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9779,211.0,2373.0,4.947368421052632,0.3081967213114754,42.53137614345845,0.565,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9781,640.0,3502.0,3.7006711409395976,0.07581227436823104,44.469739167139636,0.565,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9787,327.0,2639.0,4.838495575221239,0.16046213093709885,42.452400856759965,0.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9797,411.0,3112.0,4.2478920741989885,0.18127490039840638,45.50595809932596,0.551,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9819,563.0,3320.0,3.7701149425287355,0.10563939634630659,44.24386625580896,0.535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9828,200.0,2366.0,5.275862068965517,0.30675909878682844,42.75925464908121,0.568,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9848,607.0,3163.0,3.3328767123287673,0.09199700822737472,41.62844365280676,0.554,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9859,493.0,2818.0,3.9179755671902265,0.075046904315197,40.40576808867017,0.492,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9897,531.0,3274.0,3.9681335356600913,0.10756302521008404,44.468090110862114,0.529,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9901,475.0,3188.0,4.166936790923825,0.13003663003663005,44.82613909743674,0.533,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9918,205.0,2192.0,4.723237597911227,0.30272108843537415,40.5848411149665,0.514,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9925,395.0,2605.0,4.404564315352697,0.09920182440136831,40.34889506954723,0.508,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9935,409.0,2643.0,3.8406593406593403,0.14345549738219895,40.43811510619741,0.501,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9941,377.0,2941.0,4.186948853615521,0.20127118644067796,44.51227895421002,0.544,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9958,305.0,2591.0,4.915525114155251,0.17900403768506057,42.47926045802556,0.528,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9995,502.0,2482.0,3.1714285714285717,0.08477666362807658,36.24647528394152,0.515,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_21,254.0,3077.0,6.139211136890951,0.2583941605839416,48.91291681552002,0.614,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_71,356.0,3281.0,5.4714003944773175,0.1749710312862109,48.501393872637024,0.602,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_78,505.0,3558.0,4.3503759398496245,0.13675213675213677,47.89645746253061,0.574,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_95,446.0,3495.0,4.512618296529968,0.17407407407407408,48.56844588361206,0.587,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_100,495.0,3321.0,4.054794520547945,0.140625,45.74756411702714,0.616,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_130,276.0,2711.0,5.217889908256881,0.2247191011235955,44.55345153320816,0.613,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_156,516.0,3010.0,3.8083067092651754,0.09632224168126094,42.00058071607826,0.579,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_159,226.0,2789.0,5.736714975845411,0.29375,46.677216291566545,0.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_160,289.0,3069.0,5.686274509803922,0.22727272727272727,47.97383642712587,0.589,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_164,323.0,2913.0,5.006185567010309,0.2004950495049505,45.52977536726729,0.618,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_178,512.0,3571.0,4.353823088455772,0.13146734520780323,47.872905561976005,0.631,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_182,252.0,2929.0,5.875586854460094,0.25663716814159293,47.46424058088522,0.63,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_219,381.0,3424.0,4.631578947368421,0.2295247724974722,49.33153416235998,0.591,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_294,302.0,3119.0,6.51566265060241,0.15760111576011157,48.16264282298913,0.625,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_309,504.0,3573.0,4.277695716395864,0.14648602878916173,48.06473284068432,0.606,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_312,189.0,2463.0,5.251269035532995,0.3516295025728988,44.157420985088095,0.575,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_316,424.0,3578.0,4.513097072419106,0.2096924510717614,49.85665609446285,0.578,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_317,401.0,3494.0,4.727868852459016,0.20672601384767555,49.55941701783451,0.589,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_354,249.0,2821.0,4.989384288747346,0.30833333333333335,46.41964090650908,0.623,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_365,681.0,3715.0,3.8184176394293123,0.06198347107438017,45.760075736302866,0.612,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_380,437.0,3410.0,4.404120443740095,0.18164794007490637,47.93291224099889,0.574,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_385,554.0,3219.0,3.9599383667180277,0.07896924355777224,43.386419466419305,0.599,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_403,424.0,3366.0,4.946996466431095,0.14343434343434344,47.78846307600012,0.603,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_406,335.0,3321.0,4.973021582733813,0.24803591470258138,49.384050703592216,0.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_423,403.0,3564.0,4.711538461538462,0.21518987341772153,50.187249577620534,0.618,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_441,469.0,3566.0,3.5025252525252526,0.25614591593973035,48.755030878213624,0.58,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_456,508.0,3222.0,3.874432677760968,0.13088109495295125,44.438094422746495,0.596,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_469,312.0,3297.0,5.328214971209213,0.25090036014405764,49.68792885917277,0.585,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_482,232.0,2631.0,5.448529411764706,0.275,44.835247753811416,0.623,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_491,252.0,2724.0,5.742574257425742,0.23170731707317074,45.31395854159817,0.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_515,367.0,3305.0,4.5733558178752105,0.23541666666666666,48.48422468775782,0.598,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_520,558.0,3401.0,4.098950524737631,0.08897959183673469,45.18394109036629,0.616,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_532,308.0,3251.0,6.067391304347826,0.19791666666666666,49.3317211652063,0.611,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_544,383.0,3043.0,4.656133828996283,0.16829533116178066,45.445193539895676,0.616,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_561,404.0,3510.0,4.643086816720257,0.2124756335282651,49.646774802994955,0.612,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_564,179.0,2584.0,6.577712609970675,0.31153846153846154,45.753533333750525,0.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_587,460.0,3612.0,4.873170731707317,0.14418604651162792,49.39492429560915,0.596,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_590,424.0,3514.0,4.02,0.24555160142348753,49.240292436046765,0.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_606,344.0,3329.0,4.6233108108108105,0.26495726495726496,49.25313413818432,0.608,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_607,598.0,3704.0,4.337175792507205,0.07430340557275542,47.35504442453859,0.633,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_608,285.0,2967.0,5.2993630573248405,0.24603174603174602,47.03092332792852,0.61,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_649,379.0,3532.0,4.400611620795107,0.26621490803484993,50.417355560898145,0.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_650,502.0,3309.0,4.130232558139535,0.12467306015693112,45.46978893275274,0.618,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_654,504.0,3396.0,4.539967373572594,0.09758281110116383,46.309062080431204,0.618,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_696,276.0,2779.0,4.7181069958847734,0.2755905511811024,45.28509074226515,0.594,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_733,424.0,3614.0,4.525993883792049,0.21335807050092764,50.20044023810009,0.596,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_738,190.0,2662.0,6.3535911602209945,0.3115942028985507,46.28856377167994,0.627,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_766,394.0,3424.0,4.504823151125402,0.22440944881889763,49.0370873425872,0.588,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_781,370.0,3493.0,3.9971387696709586,0.3077642656688494,50.24694132588353,0.599,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_792,402.0,3484.0,4.69281045751634,0.20710059171597633,49.440315811958634,0.598,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_845,409.0,3219.0,4.9721706864564,0.1371308016877637,46.652259287007084,0.597,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_846,445.0,3540.0,4.9,0.14832535885167464,49.028261125177536,0.615,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_853,367.0,3430.0,4.764705882352941,0.23700623700623702,49.70804676397254,0.604,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_865,587.0,3612.0,3.900949796472185,0.11329305135951662,46.68232111355113,0.593,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_867,471.0,3285.0,4.783450704225352,0.0933589990375361,45.91570968814632,0.603,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_888,346.0,3095.0,5.202404809619239,0.18106508875739644,46.86324995617055,0.618,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_893,425.0,3456.0,5.041958041958042,0.14744232698094284,48.65350305947942,0.611,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_934,223.0,2746.0,5.882205513784461,0.2829581993569132,46.30332215191266,0.591,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1008,518.0,3423.0,4.1863636363636365,0.12054329371816638,46.27462620265432,0.625,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1015,208.0,2888.0,6.805405405405406,0.28027681660899656,48.16530536420249,0.633,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1095,307.0,2804.0,5.660332541567696,0.1565934065934066,44.768086999882605,0.615,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1108,410.0,3059.0,4.871401151631478,0.11922663802363051,44.97589437952091,0.61,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1118,429.0,3641.0,5.12962962962963,0.16129032258064516,50.347548854692775,0.602,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1125,196.0,2555.0,5.585051546391752,0.3287671232876712,44.976188215113595,0.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1126,566.0,3324.0,3.408488063660477,0.14242424242424243,44.220073609456,0.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1130,331.0,3292.0,4.878571428571429,0.2570145903479237,49.193105553572934,0.614,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1138,373.0,3564.0,5.674157303370786,0.17750826901874311,50.85622230082267,0.611,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1140,247.0,3004.0,5.796380090497737,0.2830188679245283,48.35354075046352,0.599,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1147,208.0,2532.0,5.145631067961165,0.32903225806451614,44.39773782624055,0.574,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1171,194.0,3091.0,6.594594594594595,0.3544093178036606,50.54530345812831,0.632,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1178,350.0,3571.0,5.662313432835821,0.20993227990970656,51.43897472128945,0.581,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1188,242.0,3124.0,5.235528942115768,0.34858681022880217,49.674890752188176,0.589,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1196,223.0,2884.0,6.228070175438597,0.2829581993569132,47.7391022754275,0.623,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1204,300.0,3058.0,5.934240362811791,0.1902834008097166,47.594187361875235,0.603,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1208,190.0,2609.0,5.957333333333334,0.3274336283185841,45.72296855541112,0.621,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1217,437.0,3622.0,3.9616438356164387,0.25107112253641817,49.99193085911385,0.588,"{""type"":""MultiPoint"",""coordinates"":[]}"
