system:index,B8,GVI,NDGI,NLI,RDVI,estimatefAPAR,.geo
0_352,2031.0,2.1784037558685445,0.12401055408970976,0.999758572318862,30.483704298493763,0.329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_369,2329.0,0.7175516224188792,-0.019877123238164075,0.9994798781786963,15.010905126849371,0.104,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_372,1812.0,0.980327868852459,-0.004352557127312296,0.9994379263318116,16.99898910856113,0.181,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_374,1899.0,1.7167381974248928,0.07290867229470453,0.9996650775409262,25.88447397202867,0.297,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_376,1589.0,0.6886291179596173,0.030103995621237,0.9992984420424839,14.130831682544521,0.081,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_377,1877.0,0.8347996089931573,0.023,0.999445533136631,16.846726489521757,0.146,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_423,2691.0,1.7181818181818183,0.002531645569620253,0.9997279932001062,28.137873670759898,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_431,1959.0,2.587912087912088,0.128099173553719,0.9997800997002947,31.49881166801805,0.338,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_448,1626.0,2.430379746835443,0.14909090909090908,0.999734515985201,28.675226045680354,0.319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_482,2531.0,1.7185821697099892,0.03215077605321508,0.9997274785018623,28.417754004419475,0.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_504,2687.0,1.5737547892720305,0.06043676993397664,0.9997437990365182,29.317844244429743,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_516,2149.0,0.8735832606800349,0.0026223776223776225,0.9995059902470957,17.573674702611047,0.193,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_525,1558.0,2.469933184855234,0.16321243523316062,0.9997339030937679,28.475578762486737,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_532,2255.0,1.6845238095238093,0.01879927228623408,0.999681861421352,26.12305185310676,0.266,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_543,1639.0,2.6021978021978023,0.16666666666666666,0.9997580626550725,29.64999493410864,0.335,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_548,2876.0,1.3986655546288573,0.02522445489525438,0.9997243885657036,27.39383709444466,0.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_554,2807.0,1.2510024057738574,0.027182866556836903,0.9997002701629226,25.747968339674152,0.271,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_567,2034.0,1.601023017902813,0.07862068965517241,0.9996771249816329,26.278951113973882,0.239,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_583,2692.0,1.8336842105263158,0.02040816326530612,0.9997483365931839,29.650198907048246,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_591,1610.0,2.5076252723311545,0.16645489199491742,0.9997469553638519,29.121325512194723,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_608,2166.0,2.358139534883721,0.07769423558897243,0.9997647112982054,30.95842116548586,0.329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_610,2182.0,2.1126961483594866,0.08766485647788984,0.9997530300026545,30.28645430022178,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_624,2272.0,2.365925925925926,0.056338028169014086,0.9997663961885775,31.127010499061676,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_659,2401.0,1.6240437158469945,0.034482758620689655,0.9997037630590107,27.115325191025345,0.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_674,2332.0,1.6202247191011234,0.0645933014354067,0.9997124474582304,27.776172079474303,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_696,1470.0,2.611793611793612,0.16119828815977175,0.9997279281730377,28.0,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_735,2248.0,1.134852801519468,0.04671968190854871,0.9996205333781254,22.76163408633072,0.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_776,2716.0,1.4271671134941912,0.009017132551848512,0.9997020773934618,26.179584454338364,0.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_782,2581.0,2.0873205741626792,0.045653533458411506,0.9997709507973493,31.438422382713092,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_783,1782.0,2.306122448979592,0.10905349794238683,0.9997273262830699,28.663227084671558,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_786,2262.0,1.5302013422818792,0.02522935779816514,0.9996678061566853,25.311326300187236,0.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_789,2101.0,2.036127167630058,0.09667194928684628,0.9997417759607463,29.623628087571586,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_844,2571.0,1.6154628687690744,0.050213675213675216,0.9997310514556953,28.59485785860383,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_855,2419.0,1.8593380614657211,0.045089561457689935,0.9997358318920281,29.133884190407052,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_882,2003.0,1.1771739130434784,0.009879253567508232,0.9995504510316825,20.427454442700537,0.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_896,2096.0,2.4473684210526314,0.08281389136242208,0.9997655750886889,30.940578822115917,0.334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_909,1939.0,2.077777777777778,0.14233907524932005,0.9997484172359192,29.850067571057245,0.314,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_933,1891.0,2.419529837251356,0.13786008230452676,0.9997656796130079,30.62681393161443,0.338,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_945,1531.0,0.7030033370411568,-0.010456796917996699,0.99921701716805,12.386998413077558,0.164,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_947,1907.0,2.2654109589041096,0.12415784408084697,0.9997498009405285,29.87629023214835,0.331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1026,2670.0,1.6620139581256232,0.02556237218813906,0.9997326733103754,28.525688022791194,0.287,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1046,1779.0,2.1598579040852575,0.08792270531400966,0.9997017672501898,27.547858279359097,0.277,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1059,2312.0,1.1387604070305275,9.25925925925926E-4,0.9995963656448433,21.17381828933016,0.171,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1069,2425.0,1.9358353510895885,0.04755865567533291,0.9997446175860887,29.704018505334243,0.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1092,1560.0,1.0772303595206392,-6.653359946773121E-4,0.9993821764477775,16.8041846823156,0.103,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1104,1927.0,1.8761194029850747,0.09566639411283728,0.9997021984004877,27.590583947800834,0.317,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1119,2561.0,1.51819075712881,0.042008196721311473,0.9997149240752868,27.500135219139164,0.288,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1130,1597.0,0.7803790412486065,-0.005543237250554324,0.9992889943856426,13.788973230360694,0.166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1132,2412.0,1.8243559718969555,0.061528899937849595,0.999740482897737,29.444113064022392,0.324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1140,2808.0,1.5951940850277264,0.028517110266159697,0.9997408027455634,28.859052455272817,0.335,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1157,2556.0,1.9755529685681026,0.04374240583232078,0.9997591033748026,30.595647214553505,0.338,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1204,2157.0,1.6728624535315983,0.0494148244473342,0.9996858197697158,26.53511236768465,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1208,1306.0,1.6383838383838385,0.052072263549415514,0.999477164638042,20.546194750402353,0.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1230,2031.0,1.2769058295964126,0.03781268179173938,0.9995991068857634,22.521399511780107,0.231,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1257,2149.0,2.0876436781609193,0.09606299212598425,0.9997514492479066,30.182606203302765,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1272,2763.0,1.7768844221105526,0.06133333333333333,0.9997694841251182,31.19756759734989,0.334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1335,2168.0,2.496774193548387,0.08676599474145487,0.9997783330089167,31.761294743887678,0.312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1338,2748.0,1.945337620578778,0.048903878583473864,0.9997759637728654,31.726449733429252,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1357,1718.0,1.9671848013816926,0.1364082433758587,0.9997018933835237,27.510921245324564,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1360,1447.0,1.8596837944664033,0.09169363538295577,0.9995979429193546,23.738808926534947,0.292,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1379,1727.0,2.4198019801980197,0.09425785482123511,0.9997197402434572,28.26350369337887,0.258,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1380,1952.0,1.8961424332344214,0.09238249594813615,0.9997061033928264,27.773423579473253,0.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1415,2098.0,2.1173848439821694,0.0943089430894309,0.9997469424675745,29.906829583623196,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1418,2317.0,1.359470468431772,0.002552322613578356,0.9996360904417684,23.34764068252281,0.263,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1422,2322.0,1.3525835866261398,-0.008538422903063787,0.9996276439504752,22.853582426073856,0.215,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1462,1901.0,2.096091205211726,0.14338919925512103,0.9997454528048749,29.656233144773214,0.331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1471,2212.0,2.5,0.0831191088260497,0.999781341658971,31.99659269264217,0.339,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1475,1751.0,2.2365988909426986,0.12357217030114226,0.9997247607391413,28.509862173312577,0.336,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1524,1984.0,0.7906137184115523,0.0013556258472661546,0.9994387103443144,15.81539054783792,0.143,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1538,2145.0,2.356807511737089,0.05619834710743802,0.9997518252362876,30.20228804643878,0.309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1556,2274.0,1.411452810180276,0.044296788482835,0.9996662760330314,25.19241224422183,0.265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1575,2218.0,2.1107994389901825,0.09946029298380879,0.9997626068370857,30.86867488607155,0.346,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1642,1897.0,2.145936981757877,0.10237659963436929,0.9997271540107249,28.77187464381254,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1645,1633.0,2.325865580448065,0.12228571428571429,0.9997120438773142,27.81054432774828,0.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1652,1826.0,2.573385518590998,0.14573991031390135,0.9997714907410268,30.75860822702215,0.329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1709,2314.0,1.0459770114942528,0.035240274599542334,0.9996063969826259,21.711233779060695,0.206,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1755,2013.0,1.6486842105263158,0.08493932905067808,0.9996836762641229,26.631992025502345,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1764,1668.0,2.665934065934066,0.13892365456821026,0.9997527463839159,29.51712108888239,0.298,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1776,2774.0,1.5852749301025164,0.03571428571428571,0.9997403871453956,28.89714617369391,0.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1797,1350.0,1.1600000000000001,-0.013417521704814523,0.9992957213426052,15.863119309167018,0.118,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1801,2236.0,1.4120819848975188,0.014778325123152709,0.9996400429068855,23.857142857142858,0.238,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1807,1980.0,2.2890365448504983,0.0925589836660617,0.9997449565150858,29.719115169392456,0.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1824,2001.0,1.5819354838709678,0.08924806746310611,0.9996763761318408,26.287955895077936,0.331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1852,1464.0,1.8372093023255816,0.023809523809523808,0.9995409993898651,21.97767969800214,0.216,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1856,2071.0,2.411861614497529,0.08199643493761141,0.9997598819085238,30.598161488324486,0.287,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1874,2053.0,2.6858168761220824,0.08895405669599218,0.9997788993600655,31.62007116306484,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1877,2158.0,1.3456521739130434,0.036619718309859155,0.9996328753865275,23.738039593245713,0.246,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1915,1921.0,2.7084942084942085,0.12,0.9997794425260822,31.37865954616432,0.324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1916,1993.0,2.590990990990991,0.10667996011964108,0.9997744491688729,31.27120337610822,0.332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1918,1943.0,1.9800613496932513,0.12998266897746968,0.9997340926348163,29.142348611901323,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1931,1845.0,0.9585987261146496,0.020032485110990796,0.9994684178529367,17.925096677817134,0.169,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1934,1789.0,1.6701492537313434,0.024464831804281346,0.9996013943699766,23.363636217887755,0.278,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1936,2413.0,2.422695035460993,0.039056742815033164,0.9997760689487828,31.808567899913275,0.334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1955,1995.0,1.2093023255813953,0.04756380510440835,0.9995875248628056,22.123394908393408,0.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1963,2188.0,2.2608047690014903,0.0901705930138099,0.9997660771811632,31.05603706426219,0.329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2024,2273.0,2.0066137566137567,0.08542713567839195,0.999753443183362,30.327513508386648,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2028,2292.0,1.883018867924528,-6.285355122564425E-4,0.9996969962276792,26.921109078001177,0.289,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2029,1754.0,2.62396694214876,0.14420803782505912,0.9997646965528045,30.26086956521739,0.332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2035,2517.0,1.8028953229398663,0.0539906103286385,0.9997455846227054,29.68143124612655,0.301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2039,2359.0,0.9132197891321978,-4.0535062829347385E-4,0.9995566027651244,18.768255794017726,0.17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2050,2292.0,1.9234693877551021,0.016861219195849545,0.9997114591450131,27.776366885844684,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2055,2428.0,1.221408966148216,0.012505789717461788,0.999638414246343,23.041760450774248,0.203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2073,2054.0,2.3290113452188006,0.0683982683982684,0.9997449907025885,29.777052229966834,0.271,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2154,2305.0,2.2464788732394365,0.027496382054992764,0.999747068754579,29.9293143294514,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2178,2364.0,1.597802197802198,0.04297994269340974,0.9997012164783228,27.033381006686973,0.318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2182,2147.0,1.3235930735930737,-0.010706638115631691,0.9995905046531295,21.637950592782815,0.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2183,2466.0,2.1374045801526718,0.05574210879785091,0.9997688206845966,31.317796133923935,0.334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2184,1665.0,2.3979591836734695,0.14352392065344224,0.9997352657729662,28.794718730552894,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2206,2228.0,1.8131313131313131,0.06237424547283702,0.9997184110244299,28.261559580366196,0.331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2229,2284.0,2.6898222940226173,0.04121110176619008,0.9997814930769723,32.083654670044766,0.309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2231,1713.0,1.1683544303797468,0.0019023462270133164,0.9994637423019423,18.52,0.121,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2249,1846.0,2.3747714808043874,0.13958333333333334,0.9997576382818842,30.150052654638397,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2263,2479.0,1.9268004722550178,0.03799019607843137,0.999744558693416,29.650930779293105,0.305,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2265,2071.0,2.558419243986254,0.10751665080875357,0.9997813270047161,31.78671539480843,0.298,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2297,2258.0,1.3182751540041067,0.03123345685547909,0.9996411398105571,23.84190628767323,0.255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2299,2416.0,1.7146067415730335,0.04215456674473068,0.9997197609951842,28.100028940710526,0.333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2308,2381.0,1.3786213786213786,0.03142709943328181,0.9996684362412592,25.005154542386816,0.286,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2332,1720.0,0.7515274949083504,-0.007579585649317837,0.9993262140902353,13.870543480506019,0.107,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2334,2044.0,1.997067448680352,0.13951545530492898,0.9997534971691663,30.225419868918983,0.337,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2360,2641.0,1.6462925851703405,0.013197969543147208,0.9997213244029082,27.76657774637278,0.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2364,2691.0,1.4026785714285714,0.011743450767841012,0.9996978975019244,25.95804459623717,0.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2366,2154.0,1.2793650793650793,0.006925945657964837,0.9995983319570888,21.99749588058155,0.205,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2381,2404.0,1.7791907514450869,0.0581039755351682,0.9997335633684926,29.003378548606616,0.283,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2406,1802.0,0.904862579281184,0.047619047619047616,0.9994704537841619,18.257734073362275,0.092,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2476,2275.0,1.1728748806112703,-0.009929078014184398,0.9995873813648984,20.875605533050354,0.191,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2491,2881.0,1.2613814756671902,0.0353514831369362,0.9997140223491414,26.559685850696894,0.284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2506,1768.0,0.7198443579766538,-0.017677974199713332,0.9993188117646645,13.207847254029508,0.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2512,2328.0,1.5167567567567568,0.04756511891279728,0.9996896922289303,26.414953403939247,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2544,2232.0,2.311572700296736,0.05642633228840126,0.9997583506508677,30.61876583818779,0.296,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2559,1532.0,1.223512336719884,0.008046817849305048,0.9994224139179504,18.166101392951777,0.165,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2589,2062.0,1.7167325428194995,0.06451612903225806,0.9996863029866354,26.703761453747923,0.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2596,2173.0,2.238450074515648,0.10634789777411377,0.9997704591515755,31.30178067293458,0.314,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2599,2225.0,1.6488095238095237,0.05660377358490566,0.9996970538486784,27.04260566233223,0.299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2614,2174.0,2.0793201133144477,0.011461318051575931,0.9997080579805313,27.729841941096822,0.253,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2620,2112.0,0.9130434782608696,-0.017793594306049824,0.999487189601783,16.964191221033314,0.129,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2624,1608.0,0.7906458797327394,0.014689265536723164,0.9993257391352759,14.779235651805978,0.073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2665,1926.0,2.332179930795848,0.05090909090909091,0.9997185982310502,28.37666812925096,0.301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2684,1985.0,2.583032490974729,0.1191919191919192,0.9997787173268647,31.48139895187245,0.324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2687,2396.0,0.6535541752933058,-0.02127659574468085,0.9994733843138184,14.140832808136745,0.076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2716,2710.0,1.7045908183632736,-0.013293943870014771,0.9997198143150379,27.490964743920582,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2721,1870.0,0.9378238341968912,0.012591815320041973,0.9994619538166544,17.52206516647875,0.124,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2738,2095.0,1.862021857923497,0.03829787234042553,0.999691095274555,26.90883622535998,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2747,2759.0,1.8502066115702478,0.060821917808219175,0.999774856960611,31.629789504054504,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2797,2541.0,1.4292543021032507,-0.004757373929590866,0.9996729504468825,24.760318949791678,0.215,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2810,2010.0,2.4476843910806174,0.10731244064577398,0.9997673595557063,30.923944162746206,0.286,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2839,2156.0,2.70446735395189,0.0365093499554764,0.9997672556189376,31.09797094363669,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2863,2384.0,1.6607142857142856,0.026934097421203437,0.9997012827425692,26.996379681903225,0.338,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2875,1759.0,2.3761996161228405,0.13879781420765028,0.9997453526042382,29.417830171544907,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2879,2433.0,1.3416746871992302,0.028203859475507173,0.99966826963598,24.829733510020272,0.244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2895,2106.0,1.5777233782129745,0.03746031746031746,0.9996582502140444,25.18856262574024,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2904,2565.0,1.891770011273957,0.0447585394581861,0.9997534967893793,30.1875849375234,0.333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2912,1647.0,2.4968152866242037,0.08901734104046242,0.999709546948529,27.73508930639858,0.296,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2916,2152.0,2.0309859154929577,0.03574033552151714,0.9997145796472835,28.112066880637887,0.265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2935,2308.0,1.6316989737742302,0.023934617629889084,0.9996861685154945,26.252250600236316,0.261,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2978,1907.0,0.8407335907335907,0.018682399213372666,0.9994512936521878,16.865173558959842,0.126,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3003,2261.0,1.4443243243243242,0.06689734717416378,0.9996835473984584,26.205800387344937,0.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3012,2643.0,1.6914460285132384,0.004603580562659846,0.9997214597114231,27.771686893675618,0.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3047,2686.0,1.686,0.014198782961460446,0.9997305825404181,28.33929010378805,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3048,1750.0,0.8918918918918919,0.010376843255051884,0.9994085015175919,16.376776092403624,0.146,"{""type"":""MultiPoint"",""coordinates"":[]}"
