system:index,B8,GVI,MSR,NDGI,RDVI,estimateLAI,.geo
0_881,2199.0,2.2674591381872213,0.7250051479596068,-0.046742209631728045,26.9356189788792,0.99,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_887,2203.0,2.5135566188197767,0.9472386556608381,0.0380794701986755,30.74087566712453,1.063,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_894,2617.0,1.7403141361256544,0.7303985599281378,0.04428649535265172,29.500030344356606,1.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_920,2288.0,1.041034790365745,0.37283602368989865,-0.039828693790149895,18.148728781041108,0.539,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_928,2621.0,2.9832826747720365,1.1538194105117878,0.07604251839738348,36.42505570329403,1.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_932,2597.0,3.1954765751211633,1.2073559438079227,0.07465277777777778,36.89245227880318,1.312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_971,2834.0,2.5737704918032787,0.9716787635860986,0.04204993429697766,35.26502442643136,1.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_972,3656.0,1.0574001125492405,0.3781221931384674,-0.039978390059427334,23.170801495157,1.032,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_993,2713.0,2.6514131897711977,0.8123199584955354,-0.05289993626513703,31.719886075577897,1.102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1006,2425.0,2.9303079416531603,1.080951018851031,0.048428207306711976,34.13553142786335,1.196,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1034,1708.0,2.3490196078431373,0.6774500142320535,-0.08683974932855863,22.882939970306815,0.656,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1076,2178.0,2.2801204819277108,0.7923139737587757,-0.010432190760059613,28.06804457119199,0.98,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1082,2515.0,1.4276061776061777,0.523894025489752,-0.022180273714016045,23.87329905992146,0.709,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1096,2570.0,2.6299435028248586,1.0294308915530344,0.06306306306306306,34.433041026598076,1.195,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1143,1850.0,2.008130081300813,0.6326990083518759,-0.060351413292589765,22.919190827254365,0.578,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1182,2092.0,2.0014347202295553,0.6461605509747499,-0.05105513955071477,24.665358060813883,0.761,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1189,1775.0,1.1055753262158956,0.29160097658168677,-0.11588883062401678,13.34402676742851,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1191,2631.0,2.3774069319640563,0.7155037219820388,-0.06873879258816497,29.25635773785087,0.875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1203,1809.0,1.6839762611275964,0.5995933005034619,-0.02389572773352643,21.969808738936194,0.91,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1226,2310.0,2.382137628111274,0.8866165571992377,0.025525525525525526,30.53494554814619,0.981,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1232,2767.0,2.631233595800525,0.9030837471564669,-0.001310615989515072,33.70793055456403,1.078,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1273,2463.0,2.5085470085470085,0.7579359403541868,-0.06337558372248166,29.178717346934047,0.931,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1279,2640.0,3.0,1.0,0.0,34.46737587922817,1.139,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1332,3390.0,1.3266986959505833,0.5701765969006625,0.028954802259887006,29.190638727115186,1.211,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1345,2708.0,2.5725593667546174,0.9380130522899085,0.025016903313049357,33.93236458008662,1.091,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1346,2425.0,2.54014598540146,0.9681976315738487,0.04500381388253242,32.56942261406098,1.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1353,2867.0,2.782321899736148,0.9968682016454412,0.026404874746106973,35.869814803740724,1.239,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1385,2762.0,2.8901408450704227,0.9992762800559134,0.013561741613133477,35.2437254748427,1.084,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1395,2421.0,2.3439226519337018,0.9240152968168734,0.05079825834542816,31.86500488914706,1.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1401,2153.0,1.0504761904761906,0.39966198961332616,-0.02280130293159609,18.482696937970417,0.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1412,2365.0,2.5833333333333335,0.9483705172662017,0.028838659392049885,31.86822348367343,1.298,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1413,2314.0,2.464071856287425,0.936596288952795,0.03968871595330739,31.345408432801996,1.289,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1445,2019.0,2.1205564142194744,0.6352896334993576,-0.07703281027104136,23.99903867336886,0.589,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1447,3958.0,1.2488636363636365,0.4979199485738886,-0.0011350737797956867,29.00432056908487,1.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1488,2801.0,1.6701620591039084,0.7152920715599145,0.04847576211894053,30.18197318702501,1.197,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1502,3101.0,1.6663800515907137,0.4782901575783262,-0.09914794732765299,25.01824113283208,0.766,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1534,2512.0,2.7325408618127787,1.1048361211747018,0.08548387096774193,35.05215804620317,1.397,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1547,2452.0,3.013093289689034,1.1388377371066845,0.06538796861377506,35.05138702337445,1.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1553,2821.0,2.8276797829036635,1.0565469377931365,0.04985754985754986,36.47182210062241,1.248,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1554,2405.0,1.608459869848156,0.467997929544505,-0.09519136408243375,21.723005132860234,0.736,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1576,2322.0,1.9579617834394902,0.8097058492834929,0.050870147255689425,29.29823102410003,1.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1590,2368.0,1.6223698781838318,0.6348352303055826,0.009502515371716043,25.980016905817283,0.829,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1597,2604.0,2.933534743202417,1.012403219662252,0.014559386973180077,34.41410261629852,1.218,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1624,1944.0,1.3765281173594133,0.5666989036012805,0.016149068322981366,22.02391045157393,1.037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1626,2654.0,3.266881028938907,1.1299652900345902,0.030654515327257662,36.354235537201006,1.223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1649,3102.0,2.7645631067961167,1.0149961350046728,0.037783375314861464,37.60222830790227,1.244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1650,2469.0,2.6202346041055717,1.0285462775100795,0.06396255850234009,33.73734149490287,1.296,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1652,2698.0,2.7213793103448274,0.9963038223816382,0.034236804564907276,34.787997078600846,1.234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1673,1684.0,2.2572533849129592,0.8118087846471979,0.003883495145631068,24.982843453067048,1.243,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1691,2444.0,2.7657935285053927,1.0816659994661326,0.07007419620774938,34.27827300200522,1.218,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1711,2421.0,1.5350785340314137,0.5913600404190995,-5.232862375719519E-4,25.209956388213904,0.913,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1718,1654.0,1.297222222222222,0.34375476032466457,-0.1198044009779951,14.557600606163101,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1735,1887.0,1.8504531722054383,0.5777978039946174,-0.0676056338028169,21.952354318237067,0.778,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1753,2409.0,2.3929577464788734,0.8329846251355366,-0.004905395935529082,30.262574518813132,0.969,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1776,2459.0,3.0245499181669393,1.0555013769523292,0.024308466051969825,34.03737524421192,1.101,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1782,2416.0,2.871794871794872,1.0392027060643003,0.03568464730290456,33.51912685614784,1.126,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1796,1845.0,2.63905325443787,0.7743912093511187,-0.07227813357731015,25.534846453059483,0.693,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1808,2306.0,2.66031746031746,1.0569863053871942,0.07234042553191489,32.980766691951175,1.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1820,2615.0,1.6793032786885247,0.743759637799489,0.06318082788671024,29.771431431766977,1.333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1826,4128.0,1.2946081156197886,0.5774174879479136,0.04048582995951417,32.45595172673782,1.028,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1845,2758.0,2.8627450980392157,1.0109669986836485,0.022922636103151862,35.395506218517575,1.087,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1850,3688.0,1.4570286475682876,0.6849649863984594,0.07214285714285715,33.8295690680899,1.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1916,1841.0,1.6489208633093524,0.5048098366658976,-0.07824933687002653,19.954582946221873,0.808,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1930,2534.0,1.9917355371900825,0.7842132959450604,0.0310407790626902,30.11810585512144,1.267,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1963,2497.0,2.41120218579235,0.9233458501422097,0.04051172707889126,32.35055854360522,1.127,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2011,2421.0,2.6515837104072397,0.8173785897848743,-0.050143266475644696,30.056720845381182,1.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2024,3060.0,1.533112582781457,0.6966571083656905,0.06384852487890796,31.10078832897139,1.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2058,2568.0,2.861654135338346,1.030268546074972,0.03260869565217391,34.43152065391386,1.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2076,2889.0,2.9306122448979592,1.0214549355790958,0.019417475728155338,36.38688722239457,1.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2080,2434.0,2.779503105590062,0.9321306462959043,-0.006172839506172839,32.078181390504355,1.01,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2081,1773.0,1.207970112079701,0.3375731446374429,-0.10479375696767002,14.87434100256183,0.433,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2089,2185.0,1.3024236037934669,0.5802350638885524,0.04057017543859649,23.681574978536634,1.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2103,2587.0,2.9019607843137254,1.1687868414476246,0.09315746084089035,36.369201801190556,1.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2106,1816.0,1.2092457420924574,0.48095803957298033,-0.0036363636363636364,19.214373087135026,0.828,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2112,1966.0,1.4182041820418205,0.5226280656861327,-0.02107164358819988,21.07559076139314,0.718,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2159,2199.0,2.1594827586206895,0.7864999308431997,0.005054151624548736,28.098190515570703,0.882,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2177,1810.0,1.2998729351969502,0.346709788524988,-0.11820728291316526,15.323482528756863,0.527,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2215,3933.0,1.4458955223880596,0.7043258889068802,0.08575286968264687,35.468815640226424,1.244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2216,2714.0,2.5570117955439056,0.8629514849544841,-0.012297734627831715,32.675437419050965,1.147,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2219,4137.0,1.3653516295025727,0.6590644984388159,0.07564575645756458,35.0732667790326,1.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2222,3985.0,1.4239659367396595,0.6234475693973028,0.04182509505703422,33.35502326277267,1.298,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2224,2621.0,2.490013315579228,0.8191600903558308,-0.026571613739468567,31.30729614129708,1.165,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2247,2344.0,1.6515837104072397,0.6917526007152648,0.03816793893129771,27.115664246884947,1.275,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2249,2444.0,2.1373555840821568,0.7159773638521609,-0.031696706028589185,28.207473762351654,0.883,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2302,2148.0,2.5979899497487438,0.8026707367608704,-0.05087440381558029,28.056603773584907,1.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2306,2389.0,1.528042328042328,0.6514142271918604,0.03789126853377265,26.47874122008647,1.197,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2315,2017.0,3.2196652719665275,1.1733967414589872,0.056353591160221,32.162257413993714,1.14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2323,2791.0,2.493116395494368,0.9420663278121119,0.03833658219623132,34.515709219875596,1.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2373,2520.0,3.2857142857142856,1.1723492176893442,0.0481283422459893,35.937240645685826,1.277,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2390,2342.0,1.2938295788442704,0.5419678902685651,0.01794616151545364,23.526290060603046,1.048,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2408,2262.0,1.7652811735941318,0.6246353149710581,-0.023283582089552238,25.157566935104455,0.933,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2429,2615.0,2.8455882352941178,1.0537141805723287,0.046153846153846156,35.075652396435174,1.164,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2481,2734.0,2.823776223776224,1.000731930491108,0.022889842632331903,35.08675230480587,1.256,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2484,3015.0,1.8934740882917467,0.6708281379802851,-0.017907634307257305,30.238066395532954,1.142,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2531,2353.0,2.096052631578947,0.740205168454004,-0.011060507482108002,28.169818212884596,1.003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2556,3962.0,1.271788990825688,0.5533547837000564,0.030124040165386886,30.991237738425358,1.202,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2570,2070.0,1.4909747292418771,0.396120532895667,-0.12202852614896989,18.011490585274956,0.89,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2680,2521.0,2.7739520958083834,1.1351277113045182,0.09418509418509419,35.49548891403786,1.299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2743,4081.0,1.1332984840564557,0.4481444341495337,-0.008551438196423945,27.500923857356685,1.097,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2758,2353.0,3.0153583617747444,1.1190700826700317,0.055855855855855854,34.09916736746918,1.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2776,2244.0,2.573248407643312,0.8355842038352175,-0.02936630602782071,29.252332711634555,1.036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2787,1794.0,1.2148148148148148,0.3294689483884398,-0.11232876712328767,14.69811320754717,0.458,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2788,2080.0,2.9543726235741445,1.025478734167333,0.018393030009680542,30.926481147730087,1.102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2807,2927.0,3.1225352112676052,1.0656146417946648,0.017191977077363897,37.28274459533936,1.293,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2830,2695.0,1.730496453900709,0.6557799746695772,0.0020304568527918783,28.229156270251654,0.967,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2836,2164.0,1.1726907630522088,0.4897943413394948,0.0106544901065449,21.221994457204946,1.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2847,2394.0,2.6327769347496206,0.9843134832984428,0.04025256511444357,32.59688577188496,1.187,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2892,2230.0,2.7416107382550337,0.9310869969958772,-0.0016750418760469012,30.68883850933974,1.152,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2925,2171.0,1.352112676056338,0.512504953008985,-0.013888888888888888,21.877309401904675,0.855,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2944,2026.0,1.1236897274633124,0.41281956147998344,-0.030980192991366177,18.3333971080971,0.619,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2986,3098.0,3.0549738219895284,1.0203183980532664,0.003282994090610637,37.66217546452631,1.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2992,4140.0,1.4909747292418771,0.7276745668082176,0.09019350606756314,37.030662261567855,1.289,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3004,4129.0,1.2624657534246575,0.5507339461348024,0.030491247882552232,31.546261421087955,1.134,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3010,2722.0,2.5721784776902887,0.9283618008487612,0.020080321285140562,33.86038640102036,1.166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3014,2625.0,1.6758409785932722,0.4668467350961705,-0.10858700590640617,22.658343279155403,0.571,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3025,2154.0,2.566225165562914,1.0511048851777425,0.08243727598566308,31.80116866692395,1.219,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3047,2030.0,2.171875,0.7290722141222108,-0.029567854435178165,25.956781810614046,0.813,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3048,2628.0,2.9400299850074965,1.0122889021156511,0.013677811550151976,34.57065224939252,1.179,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3056,2177.0,2.0661971830985917,0.7522904615893881,7.047216349541931E-4,27.326115031532797,0.97,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3058,2664.0,2.0904872389791183,0.658935235535878,-0.05792349726775956,28.14186841183881,0.81,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3059,2529.0,3.0079239302694134,1.0953818267800262,0.045567522783761395,35.04866182398658,1.194,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3076,3025.0,2.429705215419501,0.7723502299170498,-0.04390243902439024,32.6520976115671,1.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3090,2611.0,2.9263157894736844,1.0309609862442286,0.02465331278890601,34.72848711805983,1.118,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3105,2398.0,1.6674082313681868,0.6650088093641172,0.01927437641723356,26.836978481866453,1.088,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3111,2253.0,2.2510822510822512,0.7652712461868595,-0.0211864406779661,28.046260747833816,0.987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3112,2504.0,2.6184971098265897,0.797489288406327,-0.05657805044308112,30.19425266793423,0.948,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3140,2277.0,1.6323699421965316,0.6281144596833587,0.0034802784222737818,25.321428571428573,0.922,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3151,2289.0,2.127049180327869,0.666707119250177,-0.05912596401028278,26.25717897029909,0.691,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3163,2211.0,2.773037542662116,1.0541337952662582,0.055855855855855854,32.25792421388372,1.318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3182,2542.0,2.990580847723705,1.1818110884006812,0.08795900939368062,36.20516598792587,1.253,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3183,2188.0,2.3609831029185866,0.7206852648828154,-0.06330935251798561,26.78286450748896,0.721,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3228,2020.0,2.131782945736434,0.8792201923852702,0.0599835661462613,28.44140608772558,1.298,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3240,2467.0,2.068407960199005,0.7887818750836436,0.02095238095238095,29.804883300574083,0.898,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3248,2658.0,2.6410958904109587,0.9430821346042431,0.01813110181311018,33.699674400939365,1.057,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3268,2596.0,2.806451612903226,1.026720241352728,0.0380517503805175,34.568037181010254,1.177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3274,2170.0,1.4547511312217196,0.596853545442856,0.019020172910662825,23.997689671432305,1.136,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3280,2238.0,3.106422018348624,1.1481231318736647,0.05825242718446602,33.59371979326333,1.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3286,2335.0,2.7661290322580645,1.0329149915409297,0.046413502109704644,32.86807485733818,1.279,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3334,2853.0,1.581900452488688,0.6306134672539456,0.014692378328741965,28.40827442905814,1.039,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3346,2261.0,2.8715753424657535,1.1415431110654122,0.08449396471680594,33.6899442813284,1.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3362,2189.0,1.4134509371554573,0.4164801911742362,-0.0920920920920921,19.171911618874923,0.696,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3365,2686.0,2.7566433566433566,0.9422852288251486,0.002102312543798178,33.86378210817282,1.081,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3408,2697.0,3.247244094488189,1.2184528047076701,0.073541842772612,37.72498405815411,1.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3416,2912.0,1.1302121433796635,0.5545409323570235,0.06298600311041991,26.603764063134694,0.998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3419,2551.0,2.3922872340425534,0.7724631493386672,-0.03836317135549872,29.987216029265635,0.891,"{""type"":""MultiPoint"",""coordinates"":[]}"
