system:index,EVI2,GI,MSR,RDVI,SGI,estimatefAPAR,.geo
1_5327,1.2127527492018446,1.330078125,1.0506287145653648,31.787763584374098,4.205078125,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5340,1.3976270259180743,1.395778364116095,1.3052080532709918,33.42307532322313,5.313984168865435,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5376,1.2470308788598576,1.309021113243762,1.094229343960581,33.300806177754644,4.385796545105566,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5399,1.3152593104242216,1.0413223140495869,1.185602778212965,34.57065498338108,4.776859504132231,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5442,1.3199668714196977,1.2661691542288558,1.192252300547027,31.66948528474238,4.8059701492537314,0.346,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5455,1.0590572828151554,1.1371681415929205,0.8708286933869708,30.686587732536616,3.5,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5536,1.3881752199884385,1.3562653562653562,1.2908856907661823,34.28639413310202,5.2481572481572485,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5543,1.262650221378874,1.3217391304347825,1.1146487014241355,31.83195471973565,4.471739130434782,0.372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5550,1.116294206986331,1.0053333333333334,0.934941859591652,34.50185125907799,3.744,0.372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5551,1.3633966244725737,1.4789473684210526,1.2542357790099112,32.26352573779436,5.081578947368421,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5600,1.3238460503296998,1.4014598540145986,1.197654135276258,32.15594825762794,4.829683698296837,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5607,1.3050831961967455,1.3427331887201734,1.1715973708304748,33.37083342859697,4.7158351409978305,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5667,1.2332582842627873,1.1724806201550388,1.076539309494518,32.642810583901785,4.312015503875969,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5714,1.3038432657519283,1.3883495145631068,1.169962641170965,31.50682897577672,4.70873786407767,0.346,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5724,1.183727909303101,1.0879712746858168,1.0147570475128491,32.09956122886848,4.059245960502693,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5739,1.366056750768351,1.386058981233244,1.2581398784078377,32.05655030695626,5.099195710455764,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5836,1.260657928226012,1.3209606986899562,1.112036621357767,31.693661901366223,4.460698689956332,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5852,1.068863374226696,1.1962616822429906,0.881621227125056,30.208883997662337,3.540498442367601,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5880,1.4233308877476156,1.4579710144927536,1.3448988730087448,32.777355600211706,5.498550724637681,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5889,1.0494313583507262,1.0599250936329587,0.8602887295533913,32.97388478911216,3.460674157303371,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5941,1.2955397186213677,1.3557483731019522,1.1585726785718358,33.02767809160451,4.659436008676789,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5945,1.278020776380536,1.27061310782241,1.1349799846564654,32.823797367766076,4.558139534883721,0.343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5960,1.2213854602794847,1.2495479204339963,1.0614431644927775,33.35220558879019,4.249547920433996,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5975,1.3763306399897397,1.4466019417475728,1.2732082456641187,34.061828866836265,5.16747572815534,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6012,1.3759464181712289,1.4077134986225894,1.2727272727272727,31.961102364329733,5.1652892561983474,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6037,1.0921469680540494,1.0768261964735517,0.9074954895939227,34.52098410737323,3.638539042821159,0.35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6038,1.2481165971256374,1.2677165354330708,1.0956460300977755,32.92223126441354,4.391732283464567,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6071,1.2501583481124907,1.2823275862068966,1.0983367797804313,31.53588062909063,4.4030172413793105,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6104,1.216990136811963,1.1458699472759226,1.055897257285291,33.666827576791476,4.226713532513181,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6113,1.3808918050348153,1.450381679389313,1.2800160706544916,33.43068706201569,5.198473282442748,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6148,1.2476007677543186,1.1690427698574337,1.0949945194820623,32.34881692056515,4.389002036659877,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6182,1.4291905336147122,1.437125748502994,1.3541274748119887,32.453374405406336,5.541916167664671,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6193,0.9698100957636748,1.0135287485907554,0.7763953976504462,31.492723668469836,3.1555806087936866,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6270,1.3071225969114404,1.0719101123595505,1.174417137450965,32.85953915465427,4.72808988764045,0.343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6276,1.2711471968387256,1.3034188034188035,1.1258482469900737,32.406445351942445,4.519230769230769,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6364,1.3760464825690366,1.3167848699763594,1.272770255342528,34.502622821969524,5.16548463356974,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6428,1.1507445644416956,1.0794602698650675,0.9751074591683281,33.84336275866091,3.901049475262369,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6474,1.3035268847006651,1.3029556650246306,1.169538326862224,31.266083474442652,4.706896551724138,0.343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6506,1.4321074964639322,1.3943661971830985,1.358681894976544,33.561167013834186,5.563380281690141,0.367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6530,1.1511190842303092,1.0233393177737882,0.9756143511910306,30.942056145652124,3.903052064631957,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6550,1.1102193686463349,1.1636904761904763,0.9280202034112361,32.43180664130396,3.7172619047619047,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6565,1.2526828462935446,1.1613508442776737,1.1015495042823387,33.89116937012766,4.416510318949343,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6589,1.188120153987963,1.2759226713532512,1.020109795342139,32.603022992769176,4.080843585237258,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6602,1.302501039624547,1.3016877637130801,1.1680456501024765,33.743250551910826,4.70042194092827,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6629,1.2177311672415712,1.1605166051660516,1.0568488778403393,32.88589111176961,4.230627306273063,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6647,1.2647663071391886,1.2966601178781925,1.117380596253532,33.560530510841375,4.4833005893909625,0.366,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6663,1.3190082644628098,1.4547619047619047,1.1908902300206645,32.336591849076996,4.8,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6667,1.4406130268199233,1.4676923076923076,1.3722757655239637,32.40596710186059,5.627692307692308,0.365,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6696,1.027576531680556,1.0689238210399032,0.8367470325079728,32.63969149485304,3.373639661426844,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6697,1.3571283164823233,1.4343434343434343,1.2450844172110858,32.714432804381225,5.040404040404041,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6698,1.3044040706031161,1.3251533742331287,1.170635031901446,34.343231829615064,4.711656441717792,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6726,1.2862660691119234,1.328512396694215,1.1460130243841593,33.501984581229564,4.605371900826446,0.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6730,1.153316917728853,1.1509146341463414,0.9781581726691021,33.66127286248886,3.913109756097561,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6739,1.132792772571685,1.2827225130890052,0.9540980342346316,30.735432116628374,3.818499127399651,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6772,1.0101921168936592,1.1003861003861004,0.818325137676512,30.979545147939497,3.3063063063063063,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6775,1.241586319810806,1.3627049180327868,1.0872367803028913,32.03768343542002,4.35655737704918,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6795,1.2247229700118951,1.302713987473904,1.0657258729187493,31.157005906267738,4.267223382045929,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6848,1.3158300919923445,1.228381374722838,1.186432666440485,33.39287930361283,4.780487804878049,0.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6868,1.2369871402327006,1.311340206185567,1.0813358121376275,31.77803918067633,4.331958762886598,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6953,1.015209370173331,1.0896805896805897,0.82360983369602,31.90197728200498,3.3255528255528257,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6963,0.9927142145466622,1.0257611241217799,0.8000130106217271,31.79074515472082,3.240046838407494,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6979,1.3349592970668045,1.3419811320754718,1.2132747018073418,33.05338998293903,4.898584905660377,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7022,1.2812018489984591,1.3182795698924732,1.1392391371750623,32.658105738397666,4.576344086021505,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7027,1.2922387311140369,1.3863134657836644,1.154106914812146,32.62309820056217,4.640176600441501,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7043,1.1959995083881276,1.3286573146292586,1.0298375503872037,30.803010247589626,4.1202404809619235,0.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7054,1.3405652202892755,1.3936430317848412,1.2212576010164489,32.66037417426707,4.93398533007335,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7171,1.3782390269698572,1.4586466165413534,1.2760604402826277,33.58918838915784,5.180451127819549,0.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7183,1.1187748677364349,1.0686406460296096,0.9377943921700534,34.43864248537526,3.7550471063257067,0.366,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7310,1.1712617739403453,1.0345368916797488,0.9996074968071319,33.84907753914804,3.998430141287284,0.356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7314,1.3861703563714902,1.3788659793814433,1.2879108554474379,33.4056271298042,5.234536082474227,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7379,1.4137176213060925,1.4657142857142857,1.3299294900428702,32.676869155073256,5.428571428571429,0.35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7380,1.2412075029308325,1.2653465346534654,1.0867331994159086,32.57692307692308,4.354455445544555,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7389,1.3868145935566463,1.4157608695652173,1.288914684906934,32.55657097405761,5.239130434782608,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7414,1.1959425613624979,1.2159709618874772,1.0297246646173663,32.364904778567954,4.11978221415608,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7459,1.2618661727251679,1.2127236580516898,1.113574417683344,33.25677511288626,4.467196819085487,0.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7461,1.308622762962439,1.3636363636363635,1.176550880952186,31.049710256977498,4.737373737373737,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7482,1.206863125242342,1.0637522768670309,1.0432482443350202,32.70105546478718,4.174863387978142,0.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7504,1.013201827607416,1.0816582914572865,0.8214936716826384,31.470714596565877,3.3178391959798996,0.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7531,1.0674843503486182,1.1737160120845922,0.8800912750228161,30.625741503484306,3.5347432024169185,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7615,1.3992788785550614,1.484375,1.3077090010079981,33.70201558157928,5.325520833333333,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7621,1.4089293182768716,1.440217391304348,1.3225033345789698,33.3348922995693,5.394021739130435,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7634,1.1166221217105263,1.180094786729858,0.9353696309012524,31.710260366585523,3.7456556082148498,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7645,1.2293184343746142,1.31198347107438,1.0715507027465165,31.478279452879082,4.291322314049586,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7756,1.1800571795320614,1.3609022556390977,1.010311762751899,31.24274114053768,4.041353383458647,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7758,1.1903113228451143,1.2517985611510791,1.0228016755740132,32.30769259881764,4.091726618705036,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7789,1.2238141756214047,1.2386980108499095,1.0645111160471135,33.44183029897892,4.262206148282098,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7821,1.203530355710083,1.1807017543859648,1.039091645032686,33.197000110349286,4.157894736842105,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7870,1.3167459688078245,1.368171021377672,1.1877438784989751,32.29606980415334,4.7862232779097384,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7925,1.1801192202352184,1.2231833910034602,1.0103538224276543,32.56672575851096,4.041522491349481,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7935,1.30640750146513,1.4176334106728539,1.1734529927819803,32.31398075523497,4.723897911832947,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7947,1.1907868035020583,1.2090395480225988,1.0234035580102991,31.590312982096886,4.094161958568738,0.367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7954,1.1053103348030426,1.0886262924667651,0.9224246138312177,32.36812963849521,3.6957163958641064,0.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7957,1.0380276947682983,1.1175030599755202,0.8479536467505226,32.8514099732897,3.4149326805385556,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7971,1.418183202619356,1.4491017964071857,1.3368949151195004,32.07454824376651,5.461077844311378,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8010,1.3733402759697992,1.2923832923832923,1.2687926629421533,33.74650409700217,5.1474201474201475,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8083,1.317009562445668,1.3479166666666667,1.1880356487041064,34.492745034908374,4.7875,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8088,1.3546303729110414,1.3875338753387534,1.2415151670025433,31.496095767300996,5.024390243902439,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8099,1.1831918081918082,1.185483870967742,1.0140634580129857,33.844682299235785,4.056451612903226,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8217,1.1409873864098738,1.125884016973126,0.963600883577377,34.458741905052165,3.855728429985856,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8219,1.2478523609218555,0.9758551307847082,1.0953143087169246,32.554688818833434,4.390342052313883,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8226,1.2932430681523712,1.3630136986301369,1.1554857275011559,32.11388574908646,4.646118721461187,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8240,1.2265297677546165,1.16580310880829,1.0679309743510503,34.32114148544825,4.276338514680484,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8245,1.2372409526755337,1.3270833333333334,1.0816659994661326,31.622776601683793,4.333333333333333,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8262,1.3014092608570607,1.3020408163265307,1.166535841157586,34.26703066623958,4.6938775510204085,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8270,1.17426021606388,1.246704331450094,1.0032929576573726,31.01101328808879,4.013182674199624,0.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8272,1.1979386414321018,1.2755905511811023,1.0322207704485553,31.146547872263007,4.1299212598425195,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8296,1.2346571557097874,1.3844492440604752,1.0783778356318632,30.97003253379197,4.319654427645788,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8334,1.2234208880550344,1.3854166666666667,1.0640776794168059,31.14466405357266,4.260416666666667,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8354,1.1991386991386992,1.3223300970873786,1.0336967153676302,31.402172031844874,4.135922330097087,0.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8361,1.4335652293704368,1.2225274725274726,1.3609692552373112,34.03634276034649,5.574175824175824,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8398,1.1637311286843997,1.0506535947712419,0.9905824023771522,32.89844782977103,3.962418300653595,0.35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8417,1.3591292454980626,1.4135977337110481,1.2480712538988243,30.955467886060497,5.053824362606233,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8480,1.3336473379387344,1.4045801526717556,1.2114667625199071,31.77839710681119,4.89058524173028,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8516,1.326259946949602,1.3363844393592677,1.2009983172818068,33.242894801987006,4.844393592677346,0.342,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8527,1.098223663180967,1.1509695290858726,0.9143719452077065,33.15270935786728,3.664819944598338,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8532,1.3459497114044983,1.4205378973105134,1.228949339694423,32.84994374072728,4.968215158924205,0.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8575,1.29062288422478,1.4190476190476191,1.1519647722377757,31.358427118945354,4.630952380952381,0.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8581,1.2545389606524195,1.2947154471544715,1.1040031531090164,32.62886293803714,4.426829268292683,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8689,1.3710166408408004,1.4771573604060915,1.2653873168691203,33.12119027198619,5.131979695431472,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8753,1.3015473064092553,1.314861460957179,1.166844273544698,30.851752072233776,4.69521410579345,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8758,1.2099102409322346,1.060553633217993,1.0470250166241546,33.66667986798421,4.190311418685121,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8770,1.1332456042109977,1.170731707317073,0.9546246420449116,30.77813279943154,3.8205574912891986,0.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8792,1.306795990105455,1.3781902552204177,1.1739866829048875,32.32756274147325,4.726218097447796,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8808,1.406602896240202,1.372093023255814,1.3188921885055684,34.0989360423759,5.377260981912145,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8831,1.2669648365206663,1.353191489361702,1.1203171179922742,32.32774117379565,4.495744680851064,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8857,1.4207089552238805,1.4852941176470589,1.3408143379400859,32.44835276116956,5.479411764705882,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8858,1.2971356055112402,1.3717948717948718,1.1608402923933943,30.433034789729568,4.6692307692307695,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8904,1.4001901140684412,1.4,1.3091888058745804,31.74539475654626,5.33235294117647,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8983,1.3787174425269058,1.3140096618357489,1.2767465557736226,34.231655671322706,5.183574879227053,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9019,1.2133131618759456,1.304,1.0513410247932937,31.432858246951785,4.208,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9065,1.413633516598232,1.422343324250681,1.3297624161127106,33.45718477735303,5.427792915531335,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9107,1.2977593975680515,1.275109170305677,1.1615941068964433,32.99942845983706,4.672489082969432,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9110,1.2601399012461791,1.2318548387096775,1.1113174300238657,32.96248889538011,4.457661290322581,0.356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9113,1.0900081585640928,1.231548480463097,0.9051305549119317,32.12534551285169,3.629522431259045,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9144,1.0621106375005855,1.048476454293629,0.8741572436594587,31.7805744282311,3.512465373961219,0.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9152,1.0219458358094915,1.0146520146520146,0.83075076175004,32.2617138698207,3.3516483516483517,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9154,1.0313432117771577,1.2033426183844012,0.8408094380425774,30.552019516568468,3.3885793871866294,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9215,1.0881595881595882,1.1193798449612402,0.9030778823675579,30.97152710871428,3.621705426356589,0.343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9276,1.1521012416427892,1.2617702448210923,0.976795710386543,30.24545277658747,3.9077212806026367,0.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9282,1.4239328958939323,1.4064171122994653,1.3457778660374993,34.147609148025516,5.502673796791444,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9296,1.263627353815659,1.2704545454545455,1.1159566931467968,31.166132272546676,4.4772727272727275,0.35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9320,1.1522415325367827,1.0342679127725856,0.9768914205068321,33.25983698975705,3.9080996884735204,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9466,1.1205390566508608,1.12,0.9398651816755007,32.27794344556256,3.763076923076923,0.356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9512,1.3237933785400877,1.3557692307692308,1.197572961946184,32.3489288211571,4.829326923076923,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9548,1.335191082802548,1.3209302325581396,1.2135943621178655,33.29452543180055,4.9,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9556,1.334740085744909,1.3985330073349633,1.2129867856468175,32.456349050658424,4.897310513447433,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9653,1.1479124102886478,1.0840197693574958,0.9717945229806966,32.18274935819043,3.8879736408566723,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9659,1.2609406159982275,1.2224334600760456,1.1123392687520126,33.973644091627875,4.461977186311787,0.367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9688,1.2182528607312308,1.211111111111111,1.057506581601462,32.84416011261644,4.233333333333333,0.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9708,1.1304857889404363,1.1870860927152318,0.9513961719414,31.472231846668713,3.80794701986755,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9764,1.3109420190056464,1.374384236453202,1.1797319851517516,31.517841043899605,4.751231527093596,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9776,1.379376616115731,1.4190981432360743,1.2777903574444343,32.690740682353905,5.188328912466844,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9784,1.3689657431060456,1.4064039408866995,1.2623497963368135,33.547524393234355,5.1182266009852215,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9845,1.3900494954039981,1.4655172413793103,1.2937052434526901,34.31297153753433,5.261083743842365,0.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9861,1.0455043859649122,1.0217948717948717,0.8560365823096794,32.38722752088793,3.444871794871795,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9867,1.06160741415983,1.0748502994011977,0.8736272419870948,30.551567458076025,3.5104790419161676,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9878,1.2600746710916202,1.3008130081300813,1.1112359113018921,32.827073579235424,4.4573170731707314,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9880,1.262207187081126,1.0416666666666667,1.1140714854550295,31.67803647937246,4.469298245614035,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9889,1.391840932464861,1.481578947368421,1.2964503501113007,33.26081597307304,5.273684210526316,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9931,1.1873169838945827,1.2509881422924902,1.0191768369348508,30.71896367826751,4.0770750988142295,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9933,1.4656883595633066,1.4635568513119535,1.4129147175982686,34.1922418350918,5.822157434402333,0.369,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_79,1.504149377593361,1.5250836120401339,1.4779968174767193,33.264034913632514,6.1404682274247495,0.395,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_103,1.4982814099751351,1.5962732919254659,1.4678051203045273,34.3025177572336,6.090062111801243,0.401,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_110,1.418812401471361,1.4728682170542635,1.3377588154191116,34.546184288874265,5.465116279069767,0.393,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_120,1.4861434313518087,1.5650887573964498,1.4470728800902872,34.69106427782515,5.988165680473373,0.396,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_124,1.3900847794409856,1.4568527918781726,1.2937788297473134,33.80384653460406,5.261421319796955,0.396,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_150,1.3516546947152386,1.4489311163895486,1.237129990372537,33.53273952800702,5.004750593824228,0.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_267,1.1657462840627582,1.238486842105263,0.9929976100548166,32.86541184989948,3.9720394736842106,0.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_284,1.5072582533364551,1.548494983277592,1.4833896352098193,33.374702125270524,6.167224080267559,0.397,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_313,1.4911872178834993,1.5045317220543806,1.4556488919148312,34.51564918520884,6.030211480362538,0.395,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_323,1.337380320682893,1.2827004219409284,1.2166420797468953,35.037439839551176,4.913502109704641,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_333,1.4358948835357355,1.4350132625994696,1.3646378023577994,34.72432971918508,5.591511936339523,0.396,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_358,1.4188142515138713,1.4903047091412742,1.3378139278434535,33.36680410392465,5.465373961218837,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_392,1.4158519553072626,1.5397260273972602,1.3332028665416893,33.44507630805618,5.443835616438356,0.389,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_435,1.5120821878165245,1.2429906542056075,1.4917308725929896,34.75798534690945,6.2087227414330215,0.389,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_437,1.2896261788433132,1.2435129740518962,1.1505233081745465,34.20939154438096,4.624750499001996,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_442,1.5068093385214008,1.5866666666666667,1.4826061575153908,33.41436482473216,6.163333333333333,0.391,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_476,1.556044376434583,1.6206896551724137,1.5710590867551464,34.63270282724224,6.610344827586207,0.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
