latitude,longitude,layer_num,prev_layer_size,num_nodes,activation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0,0,5,5,linear,-0.052278388291597366,0.07706666737794876,0.36107292771339417,0.4466817080974579,-0.16438093781471252,0.6681926846504211,-0.7666795253753662,-0.012224853970110416,-0.12559948861598969,-0.28173360228538513,0.21754486858844757,0.32944661378860474,-0.4118320345878601,-0.1033441498875618,-0.7355527281761169,0.32484203577041626,0.2848999500274658,0.6306685209274292,-0.05217607319355011,-0.11428604274988174,-0.19103680551052094,-0.020640714094042778,-0.11036517471075058,0.3572302758693695,0.3208634555339813,0.2616586685180664,-0.4623205065727234,-0.22806954383850098,-0.4707055389881134,0.3060548007488251
0,0,1,5,4,softsign,0.10168056190013885,-0.1929829865694046,-0.5312058329582214,-0.44347983598709106,-0.2583721876144409,0.8343963623046875,-0.06804288923740387,-0.22626633942127228,-0.0039155068807303905,-0.04628651961684227,-0.38789594173431396,0.3834363520145416,0.9531788229942322,0.3831951916217804,-0.17601870000362396,0.09593083709478378,-0.5302571654319763,-0.5062463283538818,-0.2497086077928543,0.10017724335193634,-0.06608755886554718,-0.470946341753006,-0.1488974690437317,-0.23991882801055908
0,0,2,4,3,softsign,-0.8246321678161621,-0.45531129837036133,0.4792291820049286,0.27514147758483887,-0.5754823684692383,0.08211865276098251,-1.1252892017364502,-0.6433405876159668,-0.21496562659740448,-0.152664452791214,-0.7209697365760803,-0.6082706451416016,-0.21294823288917542,-0.022977933287620544,-0.08348492532968521
0,0,3,3,2,softsign,-0.014393860474228859,0.14353331923484802,-0.025022311136126518,-0.637222170829773,0.990094780921936,-0.328473299741745,0.24173401296138763,-0.19361995160579681
0,0,4,2,1,linear,0.27895596623420715,-1.7011222839355469,0.13063260912895203
